"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry"
"1",2020-12-09,"nearFuture",2020-12-10,2020-12-16,Inf,7013.74746014731,77950922.2309393,8828.98194759392,0.783034814477213,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"2",2020-12-10,"nearFuture",2020-12-11,2020-12-17,Inf,7946.54843137505,93585220.7415736,9673.94545888975,0.883733193343836,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"3",2020-12-11,"nearFuture",2020-12-12,2020-12-18,Inf,9270.34780731185,120097677.838755,10958.9086061868,0.972258082288252,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"4",2020-12-12,"nearFuture",2020-12-13,2020-12-19,0.580138636640998,10482.2322123092,150658549.874319,12274.3044558264,0.901691077892436,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"5",2020-12-13,"nearFuture",2020-12-14,2020-12-20,0.869237099004597,7589.67375219803,61078259.6102125,7815.25812818825,0.736200873310009,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"6",2020-12-14,"nearFuture",2020-12-15,2020-12-21,0.593183771822663,8920.23069687137,94428563.0314599,9717.43603176578,0.879807343017803,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"7",2020-12-15,"nearFuture",2020-12-16,2020-12-21,0.5817807427447,8847.90628142383,91187652.7038832,9549.22262301404,0.846566335549693,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"8",2020-12-16,"nearFuture",2020-12-17,2020-12-21,0.580832421846475,8704.68741256226,91332184.4921678,9556.78735204293,0.849817643177209,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"9",2020-12-17,"nearFuture",2020-12-18,2020-12-21,0.470463865486946,6379.65465885422,50392325.2058702,7098.75518706415,0.635707935708927,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"10",2020-12-18,"nearFuture",2020-12-19,2020-12-21,0.521422471568111,6749.34693361804,58419967.7559595,7643.29560830664,0.72742692813699,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"11",2020-12-19,"nearFuture",2020-12-20,2020-12-21,0.452630670945702,4650.29160200498,29726905.4993599,5452.23857689297,0.606814430194098,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"12",2020-12-20,"nearFuture",2020-12-21,2020-12-21,0.102241752715337,592.695440490807,351287.885178592,592.695440490807,0.0972692627603627,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"13",2020-12-21,"nearFuture",NA,NA,NA,NA,NA,NA,NA,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
