"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry"
"1",2020-11-21,"nearFuture",2020-11-22,2020-12-11,1.57657420437859,5883.26264340233,64460081.6915324,8028.70361213642,0.689286681692421,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"2",2020-11-22,"nearFuture",2020-11-23,2020-12-12,2.26609041122281,8913.05748672883,239879601.80353,15488.0470622842,0.739227349120324,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"3",2020-11-23,"nearFuture",2020-11-24,2020-12-13,2.16243969373064,8831.13243509069,259127971.916943,16097.4523424343,0.691174577823157,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"4",2020-11-24,"nearFuture",2020-11-25,2020-12-14,2.38120971044302,9327.6412394985,310803117.301065,17629.6091080054,0.767559230718897,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"5",2020-11-25,"nearFuture",2020-11-26,2020-12-15,2.45975176578697,8476.39805822576,126968392.622602,11268.0252317166,0.906388523807147,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"6",2020-11-26,"nearFuture",2020-11-27,2020-12-16,2.39862002863455,8535.90521557598,157081903.354161,12533.2319596408,0.871213284763146,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"7",2020-11-27,"nearFuture",2020-11-28,2020-12-17,4.57438317782986,18017.4938402104,3487927325.66694,59058.6769718637,0.625426580753224,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"8",2020-11-28,"nearFuture",2020-11-29,2020-12-18,4.77569666342985,18864.2726736964,3677448643.83192,60641.9709758177,0.674959287760125,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"9",2020-11-29,"nearFuture",2020-11-30,2020-12-19,4.29397331173121,17305.6854583298,2556204310.75446,50558.9192008142,0.688005475960453,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"10",2020-11-30,"nearFuture",2020-12-01,2020-12-20,12.4329845843995,55943.9169459859,40195891591.8582,200489.130857157,0.901474126748129,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"11",2020-12-01,"nearFuture",2020-12-02,2020-12-21,69.2743686153279,318914.84757465,1891986242403.26,1375494.9081706,0.906328114967507,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"12",2020-12-02,"nearFuture",2020-12-03,2020-12-21,128.133047877127,339678.197832119,1974309711362.38,1405101.31711645,0.92179083559936,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"13",2020-12-03,"nearFuture",2020-12-04,2020-12-21,96.4038997746684,436284.092240809,3078579455104.29,1754588.11551438,0.986726071554162,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"14",2020-12-04,"nearFuture",2020-12-05,2020-12-21,8.55359845507214,22169.5061618106,3176467652.34725,56360.1601518949,0.885282928572488,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"15",2020-12-05,"nearFuture",2020-12-06,2020-12-21,8.54879491109165,21761.6043662757,3201298608.05423,56580.019512671,0.811070676691547,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"16",2020-12-06,"nearFuture",2020-12-07,2020-12-21,6.56017805627803,16535.8657692633,1786065988.18254,42261.8739312698,0.752289203094195,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"17",2020-12-07,"nearFuture",2020-12-08,2020-12-21,7.37227470763387,19028.4736615863,1981312915.95768,44511.941273749,0.888661547373359,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"18",2020-12-08,"nearFuture",2020-12-09,2020-12-21,17.2327878841208,40328.6580367235,12650163387.8756,112472.945137378,1.00024917367438,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"19",2020-12-09,"nearFuture",2020-12-10,2020-12-21,2.23171493582865,8118.69900032241,111281946.542149,10549.0258574974,0.893498240388098,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"20",2020-12-10,"nearFuture",2020-12-11,2020-12-21,5.08330724644838,14063.0771442301,678354501.958249,26045.2395258375,0.856662746594496,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"21",2020-12-11,"nearFuture",2020-12-12,2020-12-21,181.310955294518,481647.622710181,2222300285057.47,1490738.16784084,1.05017668254373,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"22",2020-12-12,"nearFuture",2020-12-13,2020-12-21,159.527676247715,423445.432235749,1548090874766.27,1244223.00041683,1.00057529885857,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"23",2020-12-13,"nearFuture",2020-12-14,2020-12-21,269.290199936317,711501.234949513,4000116028561.4,2000029.00693,0.892636390670973,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"24",2020-12-14,"nearFuture",2020-12-15,2020-12-21,303.718039365162,802511.507816577,4458606373509.87,2111541.23178068,0.895409507545617,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"25",2020-12-15,"nearFuture",2020-12-16,2020-12-21,2.54657928222425,8997.06059822708,128489807.912488,11335.3344861318,0.951121137049643,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"26",2020-12-16,"nearFuture",2020-12-17,2020-12-21,1.11544600019168,3726.16991274381,15826593.8341202,3978.26517895932,0.679210036574544,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"27",2020-12-17,"nearFuture",2020-12-18,2020-12-21,1.23096408988849,4253.42373701023,20132889.722567,4486.96887916186,0.758573967536872,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"28",2020-12-18,"nearFuture",2020-12-19,2020-12-21,1.07927651452406,3093.40941921886,9654784.24458209,3107.21486939383,0.686025831593141,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"29",2020-12-19,"nearFuture",2020-12-20,2020-12-21,1.42337562749506,3504.14020071837,12791074.3244361,3576.46114538325,0.796170951017628,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
