"","date","estimate"
"1","2020-12-22",1501.18117120984
"2","2020-12-23",2495.20856212907
"3","2020-12-24",3337.32693384805
"4","2020-12-25",2298.91089272446
"5","2020-12-26",2178.21096319537
"6","2020-12-27",3015.19084475988
"7","2020-12-28",3351.24834189811
"8","2020-12-29",3588.5360677361
"9","2020-12-30",3688.57532332038
"10","2020-12-31",3444.22109837951
"11","2021-01-01",3264.4226779851
"12","2021-01-02",3313.244612584
"13","2021-01-03",2560.74279636869
"14","2021-01-04",3849.12094356925
"15","2021-01-05",3110.15911900934
"16","2021-01-06",2900.74745051952
"17","2021-01-07",2231.59239815699
"18","2021-01-08",2851.31571004499
"19","2021-01-09",2991.65934181444
"20","2021-01-10",3992.77161962415
"21","2021-01-11",3929.14683341571
"22","2021-01-12",3163.57212329881
"23","2021-01-13",2738.74054460723
"24","2021-01-14",2719.53536054213
