"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry","cutoff","date","lag","predType","y","strawman","fore","fore_low","fore_high","scaled_abs_err","syncFore","scaled_abs_err_sync"
"1",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-22,1,"nearFuture",4184,7140,10722.6934381348,11597.6881444801,9913.71324490582,2.21200725166537,NA,NA
"2",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-23,2,"nearFuture",4265,7140,8212.96180212124,9179.82208898543,7347.93560367982,1.37320410460801,NA,NA
"3",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-24,3,"nearFuture",7164,7140,6860.53374816399,7333.74310087896,6417.8582017764,12.6444266329825,NA,NA
"4",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-25,4,"nearFuture",8593,7140,8947.33341036763,9926.66497444218,8064.61942277643,0.243863324242098,NA,NA
"5",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-26,5,"nearFuture",9043,7140,8756.30979077989,9704.80808345999,7900.51286874825,0.150651712595618,NA,NA
"6",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-27,6,"nearFuture",7846,7140,7787.96895347391,8688.83823118463,6980.50289422918,0.0821969496372436,NA,NA
"7",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-28,7,"nearFuture",6098,7140,8341.13333361232,9296.88808273388,7483.63373528309,2.15271912808024,NA,NA
"8",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-29,8,"nearFuture",5432,7140,7470.66964848393,8274.09588067303,6745.2572222597,1.19360049607162,NA,NA
"9",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-30,9,"nearFuture",5726,7140,6651.12087102434,7205.30503485866,6139.56086896512,0.654258041280113,NA,NA
"10",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-01,10,"nearFuture",8037,7140,8489.86606052436,9530.9919013688,7562.46846829151,0.504867402474347,NA,NA
"11",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-02,11,"nearFuture",7533,7140,9990.35338257971,11279.3665963393,8848.64942160976,6.25280757335089,NA,NA
"12",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-03,12,"nearFuture",7629,7140,8581.49945159241,10440.3709974472,7053.59348395641,1.94785163526494,NA,NA
"13",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-04,13,"nearFuture",6899,7140,7058.27878055699,8119.7124628381,6135.59896019367,0.660907800398665,NA,NA
"14",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-05,14,"nearFuture",5201,7140,7295.53352657051,8375.96265845601,6354.47071669796,1.08021326740087,NA,NA
"15",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-06,15,"nearFuture",3278,7140,7336.50474337356,8521.70260874415,6316.14412292603,1.05088160080856,NA,NA
"16",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-07,16,"nearFuture",3199,7140,6329.91537336572,7286.18465668958,5499.15086178672,0.794446935440567,NA,NA
"17",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-08,17,"nearFuture",3610,7140,9201.6133578209,10049.9356517235,8424.89855865966,1.58402644652603,NA,NA
"18",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-09,18,"nearFuture",5303,7140,10534.4335377909,11498.8441982186,9650.90821730806,2.84781357373058,NA,NA
"19",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-10,19,"nearFuture",6994,7140,14142.2515761862,15345.2926438734,13033.5265860173,48.9606268988051,NA,NA
"20",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-11,20,"nearFuture",7112,7140,12384.6199036517,13570.481653663,11302.3851380047,188.307846976567,NA,NA
"21",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-22,2020-11-23,1,"nearFuture",4265,4184,7463.80417248732,8587.04450058074,6487.49086154982,39.4914090493323,925.110734352493,41.2332003014112
"22",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-22,2020-11-24,2,"nearFuture",7164,4184,6927.86936244011,7784.03458479231,6165.87367132272,0.0792384689532384,NA,NA
"23",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-22,2020-11-25,3,"nearFuture",8593,4184,10272.7676046933,11612.2081469337,9087.82833761904,0.380986074917728,NA,NA
"24",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-22,2020-11-26,4,"nearFuture",9043,4184,12094.1632020426,13651.9345561903,10714.1433293289,0.627940564193181,NA,NA
"25",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-22,2020-11-27,5,"nearFuture",7846,4184,7931.9302334661,9158.20409424816,6869.85314818305,0.0234653832448495,NA,NA
"26",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-22,2020-11-28,6,"nearFuture",6098,4184,10275.1276906621,11940.5922927676,8841.96080653044,2.18240736075218,NA,NA
