"","date","fore","syncFore"
"1","2020-12-22",244.876182256448,684.692290284442
"2","2020-12-23",289.958550149611,750.246549526436
"3","2020-12-24",303.763168597685,683.905322267393
"4","2020-12-25",338.81248865301,794.410662789189
"5","2020-12-26",387.46757607405,861.56522219035
"6","2020-12-27",312.295640733686,795.553363083015
"7","2020-12-28",226.936163101951,739.818457868357
"8","2020-12-29",284.694804302104,776.955082295599
"9","2020-12-30",523.398145166107,1050.34745069649
"10","2020-12-31",287.769002422209,789.600649049413
"11","2021-01-01",336.438558426679,838.560994716806
"12","2021-01-02",296.925097465293,771.444724690214
"13","2021-01-03",325.238944836506,809.058408971089
"14","2021-01-04",289.951270833349,778.94981758515
"15","2021-01-05",245.792207812341,736.27684423697
"16","2021-01-06",276.691384655096,776.32359472034
"17","2021-01-07",246.900115850929,663.48598398649
"18","2021-01-08",247.614170492812,759.584148696383
"19","2021-01-09",262.981673108237,772.749167051431
"20","2021-01-10",208.277874175488,716.944527663642
"21","2021-01-11",252.460110885514,768.418036707672
"22","2021-01-12",260.370355044336,788.286266612903
"23","2021-01-13",323.74256321108,853.617056199523
"24","2021-01-14",418.927594502468,953.691678940416
