"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-15",5,6,-14,-1,6,1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-16",-3,3,-24,-8,0,4
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-17",3,2,-27,7,17,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-18",-1,-1,-22,4,16,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-19",-8,-8,-31,1,14,1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-20",1,3,-24,6,13,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-21",4,10,9,12,16,-1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-22",-2,10,15,2,-6,-1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-23",-4,9,41,-5,-6,1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-24",-25,-48,111,-25,-60,7
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-25",-26,-29,104,-24,-61,4
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-26",-22,-18,4,-16,-34,3
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-27",-10,-3,-23,2,11,1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-28",-7,-3,-25,-3,16,2
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-02-29",-6,2,-32,-9,2,4
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-01",-20,-1,-44,-22,-6,8
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-02",-1,3,-29,2,18,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-03",-3,3,-24,2,17,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-04",-6,-3,-28,1,16,1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-05",-1,3,-18,3,16,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-06",1,1,-19,1,20,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-07",4,7,-27,-5,3,3
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-08",2,9,-24,-9,1,5
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-09",1,2,-25,3,19,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-10",0,3,-19,1,17,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-11",-5,-4,-23,0,16,0
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-12",-12,-9,-33,-3,13,2
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-13",-8,-6,-31,-5,16,2
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-14",-1,4,-29,-8,3,3
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-15",-15,3,-36,-17,-2,6
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-16",-7,2,-33,-2,16,1
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-17",-13,4,-26,-6,11,2
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-18",-24,-3,-32,-17,-7,7
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-19",-29,-5,-33,-22,-12,9
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-20",-35,-6,-42,-28,-13,10
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-21",-56,-11,-62,-41,-22,13
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-22",-75,-33,-75,-61,-33,18
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-23",-63,-31,-67,-53,-39,18
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-24",-67,-36,-65,-58,-46,19
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-25",-68,-37,-66,-59,-48,20
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-26",-66,-33,-60,-59,-46,19
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-27",-65,-32,-61,-57,-42,20
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-28",-66,-31,-66,-58,-35,17
"BR","Brazil","State of Rio Grande do Norte","","","BR_RN",NA,"2020-03-29",-74,-36,-74,-66,-33,19
