"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"SI","Slovenia","","","","",NA,"2020-02-15",11,5,41,22,7,-3
"SI","Slovenia","","","","",NA,"2020-02-16",11,6,44,13,2,-3
"SI","Slovenia","","","","",NA,"2020-02-17",1,0,15,-6,-10,1
"SI","Slovenia","","","","",NA,"2020-02-18",5,2,9,-4,-9,1
"SI","Slovenia","","","","",NA,"2020-02-19",4,1,12,-4,-9,0
"SI","Slovenia","","","","",NA,"2020-02-20",4,1,20,-1,-11,0
"SI","Slovenia","","","","",NA,"2020-02-21",1,-1,25,2,-11,0
"SI","Slovenia","","","","",NA,"2020-02-22",8,3,45,31,1,-4
"SI","Slovenia","","","","",NA,"2020-02-23",9,7,19,24,2,-3
"SI","Slovenia","","","","",NA,"2020-02-24",2,9,18,0,-7,1
"SI","Slovenia","","","","",NA,"2020-02-25",0,10,13,2,-6,1
"SI","Slovenia","","","","",NA,"2020-02-26",-11,-4,-32,-10,-7,4
"SI","Slovenia","","","","",NA,"2020-02-27",-1,0,3,-1,-7,2
"SI","Slovenia","","","","",NA,"2020-02-28",-1,1,9,2,-7,1
"SI","Slovenia","","","","",NA,"2020-02-29",-1,-1,2,4,0,0
"SI","Slovenia","","","","",NA,"2020-03-01",-14,-2,-55,-13,-2,2
"SI","Slovenia","","","","",NA,"2020-03-02",-1,-2,-10,5,3,0
"SI","Slovenia","","","","",NA,"2020-03-03",-2,-3,-15,3,2,1
"SI","Slovenia","","","","",NA,"2020-03-04",0,-1,-5,6,3,0
"SI","Slovenia","","","","",NA,"2020-03-05",0,3,1,5,3,-1
"SI","Slovenia","","","","",NA,"2020-03-06",-5,-2,-23,0,3,1
"SI","Slovenia","","","","",NA,"2020-03-07",3,6,14,7,4,0
"SI","Slovenia","","","","",NA,"2020-03-08",17,22,47,18,3,-2
"SI","Slovenia","","","","",NA,"2020-03-09",-4,-1,8,0,1,1
"SI","Slovenia","","","","",NA,"2020-03-10",-3,5,8,2,1,1
"SI","Slovenia","","","","",NA,"2020-03-11",-5,5,28,2,0,1
"SI","Slovenia","","","","",NA,"2020-03-12",-7,29,11,-5,-3,2
"SI","Slovenia","","","","",NA,"2020-03-13",-29,18,-36,-29,-13,11
"SI","Slovenia","","","","",NA,"2020-03-14",-50,-22,-32,-30,-13,11
"SI","Slovenia","","","","",NA,"2020-03-15",-61,-35,-9,-28,-23,8
"SI","Slovenia","","","","",NA,"2020-03-16",-67,-29,-6,-53,-44,20
"SI","Slovenia","","","","",NA,"2020-03-17",-73,-42,0,-55,-51,22
"SI","Slovenia","","","","",NA,"2020-03-18",-74,-41,-6,-56,-53,23
"SI","Slovenia","","","","",NA,"2020-03-19",-74,-43,-3,-57,-55,23
"SI","Slovenia","","","","",NA,"2020-03-20",-76,-41,-20,-59,-55,26
"SI","Slovenia","","","","",NA,"2020-03-21",-80,-48,-41,-51,-45,16
"SI","Slovenia","","","","",NA,"2020-03-22",-90,-92,-59,-64,-49,15
"SI","Slovenia","","","","",NA,"2020-03-23",-75,-39,-47,-66,-57,26
"SI","Slovenia","","","","",NA,"2020-03-24",-78,-47,-54,-68,-58,28
"SI","Slovenia","","","","",NA,"2020-03-25",-79,-45,-63,-70,-58,28
"SI","Slovenia","","","","",NA,"2020-03-26",-80,-50,-64,-72,-59,29
"SI","Slovenia","","","","",NA,"2020-03-27",-77,-44,-42,-65,-57,29
"SI","Slovenia","","","","",NA,"2020-03-28",-77,-44,-25,-45,-43,15
"SI","Slovenia","","","","",NA,"2020-03-29",-88,-92,-43,-54,-45,13
"SI","Slovenia","","","","",NA,"2020-03-30",-78,-49,-64,-72,-57,28
"SI","Slovenia","","","","",NA,"2020-03-31",-77,-49,-43,-65,-57,27
"SI","Slovenia","","","","",NA,"2020-04-01",-77,-51,-35,-62,-57,26
"SI","Slovenia","","","","",NA,"2020-04-02",-75,-47,-30,-61,-57,25
"SI","Slovenia","","","","",NA,"2020-04-03",-75,-42,-35,-61,-56,28
"SI","Slovenia","","","","",NA,"2020-04-04",-78,-45,-44,-51,-44,16
"SI","Slovenia","","","","",NA,"2020-04-05",-86,-91,-34,-51,-45,13
"SI","Slovenia","","","","",NA,"2020-04-06",-71,-40,-14,-58,-55,23
"SI","Slovenia","","","","",NA,"2020-04-07",-71,-41,-10,-56,-55,23
"SI","Slovenia","","","","",NA,"2020-04-08",-71,-39,-15,-57,-55,23
"SI","Slovenia","","","","",NA,"2020-04-09",-68,-32,-16,-57,-55,22
"SI","Slovenia","","","","",NA,"2020-04-10",-70,-29,-24,-59,-56,26
"SI","Slovenia","","","","",NA,"2020-04-11",-76,-39,-34,-47,-46,15
"SI","Slovenia","","","","",NA,"2020-04-12",-85,-91,-23,-48,-45,11
"SI","Slovenia","","","","",NA,"2020-04-13",-89,-94,20,-69,-88,33
"SI","Slovenia","","","","",NA,"2020-04-14",-73,-37,-53,-65,-53,25
"SI","Slovenia","","","","",NA,"2020-04-15",-69,-35,-18,-55,-52,22
"SI","Slovenia","","","","",NA,"2020-04-16",-68,-35,-13,-55,-51,21
"SI","Slovenia","","","","",NA,"2020-04-17",-68,-29,-12,-55,-50,23
"SI","Slovenia","","","","",NA,"2020-04-18",-70,-31,-18,-37,-32,11
"SI","Slovenia","","","","",NA,"2020-04-19",-84,-90,-21,-45,-34,10
"SI","Slovenia","","","","",NA,"2020-04-20",-59,-33,-23,-58,-48,21
"SI","Slovenia","","","","",NA,"2020-04-21",-60,-36,-12,-53,-48,20
"SI","Slovenia","","","","",NA,"2020-04-22",-60,-34,-6,-51,-47,19
"SI","Slovenia","","","","",NA,"2020-04-23",-58,-31,-1,-50,-47,18
"SI","Slovenia","","","","",NA,"2020-04-24",-58,-26,-6,-51,-45,20
"SI","Slovenia","","","","",NA,"2020-04-25",-57,-17,-14,-34,-28,9
"SI","Slovenia","","","","",NA,"2020-04-26",-77,-88,-9,-38,-33,8
"SI","Slovenia","","","","",NA,"2020-04-27",-83,-92,37,-61,-82,28
"SI","Slovenia","","","","",NA,"2020-04-28",-47,-10,-3,-48,-50,16
"SI","Slovenia","","","","",NA,"2020-04-29",-54,-15,-33,-55,-51,21
"SI","Slovenia","","","","",NA,"2020-04-30",-36,19,12,-41,-51,14
"SI","Slovenia","","","","",NA,"2020-05-01",-86,-92,8,-67,-85,31
"SI","Slovenia","","","","",NA,"2020-05-02",-81,-90,-1,-41,-47,11
"SI","Slovenia","","","","",NA,"2020-05-03",-57,-25,27,-21,-17,3
"SI","Slovenia","","","","",NA,"2020-05-04",-25,-16,30,-42,-37,12
"SI","Slovenia","","","","",NA,"2020-05-05",-33,-18,-11,-48,-38,15
"SI","Slovenia","","","","",NA,"2020-05-06",-31,-19,14,-42,-37,13
"SI","Slovenia","","","","",NA,"2020-05-07",-28,-18,37,-41,-36,12
"SI","Slovenia","","","","",NA,"2020-05-08",-28,-15,43,-40,-35,13
"SI","Slovenia","","","","",NA,"2020-05-09",-28,-12,52,-15,-12,2
"SI","Slovenia","","","","",NA,"2020-05-10",-43,-81,41,-18,-13,2
"SI","Slovenia","","","","",NA,"2020-05-11",-28,-15,-6,-45,-34,13
"SI","Slovenia","","","","",NA,"2020-05-12",-37,-19,-35,-50,-35,16
"SI","Slovenia","","","","",NA,"2020-05-13",-28,-17,6,-37,-32,13
"SI","Slovenia","","","","",NA,"2020-05-14",-25,-16,11,-36,-31,11
"SI","Slovenia","","","","",NA,"2020-05-15",-29,-12,-8,-40,-31,13
"SI","Slovenia","","","","",NA,"2020-05-16",-26,-4,12,-18,-10,4
"SI","Slovenia","","","","",NA,"2020-05-17",-41,-81,29,-15,-10,3
"SI","Slovenia","","","","",NA,"2020-05-18",-9,-8,41,-27,-25,8
"SI","Slovenia","","","","",NA,"2020-05-19",-18,-9,-20,-37,-26,11
"SI","Slovenia","","","","",NA,"2020-05-20",-12,-8,14,-27,-25,9
"SI","Slovenia","","","","",NA,"2020-05-21",-7,-6,46,-23,-26,7
"SI","Slovenia","","","","",NA,"2020-05-22",-13,-9,56,-24,-24,7
"SI","Slovenia","","","","",NA,"2020-05-23",-15,-4,57,-7,-7,-1
"SI","Slovenia","","","","",NA,"2020-05-24",-29,-80,54,-7,-5,-1
"SI","Slovenia","","","","",NA,"2020-05-25",-9,-7,30,-28,-24,7
"SI","Slovenia","","","","",NA,"2020-05-26",-11,-10,31,-26,-22,7
"SI","Slovenia","","","","",NA,"2020-05-27",-9,-10,52,-21,-22,6
"SI","Slovenia","","","","",NA,"2020-05-28",-11,-7,15,-27,-22,7
"SI","Slovenia","","","","",NA,"2020-05-29",-10,-5,37,-23,-21,6
"SI","Slovenia","","","","",NA,"2020-05-30",-13,-2,42,-6,-2,0
"SI","Slovenia","","","","",NA,"2020-05-31",-33,-82,31,-17,-4,0
"SI","Slovenia","","","","",NA,"2020-06-01",-1,-3,54,-18,-17,4
"SI","Slovenia","","","","",NA,"2020-06-02",-5,-8,42,-19,-16,4
"SI","Slovenia","","","","",NA,"2020-06-03",-6,-8,35,-17,-14,3
"SI","Slovenia","","","","",NA,"2020-06-04",-10,-7,-7,-25,-16,5
"SI","Slovenia","","","","",NA,"2020-06-05",-10,-6,-2,-25,-16,5
"SI","Slovenia","","","","",NA,"2020-06-06",-5,-1,52,1,0,-2
"SI","Slovenia","","","","",NA,"2020-06-07",-22,-80,43,-8,1,-2
"SI","Slovenia","","","","",NA,"2020-06-08",-8,-5,-10,-29,-17,6
"SI","Slovenia","","","","",NA,"2020-06-09",-5,-8,10,-22,-15,4
"SI","Slovenia","","","","",NA,"2020-06-10",-3,-5,19,-18,-14,3
"SI","Slovenia","","","","",NA,"2020-06-11",6,0,56,-13,-16,2
"SI","Slovenia","","","","",NA,"2020-06-12",0,-4,95,-12,-16,0
"SI","Slovenia","","","","",NA,"2020-06-13",-1,-1,99,8,0,-6
"SI","Slovenia","","","","",NA,"2020-06-14",-22,-80,37,-6,0,-3
"SI","Slovenia","","","","",NA,"2020-06-15",2,4,5,-22,-16,4
"SI","Slovenia","","","","",NA,"2020-06-16",5,0,41,-14,-14,2
"SI","Slovenia","","","","",NA,"2020-06-17",4,-1,40,-14,-14,2
"SI","Slovenia","","","","",NA,"2020-06-18",7,1,44,-13,-15,1
"SI","Slovenia","","","","",NA,"2020-06-19",1,-3,52,-11,-16,0
"SI","Slovenia","","","","",NA,"2020-06-20",4,5,62,7,-1,-4
"SI","Slovenia","","","","",NA,"2020-06-21",-21,-80,29,-7,-2,-2
"SI","Slovenia","","","","",NA,"2020-06-22",7,0,95,-15,-20,0
"SI","Slovenia","","","","",NA,"2020-06-23",10,1,97,-9,-20,0
"SI","Slovenia","","","","",NA,"2020-06-24",20,27,98,-1,-20,-4
"SI","Slovenia","","","","",NA,"2020-06-25",-54,-88,87,-46,-78,16
"SI","Slovenia","","","","",NA,"2020-06-26",-5,-2,126,-21,-50,6
"SI","Slovenia","","","","",NA,"2020-06-27",-10,-10,129,8,-12,-6
"SI","Slovenia","","","","",NA,"2020-06-28",-15,-80,108,8,0,-8
"SI","Slovenia","","","","",NA,"2020-06-29",-5,-4,64,-23,-25,3
"SI","Slovenia","","","","",NA,"2020-06-30",5,-1,94,-15,-22,1
"SI","Slovenia","","","","",NA,"2020-07-01",-1,-7,82,-16,-20,1
"SI","Slovenia","","","","",NA,"2020-07-02",-1,-7,67,-17,-21,1
"SI","Slovenia","","","","",NA,"2020-07-03",-5,-6,59,-18,-22,2
"SI","Slovenia","","","","",NA,"2020-07-04",-3,0,107,12,-2,-5
"SI","Slovenia","","","","",NA,"2020-07-05",-12,-80,127,8,-1,-7
"SI","Slovenia","","","","",NA,"2020-07-06",-2,-5,114,-18,-25,1
"SI","Slovenia","","","","",NA,"2020-07-07",3,-3,111,-17,-25,1
"SI","Slovenia","","","","",NA,"2020-07-08",-2,-7,115,-18,-24,0
"SI","Slovenia","","","","",NA,"2020-07-09",-3,-10,116,-18,-25,1
"SI","Slovenia","","","","",NA,"2020-07-10",-8,-12,123,-18,-25,0
"SI","Slovenia","","","","",NA,"2020-07-11",-14,-1,38,-3,-8,0
"SI","Slovenia","","","","",NA,"2020-07-12",-12,-79,115,8,-1,-5
"SI","Slovenia","","","","",NA,"2020-07-13",1,-3,138,-17,-28,1
"SI","Slovenia","","","","",NA,"2020-07-14",0,-8,141,-16,-28,1
"SI","Slovenia","","","","",NA,"2020-07-15",0,-6,123,-17,-26,1
"SI","Slovenia","","","","",NA,"2020-07-16",-1,-7,85,-20,-27,2
