"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"AT","Austria","","","","",NA,"2020-02-15",9,1,42,13,0,-2
"AT","Austria","","","","",NA,"2020-02-16",15,21,42,12,1,-2
"AT","Austria","","","","",NA,"2020-02-17",9,5,35,3,-4,0
"AT","Austria","","","","",NA,"2020-02-18",8,5,40,2,-4,0
"AT","Austria","","","","",NA,"2020-02-19",4,2,10,-1,-5,1
"AT","Austria","","","","",NA,"2020-02-20",4,1,13,2,-5,0
"AT","Austria","","","","",NA,"2020-02-21",1,4,7,-2,-5,1
"AT","Austria","","","","",NA,"2020-02-22",9,3,52,14,2,-2
"AT","Austria","","","","",NA,"2020-02-23",4,23,4,5,2,0
"AT","Austria","","","","",NA,"2020-02-24",9,10,25,3,2,-1
"AT","Austria","","","","",NA,"2020-02-25",13,10,60,7,0,0
"AT","Austria","","","","",NA,"2020-02-26",-3,10,8,-2,0,1
"AT","Austria","","","","",NA,"2020-02-27",1,7,9,0,1,1
"AT","Austria","","","","",NA,"2020-02-28",-1,9,-1,-2,1,1
"AT","Austria","","","","",NA,"2020-02-29",2,3,9,0,1,0
"AT","Austria","","","","",NA,"2020-03-01",0,8,6,1,2,0
"AT","Austria","","","","",NA,"2020-03-02",2,6,16,1,3,-1
"AT","Austria","","","","",NA,"2020-03-03",-1,4,-1,-3,2,1
"AT","Austria","","","","",NA,"2020-03-04",2,5,12,0,2,0
"AT","Austria","","","","",NA,"2020-03-05",1,3,4,0,1,0
"AT","Austria","","","","",NA,"2020-03-06",-1,3,-7,-2,1,0
"AT","Austria","","","","",NA,"2020-03-07",4,0,-2,-3,0,0
"AT","Austria","","","","",NA,"2020-03-08",14,14,42,5,1,-2
"AT","Austria","","","","",NA,"2020-03-09",-1,4,2,-3,1,0
"AT","Austria","","","","",NA,"2020-03-10",-3,10,9,-3,1,0
"AT","Austria","","","","",NA,"2020-03-11",-6,17,12,-8,-1,1
"AT","Austria","","","","",NA,"2020-03-12",-10,24,18,-9,-3,2
"AT","Austria","","","","",NA,"2020-03-13",-20,46,-20,-20,-6,5
"AT","Austria","","","","",NA,"2020-03-14",-35,-7,-17,-34,-9,8
"AT","Austria","","","","",NA,"2020-03-15",-59,-32,-13,-43,-18,8
