"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-15",-3,-1,3,NA,6,0
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-16",-5,-2,0,NA,4,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-17",-7,-2,-4,NA,2,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-18",-5,2,-9,NA,2,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-19",-8,-2,9,NA,3,0
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-20",-8,-2,9,NA,1,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-21",-8,-7,-8,NA,3,2
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-22",-5,-4,12,NA,5,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-23",-5,-5,12,NA,3,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-24",-8,-2,0,NA,3,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-25",-6,1,4,NA,3,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-26",-8,-1,9,NA,3,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-27",-6,1,-10,NA,2,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-28",-2,-6,-7,NA,4,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-02-29",0,0,3,NA,7,0
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-01",0,7,8,NA,5,0
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-02",-1,9,3,NA,5,0
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-03",-4,6,-4,NA,4,1
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-04",-3,1,7,NA,3,2
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-05",-5,3,1,NA,5,2
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-06",-5,-3,-6,NA,5,3
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-07",-2,0,8,NA,8,2
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-08",-1,5,10,NA,-2,2
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-09",-4,4,8,NA,-2,2
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-10",-5,7,5,NA,-3,4
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-11",-2,3,14,NA,-4,3
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-12",-7,1,4,NA,-4,5
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-13",-9,-5,-2,NA,4,5
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-14",-8,-2,9,NA,5,3
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-15",-7,2,1,NA,-3,4
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-16",-11,1,-3,NA,-6,5
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-17",-14,1,-11,NA,-6,6
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-18",-17,-4,-7,NA,-7,7
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-19",-23,-8,-15,NA,-7,10
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-20",-30,-19,-34,NA,-3,10
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-21",-25,-15,-14,NA,-1,8
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-22",-29,-17,-17,NA,-11,11
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-23",-20,4,-26,NA,-12,10
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-24",-31,-8,-30,NA,-16,12
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-25",-40,-21,-27,NA,-21,14
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-26",-46,-25,-42,NA,-24,19
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-27",-70,-57,-69,NA,-39,NA
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-28",-58,-43,-41,NA,-36,21
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-29",-45,-27,-28,NA,-28,17
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-30",-48,-26,-30,NA,-29,16
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-03-31",-44,-24,-26,NA,-29,17
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-01",-43,-24,-28,NA,-30,16
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-02",-47,-26,-40,NA,-30,20
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-03",-57,-40,-64,NA,-30,18
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-04",-44,-27,-36,NA,-19,15
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-05",-39,-21,-29,NA,-29,17
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-06",-43,-21,-32,NA,-31,18
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-07",-43,-20,-41,NA,-32,18
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-08",-44,-22,-38,NA,-32,19
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-09",-48,-28,-48,NA,-34,22
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-10",-57,-40,-69,NA,-31,19
"AE","United Arab Emirates","Fujairah","","","AE_FU",NA,"2020-04-11",-43,-26,-45,NA,-22,16
