"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-15",-3,-3,8,-5,11,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-16",-2,-1,11,-3,4,-1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-17",-7,-7,-2,-2,6,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-18",-8,-7,0,-3,3,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-19",-4,-8,-2,-10,0,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-20",-3,-3,-6,-4,-1,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-21",-5,-8,-7,-9,-1,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-22",-6,-6,5,-8,8,-1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-23",-9,-7,-3,-15,1,-1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-24",-8,-9,-1,-7,4,-1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-25",-10,-11,-4,-5,3,-2
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-26",-7,-8,-2,-5,3,-2
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-27",-3,-5,3,8,3,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-28",-3,-8,1,-10,1,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-02-29",-6,-10,8,-13,4,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-01",-14,-7,13,-4,4,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-02",-9,-8,-5,-4,3,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-03",-13,-7,2,-7,1,-1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-04",-9,-5,-1,-10,0,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-05",-3,-3,3,-8,2,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-06",-6,-6,5,-9,4,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-07",-8,-3,22,0,11,0
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-08",-16,-9,11,-12,7,-1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-09",-13,-8,6,-12,2,2
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-10",-12,-5,12,-9,1,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-11",-10,-5,12,-12,0,1
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-12",-7,-5,13,-11,-1,2
"NG","Nigeria","Anambra","","","NG_AN",NA,"2020-03-13",-6,-8,8,-16,-1,0
