"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-15",-5,-5,-15,-21,6,3
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-16",-5,-1,-16,-21,1,4
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-17",-8,0,-8,-9,21,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-18",-6,-3,-6,3,25,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-19",-5,-6,-5,3,19,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-20",-4,-1,-5,-9,10,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-21",-1,-7,-7,7,13,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-22",-5,-5,-11,-4,7,0
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-23",-1,4,-5,-5,3,0
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-24",-5,-2,-12,-2,18,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-25",-15,-15,-18,0,19,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-26",2,-8,-12,-7,17,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-27",-6,0,-9,1,18,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-28",-3,8,-5,-5,25,-3
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-02-29",1,10,-3,2,9,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-01",2,11,-9,-12,4,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-02",-3,4,-7,-6,22,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-03",-3,2,-3,-3,27,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-04",-1,3,-4,-12,23,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-05",-2,4,-2,-9,22,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-06",-1,-1,-3,-23,27,-3
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-07",5,7,-1,-19,12,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-08",12,11,23,-12,9,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-09",-7,1,-6,-2,22,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-10",-6,-2,-6,-6,27,-1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-11",-4,-1,-3,-14,23,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-12",-4,4,-2,-7,21,-2
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-13",-5,-1,-7,-8,26,-3
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-14",-3,6,-6,-20,10,0
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-15",-8,13,-6,-19,3,1
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-16",-15,11,-12,-15,0,4
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-17",-17,10,-15,-8,-4,6
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-18",-20,4,-17,-15,-11,7
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-19",-24,7,-20,-16,-14,8
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-20",-39,-7,-32,-31,-17,10
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-21",-79,-54,-64,-44,-57,24
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-22",-80,-59,-67,-58,-43,21
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-23",-80,-59,-67,-40,-72,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-24",-55,-26,-39,-23,-42,16
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-25",-84,-73,-71,-70,-70,29
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-26",-83,-68,-69,-69,-70,30
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-27",-84,-67,-69,-67,-69,31
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-28",-82,-64,-69,-70,-62,27
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-29",-84,-70,-73,-77,-51,25
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-30",-80,-62,-66,-65,-68,30
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-03-31",-80,-61,-64,-61,-67,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-01",-78,-58,-64,-68,-69,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-02",-80,-60,-66,-69,-70,29
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-03",-83,-63,-69,-67,-67,31
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-04",-82,-63,-69,-75,-62,27
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-05",-82,-65,-72,-82,-49,24
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-06",-79,-62,-67,-66,-68,30
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-07",-78,-61,-65,-67,-67,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-08",-75,-55,-61,-70,-67,26
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-09",-83,-65,-69,-71,-77,30
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-10",-88,-75,-76,-76,-78,34
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-11",-84,-68,-71,-75,-64,29
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-12",-84,-69,-73,-82,-49,24
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-13",-79,-61,-65,-66,-66,29
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-14",-78,-59,-63,-59,-65,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-15",-77,-59,-64,-68,-65,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-16",-78,-57,-64,-70,-66,29
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-17",-79,-59,-66,-68,-63,30
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-18",-82,-67,-69,-73,-57,26
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-19",-82,-68,-73,-82,-44,23
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-20",-78,-62,-65,-69,-62,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-21",-78,-62,-65,-62,-61,27
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-22",-76,-59,-63,-61,-62,25
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-23",-77,-59,-63,-61,-62,27
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-24",-80,-63,-67,-67,-59,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-25",-79,-64,-66,-71,-52,25
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-26",-81,-68,-71,-77,-40,22
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-27",-75,-58,-64,-61,-57,27
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-28",-74,-58,-60,-59,-55,22
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-29",-72,-55,-58,-65,-56,25
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-04-30",-71,-52,-57,-63,-55,24
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-05-01",-79,-60,-66,-70,-63,28
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-05-02",-76,-59,-63,-72,-46,23
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-05-03",-80,-65,-70,-81,-36,21
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-05-04",-72,-55,-60,-63,-53,26
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-05-05",-72,-55,-56,-64,-52,25
"CO","Colombia","Narino","","","CO_NAR",NA,"2020-05-06",-68,-49,-54,-60,-51,24
