"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-15",-12,-11,-31,-6,-7,5
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-16",-7,-6,-22,-9,-3,4
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-17",-2,-3,-10,0,13,0
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-18",-14,-11,-27,-5,5,2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-19",5,0,10,7,18,-3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-20",-2,-5,-1,0,15,-1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-21",5,0,-10,4,15,-1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-22",11,5,-2,8,0,0
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-23",24,10,12,-4,-1,1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-24",2,-6,30,-13,-37,3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-25",-14,-15,-9,-4,-31,4
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-26",3,0,2,5,20,-2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-27",-2,-4,-5,-5,19,-1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-28",3,-2,-13,-5,19,-1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-02-29",5,0,-16,-8,5,1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-01",-4,-1,-16,-14,3,3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-02",0,-1,-10,-7,28,-3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-03",-3,-2,-10,-9,27,-2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-04",-3,-1,-6,-12,31,-3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-05",-5,-4,-11,-10,29,-2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-06",-4,-3,-16,-10,29,-2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-07",-7,-4,-21,-17,4,2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-08",-6,-5,-18,-21,3,3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-09",-4,-3,-14,-10,28,-3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-10",-6,-2,-15,-14,30,-3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-11",-7,-2,-10,-9,31,-3
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-12",-13,-4,-18,-14,27,-2
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-13",-15,-4,-27,-23,26,-1
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-14",-21,-8,-38,-32,1,5
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-15",-34,-5,-47,-36,-7,9
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-16",-31,-7,-48,-33,1,6
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-17",-40,-19,-55,-38,-9,8
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-18",-47,-26,-60,-45,-18,11
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-19",-44,-13,-60,-48,-22,12
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-20",-72,-49,-80,-78,-47,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-21",-79,-57,-87,-86,-52,25
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-22",-84,-68,-91,-91,-51,26
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-23",-83,-66,-87,-91,-69,26
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-24",-84,-68,-87,-91,-70,26
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-25",-77,-57,-82,-85,-57,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-26",-78,-59,-81,-84,-58,24
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-27",-76,-55,-82,-84,-56,26
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-28",-77,-52,-85,-85,-52,25
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-29",-80,-63,-88,-89,-47,25
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-30",-72,-52,-80,-86,-55,22
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-03-31",-76,-59,-82,-86,-63,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-01",-68,-48,-76,-81,-50,20
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-02",-72,-54,-79,-83,-53,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-03",-68,-45,-77,-82,-47,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-04",-70,-45,-81,-84,-43,22
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-05",-76,-56,-86,-88,-39,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-06",-66,-44,-75,-81,-45,19
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-07",-76,-34,-70,-77,-44,19
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-08",-75,-29,-66,-75,-42,17
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-09",-79,-35,-73,-81,-52,21
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-10",-92,-76,-88,-91,-71,29
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-11",-82,-44,-81,-84,-42,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-12",-85,-57,-86,-89,-40,23
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-13",-78,-43,-70,-78,-39,19
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-14",-76,-37,-67,-76,-39,18
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-15",-75,-34,-65,-70,-36,17
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-16",-78,-37,-86,-73,-37,19
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-17",-79,-35,-89,-76,-36,22
"AR","Argentina","Corrientes","","","AR_W",NA,"2020-04-18",-82,-40,-91,-78,-34,21
