"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-15",5,0,46,13,-1,-2
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-16",3,0,22,11,-2,-2
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-17",1,-1,2,5,1,0
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-18",4,-1,20,8,1,0
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-19",3,-1,23,3,2,-1
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-20",2,-3,26,6,1,-1
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-21",-3,1,12,7,1,0
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-22",-18,8,14,2,-7,4
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-23",-30,0,-8,-14,-11,5
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-24",-20,8,15,-23,-23,9
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-25",-25,-10,5,-30,-21,11
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-26",-28,-16,-5,-33,-23,12
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-27",-24,-15,14,-32,-22,12
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-28",-24,-13,29,-28,-21,11
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-02-29",-27,-14,-4,-22,-18,8
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-03-01",-38,-23,-47,-43,-18,9
"IT","Italy","Emilia-Romagna","Province of Piacenza","","IT_PC",NA,"2020-03-02",-25,-19,-38,-35,-20,11
