"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-15",2,0,0,4,-1,-1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-16",-2,-1,-7,10,-3,1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-17",0,4,-1,8,2,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-18",2,4,-2,9,3,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-19",4,3,-2,9,3,1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-20",10,6,5,12,3,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-21",20,22,18,10,4,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-22",36,17,43,28,7,-2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-23",54,6,50,39,15,-5
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-24",29,17,33,21,-3,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-25",27,16,26,14,-3,-1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-26",17,8,16,16,-3,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-27",8,1,3,13,-1,2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-28",8,8,7,11,3,1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-02-29",4,8,2,5,4,2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-01",3,4,-3,3,1,2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-02",0,1,2,-1,4,-1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-03",5,1,-1,-1,2,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-04",3,3,0,-5,2,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-05",2,-1,-4,-4,3,2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-06",0,0,-2,-12,6,1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-07",3,6,-2,-7,2,2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-08",5,0,-3,-7,1,1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-09",-2,0,1,-4,4,0
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-10",-2,0,-5,-6,2,2
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-11",3,5,-2,-6,2,1
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-12",0,4,-7,-11,2,3
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-13",-1,11,-5,-16,1,3
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-14",-4,10,-9,-16,-2,5
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-15",-9,5,-11,-17,-2,5
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-16",-27,44,-19,-20,-24,9
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-17",-65,-42,-56,-76,-55,27
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-18",-70,-47,-63,-84,-59,30
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-19",-72,-48,-65,-84,-62,32
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-20",-73,-51,-66,-85,-61,34
"PE","Peru","Ayacucho","","","PE_AYA",NA,"2020-03-21",-74,-46,-65,-83,-55,32
