"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-15",-1,-2,-41,-1,-1,2
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-16",1,-2,-14,2,-3,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-17",18,2,41,-3,-14,2
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-18",23,1,49,-3,-12,2
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-19",21,0,50,2,-13,3
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-20",21,1,3,-11,-14,3
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-21",13,3,7,-1,-13,3
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-22",-3,1,-26,-1,-3,1
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-23",-2,1,-10,5,-4,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-24",-15,-2,-10,-1,-9,4
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-25",3,12,11,3,1,1
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-26",3,-1,31,2,1,1
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-27",5,3,24,-2,1,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-28",4,6,-11,-4,0,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-02-29",5,3,-17,-4,0,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-03-01",5,4,-22,-3,-1,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-03-02",3,4,4,-6,2,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-03-03",4,5,11,-4,1,0
"GB","United Kingdom","Tyne and Wear","Metropolitan Borough of Gateshead","","GB_GAT",NA,"2020-03-04",5,6,23,-1,0,0
