"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-15",3,6,-7,15,4,0
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-16",1,6,-4,14,11,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-17",1,2,-5,12,15,-1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-18",4,2,-5,13,12,-1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-19",-7,-4,-6,5,8,-1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-20",-2,-5,-10,7,8,0
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-21",6,5,0,12,8,2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-22",1,4,-10,16,5,0
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-23",-1,2,-1,15,11,-1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-24",-18,-18,-15,7,9,1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-25",-10,-12,-13,-19,-17,9
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-26",3,1,15,12,7,0
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-27",3,3,-4,17,10,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-28",11,8,6,14,9,1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-02-29",4,7,-7,19,6,-1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-01",3,7,-7,22,12,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-02",4,6,-3,19,16,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-03",5,5,-2,27,12,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-04",4,4,4,24,11,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-05",5,3,10,21,12,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-06",13,9,11,19,11,1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-07",7,8,-5,22,6,-1
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-08",2,4,-8,25,12,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-09",2,2,-1,23,16,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-10",5,4,2,22,12,-2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-11",7,8,2,34,10,-4
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-12",-64,-56,-60,-68,-68,23
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-13",-47,-44,-44,-48,-49,11
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-14",-21,-16,-35,-12,-23,7
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-15",-8,-1,-11,2,-4,2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-16",-4,2,-7,-2,1,2
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-17",-8,-2,-14,-8,-4,3
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-18",-11,-3,-14,-12,-8,5
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-19",-21,-9,-22,-18,-11,7
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-20",-26,-11,-17,-26,-10,8
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-21",-28,-14,-27,-25,-15,8
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-22",-33,-19,-29,-35,-22,11
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-23",-35,-22,-23,-38,-23,13
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-24",-32,-16,-22,-42,-29,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-25",-44,-30,-32,-50,-36,17
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-26",-44,-28,-41,-50,-38,18
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-27",-68,-49,-49,-71,-53,19
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-28",-64,-44,-53,-69,-57,21
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-29",-40,-23,-30,-41,-32,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-30",-42,-27,-32,-47,-33,16
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-03-31",-41,-26,-28,-45,-35,16
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-01",-39,-24,-28,-44,-35,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-02",-39,-19,-35,-40,-35,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-03",-52,-18,-29,-57,-45,16
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-04",-51,-17,-43,-55,-50,18
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-05",-30,-3,-21,-34,-31,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-06",-29,-2,-19,-35,-30,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-07",-42,9,-20,-35,-32,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-08",-43,10,-19,-35,-33,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-09",-44,10,-25,-34,-32,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-10",-57,-8,-23,-52,-41,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-11",-56,-8,-35,-48,-46,17
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-12",-40,-2,-16,-26,-27,13
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-13",-42,-4,-18,-30,-25,13
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-14",-42,-4,-21,-31,-27,13
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-15",-40,-2,-21,-30,-28,13
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-16",-41,5,-30,-26,-28,13
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-17",-55,-11,-31,-47,-37,14
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-18",-54,-8,-41,-46,-43,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-19",-39,10,-29,-33,-38,15
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-20",-64,-26,-57,-75,-69,25
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-21",-35,10,-15,-13,-25,11
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-22",-36,11,-18,-19,-27,11
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-23",-34,17,-27,-10,-25,11
"EG","Egypt","Al Qalyubia Governorate","","","EG_KB",NA,"2020-04-24",-54,-13,-45,-48,-28,15
