"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-15",-2,0,NA,-9,2,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-16",11,-4,NA,-12,0,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-17",-2,4,NA,-8,-1,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-18",4,0,NA,6,2,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-19",-4,2,NA,4,-2,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-20",6,-5,NA,-2,2,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-21",-2,-3,NA,5,-2,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-22",-4,-4,NA,-2,-2,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-23",7,3,NA,NA,6,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-24",-5,1,NA,-2,3,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-25",0,-5,NA,-6,7,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-26",0,-2,NA,-2,3,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-27",4,-3,NA,6,7,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-28",-2,3,NA,5,3,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-02-29",1,-2,NA,11,6,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-01",19,-5,NA,NA,6,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-02",-4,-3,NA,9,4,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-03",1,-6,NA,12,8,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-04",2,-2,NA,10,6,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-05",12,-2,NA,6,7,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-06",8,-3,NA,9,4,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-07",11,-2,NA,4,4,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-08",16,1,NA,NA,6,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-09",5,-2,NA,11,4,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-10",9,-4,NA,19,7,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-11",9,0,NA,10,7,NA
"KE","Kenya","Trans-Nzoia County","","","KE_42",NA,"2020-03-12",15,-1,NA,11,9,NA
