"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-15",5,3,56,19,0,-2
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-16",3,9,19,2,-2,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-17",5,2,-10,-1,-19,2
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-18",1,-3,-27,-6,-19,3
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-19",4,3,23,4,-19,1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-20",3,0,1,6,-21,3
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-21",-1,-5,0,-2,-24,4
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-22",-7,-3,-2,9,-7,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-23",-4,6,-6,12,-4,-1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-24",-1,2,-14,7,0,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-25",3,6,7,10,0,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-26",0,5,22,6,1,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-27",5,7,20,11,1,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-28",5,2,7,8,0,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-02-29",2,5,36,12,-1,-1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-01",10,14,18,17,3,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-02",0,6,-8,4,1,1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-03",2,6,24,11,0,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-04",2,6,31,12,-1,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-05",0,6,24,12,0,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-06",4,4,27,10,-1,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-07",-1,4,66,20,-2,-1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-08",16,14,20,5,2,0
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-09",-5,5,-18,1,1,1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-10",-1,5,-6,4,0,1
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-11",-7,9,-6,-1,0,2
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-12",-4,57,-22,-4,-5,4
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-13",-33,1,-13,-29,-30,13
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-14",-47,-8,26,-25,-20,7
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-15",-68,-38,-16,-40,-20,NA
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-16",-36,-4,26,-35,-38,14
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-17",-46,-16,-40,-48,-44,18
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-18",-50,-17,-31,-52,-44,19
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-19",-44,-11,13,-46,-44,18
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-20",-43,-15,20,-52,-45,19
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-21",-50,-9,147,-26,-30,6
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-22",-61,-29,22,-55,-28,NA
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-23",-38,-12,9,-44,-43,16
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-24",-43,-13,-28,-48,-45,18
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-25",-45,-11,-9,-47,-44,18
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-26",-41,-7,59,-40,-44,16
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-27",-40,-11,6,-51,-43,18
"NO","Norway","Møre og Romsdal","","","NO_15",NA,"2020-03-28",-47,-10,-6,-53,-28,10
