"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"UG","Uganda","","","","",NA,"2020-02-15",5,2,-2,4,7,1
"UG","Uganda","","","","",NA,"2020-02-16",2,1,-4,2,4,1
"UG","Uganda","","","","",NA,"2020-02-17",1,-2,-4,1,9,0
"UG","Uganda","","","","",NA,"2020-02-18",0,-2,-5,-1,9,-1
"UG","Uganda","","","","",NA,"2020-02-19",-4,-6,-6,0,7,-1
"UG","Uganda","","","","",NA,"2020-02-20",-1,-3,-2,-1,7,0
"UG","Uganda","","","","",NA,"2020-02-21",-2,-2,-9,-1,12,-1
"UG","Uganda","","","","",NA,"2020-02-22",2,-1,-3,-2,8,1
"UG","Uganda","","","","",NA,"2020-02-23",0,0,-8,-2,5,1
"UG","Uganda","","","","",NA,"2020-02-24",-3,-3,-4,-4,10,0
"UG","Uganda","","","","",NA,"2020-02-25",1,-2,-6,-3,10,0
"UG","Uganda","","","","",NA,"2020-02-26",-4,-4,-7,-2,8,-1
"UG","Uganda","","","","",NA,"2020-02-27",0,0,-7,1,8,-1
"UG","Uganda","","","","",NA,"2020-02-28",0,0,-8,0,10,0
"UG","Uganda","","","","",NA,"2020-02-29",5,4,-5,3,9,0
"UG","Uganda","","","","",NA,"2020-03-01",4,3,-7,4,7,0
"UG","Uganda","","","","",NA,"2020-03-02",4,0,-5,-1,12,0
"UG","Uganda","","","","",NA,"2020-03-03",1,0,-7,-3,12,0
"UG","Uganda","","","","",NA,"2020-03-04",0,-2,-6,1,10,0
"UG","Uganda","","","","",NA,"2020-03-05",4,3,-5,2,10,-1
"UG","Uganda","","","","",NA,"2020-03-06",4,4,-4,1,14,-1
"UG","Uganda","","","","",NA,"2020-03-07",8,5,-1,3,10,0
"UG","Uganda","","","","",NA,"2020-03-08",7,4,-6,1,7,0
"UG","Uganda","","","","",NA,"2020-03-09",0,-1,-5,-4,10,1
"UG","Uganda","","","","",NA,"2020-03-10",2,3,-4,-1,12,-1
"UG","Uganda","","","","",NA,"2020-03-11",-1,0,-5,0,10,0
"UG","Uganda","","","","",NA,"2020-03-12",1,2,-1,-1,9,-1
"UG","Uganda","","","","",NA,"2020-03-13",0,3,-4,-1,13,0
"UG","Uganda","","","","",NA,"2020-03-14",3,5,-5,-1,9,1
"UG","Uganda","","","","",NA,"2020-03-15",-1,1,-10,-5,5,1
"UG","Uganda","","","","",NA,"2020-03-16",-8,-8,-8,-11,5,3
"UG","Uganda","","","","",NA,"2020-03-17",0,3,-7,-6,11,-1
"UG","Uganda","","","","",NA,"2020-03-18",-3,2,-8,-4,9,0
"UG","Uganda","","","","",NA,"2020-03-19",-2,9,-3,-2,6,0
"UG","Uganda","","","","",NA,"2020-03-20",-9,7,-8,0,3,1
"UG","Uganda","","","","",NA,"2020-03-21",-11,2,-10,-7,3,5
"UG","Uganda","","","","",NA,"2020-03-22",-20,0,-11,-19,0,8
"UG","Uganda","","","","",NA,"2020-03-23",-16,-5,-8,-20,-4,8
"UG","Uganda","","","","",NA,"2020-03-24",-18,0,-9,-25,-10,9
"UG","Uganda","","","","",NA,"2020-03-25",-29,-16,-13,-31,-19,12
"UG","Uganda","","","","",NA,"2020-03-26",-41,-18,-7,-50,-38,17
"UG","Uganda","","","","",NA,"2020-03-27",-51,-34,-16,-59,-42,23
"UG","Uganda","","","","",NA,"2020-03-28",-47,-27,-12,-56,-35,19
"UG","Uganda","","","","",NA,"2020-03-29",-50,-36,-16,-59,-23,19
"UG","Uganda","","","","",NA,"2020-03-30",-46,-29,-9,-58,-44,22
"UG","Uganda","","","","",NA,"2020-03-31",-67,-52,-17,-68,-63,31
"UG","Uganda","","","","",NA,"2020-04-01",-70,-58,-19,-70,-65,33
"UG","Uganda","","","","",NA,"2020-04-02",-68,-56,-16,-70,-63,33
"UG","Uganda","","","","",NA,"2020-04-03",-70,-56,-20,-70,-61,34
"UG","Uganda","","","","",NA,"2020-04-04",-69,-58,-19,-70,-51,31
"UG","Uganda","","","","",NA,"2020-04-05",-64,-55,-20,-69,-31,24
"UG","Uganda","","","","",NA,"2020-04-06",-67,-55,-17,-71,-60,33
"UG","Uganda","","","","",NA,"2020-04-07",-67,-55,-18,-70,-59,31
"UG","Uganda","","","","",NA,"2020-04-08",-69,-57,-18,-70,-60,31
"UG","Uganda","","","","",NA,"2020-04-09",-69,-56,-19,-70,-61,32
"UG","Uganda","","","","",NA,"2020-04-10",-72,-58,-21,-72,-63,35
"UG","Uganda","","","","",NA,"2020-04-11",-68,-51,-20,-70,-49,30
"UG","Uganda","","","","",NA,"2020-04-12",-67,-56,-21,-71,-30,25
"UG","Uganda","","","","",NA,"2020-04-13",-73,-64,-20,-74,-67,37
"UG","Uganda","","","","",NA,"2020-04-14",-69,-58,-24,-72,-59,32
"UG","Uganda","","","","",NA,"2020-04-15",-67,-54,-22,-70,-58,31
"UG","Uganda","","","","",NA,"2020-04-16",-66,-53,-22,-70,-57,30
"UG","Uganda","","","","",NA,"2020-04-17",-68,-55,-24,-70,-55,32
"UG","Uganda","","","","",NA,"2020-04-18",-72,-60,-34,-76,-49,30
"UG","Uganda","","","","",NA,"2020-04-19",-67,-59,-34,-75,-27,24
"UG","Uganda","","","","",NA,"2020-04-20",-69,-59,-30,-75,-56,32
"UG","Uganda","","","","",NA,"2020-04-21",-67,-55,-32,-73,-55,30
"UG","Uganda","","","","",NA,"2020-04-22",-69,-59,-32,-74,-56,31
"UG","Uganda","","","","",NA,"2020-04-23",-69,-56,-30,-73,-56,30
"UG","Uganda","","","","",NA,"2020-04-24",-69,-55,-30,-73,-52,31
"UG","Uganda","","","","",NA,"2020-04-25",-69,-55,-31,-73,-44,29
"UG","Uganda","","","","",NA,"2020-04-26",-65,-55,-31,-73,-23,23
"UG","Uganda","","","","",NA,"2020-04-27",-67,-54,-30,-72,-53,31
"UG","Uganda","","","","",NA,"2020-04-28",-66,-53,-27,-72,-52,28
"UG","Uganda","","","","",NA,"2020-04-29",-67,-53,-29,-71,-53,30
"UG","Uganda","","","","",NA,"2020-04-30",-65,-51,-26,-71,-52,30
"UG","Uganda","","","","",NA,"2020-05-01",-70,-56,-29,-74,-56,32
"UG","Uganda","","","","",NA,"2020-05-02",-70,-57,-32,-75,-44,31
"UG","Uganda","","","","",NA,"2020-05-03",-66,-55,-31,-73,-19,23
"UG","Uganda","","","","",NA,"2020-05-04",-65,-54,-29,-73,-51,31
"UG","Uganda","","","","",NA,"2020-05-05",-65,-51,-29,-72,-50,30
"UG","Uganda","","","","",NA,"2020-05-06",-63,-48,-29,-68,-49,27
"UG","Uganda","","","","",NA,"2020-05-07",-63,-48,-28,-68,-49,27
"UG","Uganda","","","","",NA,"2020-05-08",-64,-47,-30,-69,-45,28
"UG","Uganda","","","","",NA,"2020-05-09",-64,-49,-31,-70,-36,25
"UG","Uganda","","","","",NA,"2020-05-10",-62,-49,-29,-69,-16,22
"UG","Uganda","","","","",NA,"2020-05-11",-61,-49,-28,-69,-45,28
"UG","Uganda","","","","",NA,"2020-05-12",-61,-48,-28,-68,-45,26
"UG","Uganda","","","","",NA,"2020-05-13",-62,-48,-29,-69,-45,25
"UG","Uganda","","","","",NA,"2020-05-14",-61,-46,-28,-68,-44,24
"UG","Uganda","","","","",NA,"2020-05-15",-62,-45,-30,-69,-42,27
"UG","Uganda","","","","",NA,"2020-05-16",-62,-47,-30,-69,-33,25
"UG","Uganda","","","","",NA,"2020-05-17",-60,-48,-30,-69,-11,20
"UG","Uganda","","","","",NA,"2020-05-18",-60,-48,-30,-70,-42,27
"UG","Uganda","","","","",NA,"2020-05-19",-60,-46,-30,-69,-42,26
"UG","Uganda","","","","",NA,"2020-05-20",-60,-47,-30,-67,-43,26
"UG","Uganda","","","","",NA,"2020-05-21",-60,-46,-28,-67,-43,26
"UG","Uganda","","","","",NA,"2020-05-22",-61,-45,-32,-69,-39,26
"UG","Uganda","","","","",NA,"2020-05-23",-61,-45,-29,-68,-29,24
"UG","Uganda","","","","",NA,"2020-05-24",-61,-47,-25,-67,-10,19
"UG","Uganda","","","","",NA,"2020-05-25",-59,-46,-26,-68,-40,26
"UG","Uganda","","","","",NA,"2020-05-26",-50,-37,-24,-64,-36,21
"UG","Uganda","","","","",NA,"2020-05-27",-51,-37,-25,-63,-36,22
"UG","Uganda","","","","",NA,"2020-05-28",-50,-35,-23,-63,-35,21
"UG","Uganda","","","","",NA,"2020-05-29",-51,-35,-24,-64,-32,22
"UG","Uganda","","","","",NA,"2020-05-30",-52,-35,-28,-65,-23,20
"UG","Uganda","","","","",NA,"2020-05-31",-52,-36,-24,-65,-3,16
"UG","Uganda","","","","",NA,"2020-06-01",-45,-33,-21,-62,-30,20
"UG","Uganda","","","","",NA,"2020-06-02",-46,-33,-22,-62,-30,20
"UG","Uganda","","","","",NA,"2020-06-03",-53,-36,-27,-63,-46,24
"UG","Uganda","","","","",NA,"2020-06-04",-43,-29,-16,-55,-30,18
"UG","Uganda","","","","",NA,"2020-06-05",-45,-28,-19,-56,-27,19
"UG","Uganda","","","","",NA,"2020-06-06",-47,-28,-25,-56,-19,18
"UG","Uganda","","","","",NA,"2020-06-07",-47,-29,-22,-56,1,15
"UG","Uganda","","","","",NA,"2020-06-08",-42,-31,-18,-56,-28,20
"UG","Uganda","","","","",NA,"2020-06-09",-45,-28,-24,-54,-41,21
"UG","Uganda","","","","",NA,"2020-06-10",-38,-25,-17,-50,-27,17
"UG","Uganda","","","","",NA,"2020-06-11",-38,-23,-14,-50,-28,17
"UG","Uganda","","","","",NA,"2020-06-12",-41,-24,-18,-51,-24,17
"UG","Uganda","","","","",NA,"2020-06-13",-43,-25,-23,-53,-16,16
"UG","Uganda","","","","",NA,"2020-06-14",-45,-27,-19,-54,3,15
"UG","Uganda","","","","",NA,"2020-06-15",-36,-25,-16,-48,-26,17
"UG","Uganda","","","","",NA,"2020-06-16",-37,-21,-16,-47,-25,16
"UG","Uganda","","","","",NA,"2020-06-17",-38,-22,-18,-47,-26,16
"UG","Uganda","","","","",NA,"2020-06-18",-38,-21,-18,-49,-26,16
"UG","Uganda","","","","",NA,"2020-06-19",-40,-23,-20,-51,-23,16
"UG","Uganda","","","","",NA,"2020-06-20",-40,-22,-21,-52,-13,15
"UG","Uganda","","","","",NA,"2020-06-21",-43,-26,-20,-53,3,14
"UG","Uganda","","","","",NA,"2020-06-22",-35,-23,-16,-49,-26,16
"UG","Uganda","","","","",NA,"2020-06-23",-34,-20,-16,-48,-27,15
"UG","Uganda","","","","",NA,"2020-06-24",-36,-22,-17,-47,-27,15
"UG","Uganda","","","","",NA,"2020-06-25",-34,-20,-17,-46,-27,15
"UG","Uganda","","","","",NA,"2020-06-26",-37,-21,-17,-48,-24,15
"UG","Uganda","","","","",NA,"2020-06-27",-36,-19,-19,-47,-16,13
"UG","Uganda","","","","",NA,"2020-06-28",-39,-23,-19,-51,-1,13
"UG","Uganda","","","","",NA,"2020-06-29",-32,-21,-13,-45,-24,14
"UG","Uganda","","","","",NA,"2020-06-30",-30,-19,-12,-44,-24,14
"UG","Uganda","","","","",NA,"2020-07-01",-32,-18,-17,-42,-24,14
"UG","Uganda","","","","",NA,"2020-07-02",-31,-17,-13,-41,-25,14
"UG","Uganda","","","","",NA,"2020-07-03",-33,-18,-14,-43,-22,14
"UG","Uganda","","","","",NA,"2020-07-04",-33,-17,-15,-44,-12,13
"UG","Uganda","","","","",NA,"2020-07-05",-36,-20,-17,-47,1,12
"UG","Uganda","","","","",NA,"2020-07-06",-33,-23,-14,-46,-27,17
"UG","Uganda","","","","",NA,"2020-07-07",-27,-16,-7,-41,-24,13
"UG","Uganda","","","","",NA,"2020-07-08",-31,-17,-11,-42,-23,13
"UG","Uganda","","","","",NA,"2020-07-09",-31,-15,-11,-42,-24,14
"UG","Uganda","","","","",NA,"2020-07-10",-32,-17,-10,-43,-21,13
"UG","Uganda","","","","",NA,"2020-07-11",-36,-21,-14,-45,-15,15
"UG","Uganda","","","","",NA,"2020-07-12",-34,-19,-12,-46,1,11
"UG","Uganda","","","","",NA,"2020-07-13",-27,-16,-7,-41,-22,13
"UG","Uganda","","","","",NA,"2020-07-14",-29,-16,-8,-44,-23,14
"UG","Uganda","","","","",NA,"2020-07-15",-29,-16,-11,-40,-22,13
"UG","Uganda","","","","",NA,"2020-07-16",-33,-19,-12,-42,-24,15
"UG","Uganda","","","","",NA,"2020-07-17",-32,-16,-10,-40,-21,13
"UG","Uganda","","","","",NA,"2020-07-18",-31,-15,-12,-40,-12,12
"UG","Uganda","","","","",NA,"2020-07-19",-35,-21,-15,-45,-1,10
"UG","Uganda","","","","",NA,"2020-07-20",-28,-17,-8,-38,-21,13
"UG","Uganda","","","","",NA,"2020-07-21",-29,-17,-7,-41,-21,13
"UG","Uganda","","","","",NA,"2020-07-22",-28,-17,-12,-37,-20,12
"UG","Uganda","","","","",NA,"2020-07-23",-28,-14,-12,-36,-20,12
"UG","Uganda","","","","",NA,"2020-07-24",-30,-17,-12,-38,-18,12
"UG","Uganda","","","","",NA,"2020-07-25",-27,-14,-12,-35,-10,11
"UG","Uganda","","","","",NA,"2020-07-26",-30,-15,-13,-42,2,10
"UG","Uganda","","","","",NA,"2020-07-27",-23,-13,-7,-34,-18,11
"UG","Uganda","","","","",NA,"2020-07-28",-23,-12,-10,-34,-18,11
"UG","Uganda","","","","",NA,"2020-07-29",-24,-12,-12,-32,-20,10
"UG","Uganda","","","","",NA,"2020-07-30",-19,-5,-7,-30,-21,9
"UG","Uganda","","","","",NA,"2020-07-31",-36,-19,-14,-43,-44,16
"UG","Uganda","","","","",NA,"2020-08-01",-24,-11,-7,-36,-11,10
"UG","Uganda","","","","",NA,"2020-08-02",-29,-11,-10,-40,0,10
"UG","Uganda","","","","",NA,"2020-08-03",-18,-8,-4,-32,-17,10
"UG","Uganda","","","","",NA,"2020-08-04",-18,-7,-4,-31,-17,10
"UG","Uganda","","","","",NA,"2020-08-05",-20,-7,-6,-32,-17,9
"UG","Uganda","","","","",NA,"2020-08-06",-19,-5,-2,-32,-17,9
"UG","Uganda","","","","",NA,"2020-08-07",-21,-7,-3,-32,-12,7
"UG","Uganda","","","","",NA,"2020-08-08",-20,-7,-5,-33,-5,8
"UG","Uganda","","","","",NA,"2020-08-09",-24,-7,-6,-37,4,7
"UG","Uganda","","","","",NA,"2020-08-10",-17,-8,-2,-31,-14,8
"UG","Uganda","","","","",NA,"2020-08-11",-17,-7,-2,-31,-15,7
"UG","Uganda","","","","",NA,"2020-08-12",-20,-11,-4,-34,-17,8
"UG","Uganda","","","","",NA,"2020-08-13",-19,-9,-2,-31,-17,6
"UG","Uganda","","","","",NA,"2020-08-14",-22,-9,-4,-35,-13,8
"UG","Uganda","","","","",NA,"2020-08-15",-18,-6,-2,-31,-5,6
"UG","Uganda","","","","",NA,"2020-08-16",-25,-8,-6,-38,2,7
"UG","Uganda","","","","",NA,"2020-08-17",-18,-8,-2,-32,-13,7
"UG","Uganda","","","","",NA,"2020-08-18",-19,-9,-4,-32,-12,7
"UG","Uganda","","","","",NA,"2020-08-19",-21,-10,-5,-31,-14,7
"UG","Uganda","","","","",NA,"2020-08-20",-22,-11,-5,-33,-15,8
"UG","Uganda","","","","",NA,"2020-08-21",-23,-11,-7,-35,-10,8
"UG","Uganda","","","","",NA,"2020-08-22",-22,-11,-7,-35,-4,9
