"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-15",2,6,4,NA,4,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-16",-4,-1,-2,NA,-4,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-17",-10,4,-4,NA,7,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-18",-3,4,-4,NA,10,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-19",16,6,21,NA,15,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-20",-2,2,3,NA,10,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-21",25,23,20,NA,11,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-22",58,43,69,NA,6,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-23",98,60,98,NA,12,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-24",48,40,147,NA,-16,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-25",13,-6,68,NA,-24,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-26",11,12,26,NA,12,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-27",-9,2,4,NA,13,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-28",7,11,9,NA,17,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-02-29",8,20,0,NA,4,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-01",1,17,-5,NA,-1,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-02",8,13,15,NA,26,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-03",13,16,13,NA,31,-1
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-04",18,17,20,NA,34,-3
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-05",4,8,-1,NA,34,-3
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-06",6,18,7,NA,36,-3
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-07",2,20,-4,NA,6,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-08",10,12,9,NA,8,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-09",6,6,8,NA,41,-3
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-10",8,7,7,NA,42,-2
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-11",5,-2,10,NA,38,-2
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-12",-9,-7,-5,NA,34,-2
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-13",-2,5,-1,NA,32,-3
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-14",-25,2,-36,NA,-4,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-15",-39,-19,-55,NA,-14,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-16",-23,-4,-24,NA,7,NA
"UY","Uruguay","Artigas Department","","","UY_AR",NA,"2020-03-17",-29,-15,-40,NA,4,NA
