"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"LB","Lebanon","","","","",NA,"2020-02-15",7,0,17,0,1,-2
"LB","Lebanon","","","","",NA,"2020-02-16",4,1,8,17,1,0
"LB","Lebanon","","","","",NA,"2020-02-17",-1,-2,0,10,1,-1
"LB","Lebanon","","","","",NA,"2020-02-18",5,0,3,2,2,0
"LB","Lebanon","","","","",NA,"2020-02-19",3,1,3,6,5,-1
"LB","Lebanon","","","","",NA,"2020-02-20",5,4,10,9,1,-1
"LB","Lebanon","","","","",NA,"2020-02-21",2,1,4,0,1,0
"LB","Lebanon","","","","",NA,"2020-02-22",-6,-2,-9,-7,-1,1
"LB","Lebanon","","","","",NA,"2020-02-23",-1,4,3,1,1,1
"LB","Lebanon","","","","",NA,"2020-02-24",-7,-4,-4,1,1,0
"LB","Lebanon","","","","",NA,"2020-02-25",-1,-2,-1,0,2,1
"LB","Lebanon","","","","",NA,"2020-02-26",1,0,5,3,4,-1
"LB","Lebanon","","","","",NA,"2020-02-27",4,1,12,-1,0,-1
"LB","Lebanon","","","","",NA,"2020-02-28",7,7,17,-2,3,-2
"LB","Lebanon","","","","",NA,"2020-02-29",-7,2,-10,-6,-4,2
"LB","Lebanon","","","","",NA,"2020-03-01",-3,7,3,-2,2,0
"LB","Lebanon","","","","",NA,"2020-03-02",-2,3,0,-6,-11,1
"LB","Lebanon","","","","",NA,"2020-03-03",7,7,9,-8,-10,1
"LB","Lebanon","","","","",NA,"2020-03-04",9,8,20,-6,-9,0
"LB","Lebanon","","","","",NA,"2020-03-05",9,9,27,-13,-11,0
"LB","Lebanon","","","","",NA,"2020-03-06",-12,-3,-6,-20,-11,4
"LB","Lebanon","","","","",NA,"2020-03-07",-10,4,11,-19,-4,1
"LB","Lebanon","","","","",NA,"2020-03-08",-6,3,30,-19,1,-1
"LB","Lebanon","","","","",NA,"2020-03-09",-8,1,5,-20,-14,1
"LB","Lebanon","","","","",NA,"2020-03-10",-8,3,-1,-21,-12,3
