"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-15",7,0,29,10,2,-3
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-16",14,8,5,18,2,-4
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-17",1,-1,14,7,4,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-18",1,1,13,7,5,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-19",2,0,12,3,6,0
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-20",3,-1,16,8,4,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-21",2,1,21,12,4,-2
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-22",5,0,40,18,6,-2
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-23",19,13,18,18,6,-4
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-24",3,2,23,12,5,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-25",2,6,16,7,6,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-26",5,7,21,11,6,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-27",23,28,35,30,2,-6
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-28",-17,-69,63,-15,-64,6
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-02-29",-6,6,16,-3,-8,0
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-01",11,5,3,14,2,-6
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-02",0,5,-7,5,-14,2
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-03",-1,4,4,5,5,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-04",2,3,15,7,1,1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-05",0,2,3,9,4,0
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-06",3,2,16,7,1,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-07",3,1,35,12,4,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-08",17,5,11,30,5,-3
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-09",0,0,12,7,6,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-10",1,11,14,5,5,-1
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-11",-1,14,10,1,5,0
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-12",-7,26,5,-3,3,0
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-13",-30,34,-21,-21,-5,4
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-14",-65,-11,-47,-46,-25,12
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-15",-87,-52,-75,-72,-47,15
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-16",-78,-34,-65,-70,-47,19
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-17",-83,-45,-68,-76,-55,22
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-18",-83,-46,-67,-79,-56,24
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-19",-84,-50,-67,-79,-60,24
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-20",-87,-48,-72,-81,-61,29
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-21",-92,-57,-84,-85,-62,27
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-22",-94,-78,-88,-89,-66,22
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-23",-85,-51,-70,-80,-62,25
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-24",-86,-55,-71,-82,-64,26
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-25",-86,-56,-70,-82,-64,26
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-26",-87,-57,-70,-82,-66,27
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-27",-88,-54,-73,-83,-65,31
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-28",-92,-60,-78,-85,-62,26
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-29",-94,-80,-84,-89,-63,21
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-30",-88,-58,-71,-82,-70,27
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-03-31",-92,-58,-79,-83,-72,29
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-01",-92,-55,-76,-83,-71,29
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-02",-92,-55,-77,-84,-72,30
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-03",-89,-52,-75,-85,-71,33
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-04",-92,-58,-80,-86,-63,27
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-05",-94,-77,-85,-90,-65,22
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-06",-86,-52,-70,-82,-71,27
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-07",-87,-42,-68,-81,-71,27
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-08",-85,-31,-67,-81,-71,26
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-09",-93,-82,-76,-90,-86,33
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-10",-96,-93,-83,-92,-88,41
"ES","Spain","Andalusia","Córdoba","","ES_CO",NA,"2020-04-11",-91,-50,-78,-84,-62,26
