"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-15",18,8,44,8,4,-2
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-16",14,11,5,7,5,-1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-17",13,4,26,5,-2,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-18",14,6,20,3,1,1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-19",11,5,9,-4,0,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-20",5,4,17,-1,0,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-21",2,3,-7,2,0,1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-22",6,4,-1,2,5,-1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-23",-5,2,-43,-1,3,-1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-24",2,-5,8,-8,-19,2
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-25",0,-1,-13,-9,-16,2
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-26",-3,0,-13,-19,-17,2
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-27",-3,3,9,-10,-18,1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-28",-12,-4,-18,-11,-19,4
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-02-29",-5,-1,-20,-3,4,-1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-01",9,9,-3,5,6,-1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-02",4,3,-3,1,4,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-03",5,2,-4,4,3,1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-04",4,1,5,-3,2,1
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-05",5,-1,24,4,2,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-06",-1,0,-4,-4,5,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-07",3,5,-20,0,7,0
"CZ","Czechia","Moravian-Silesian Region","Frýdek-Místek District","","CZ_802",NA,"2020-03-08",11,19,-11,1,8,0
