"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-15",18,3,30,2,2,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-16",26,7,25,9,5,-2
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-17",6,2,16,9,0,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-18",2,2,-15,10,1,1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-19",4,3,11,7,1,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-20",6,1,15,10,0,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-21",6,3,6,6,1,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-22",22,4,74,8,3,-2
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-23",23,7,35,9,4,-2
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-24",5,8,16,6,0,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-25",6,17,36,9,2,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-26",-8,5,-32,0,0,2
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-27",0,-1,-8,4,0,1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-28",-1,-1,-7,-1,1,1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-02-29",-2,1,1,-1,1,1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-01",-9,-1,-33,0,1,2
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-02",3,3,20,11,2,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-03",0,-1,4,12,3,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-04",0,2,-2,9,3,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-05",5,2,21,7,3,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-06",3,4,-11,0,3,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-07",3,3,6,-2,3,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-08",15,15,21,1,2,-3
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-09",4,3,4,5,2,0
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-10",5,8,28,9,3,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-11",6,14,36,7,3,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-12",5,30,23,2,2,-1
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-13",-4,32,-24,-11,1,3
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-14",-14,2,9,-15,-2,5
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-15",-20,1,5,-17,-6,4
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-16",-14,25,NA,-29,-23,10
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-17",-20,2,NA,-28,-29,12
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-18",-20,14,23,-34,-32,13
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-19",-55,-12,18,-41,-40,17
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-20",-62,-18,15,-48,-44,20
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-21",-72,-27,-33,-51,-40,15
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-22",-77,-50,-64,-54,-46,12
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-23",-68,-33,-55,-69,-58,26
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-24",-78,-45,-64,-73,-64,30
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-25",-77,-44,-64,-73,-64,31
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-26",-77,-47,-68,-75,-65,32
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-27",-76,-46,-55,-73,-63,32
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-28",-80,-55,-52,-70,-54,20
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-29",-85,-59,-64,-72,-53,15
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-30",-73,-44,-53,-75,-62,29
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-03-31",-72,-42,-42,-72,-61,28
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-01",-71,-39,-38,-69,-60,27
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-02",-69,-42,-24,-68,-60,27
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-03",-69,-36,-32,-70,-59,28
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-04",-74,-43,-39,-61,-50,17
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-05",-79,-44,-42,-63,-50,13
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-06",-64,-33,-10,-67,-58,24
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-07",-62,-27,-4,-62,-58,24
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-08",-62,-21,-7,-64,-57,23
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-09",-56,-7,-8,-62,-56,23
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-10",-61,-9,-8,-67,-61,28
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-11",-71,-37,-18,-62,-55,18
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-12",-90,-95,-43,-72,-56,NA
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-13",-87,-82,NA,-76,-90,35
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-14",-68,-34,-36,-69,-56,25
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-15",-61,-26,-5,-63,-55,23
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-16",-59,-30,0,-63,-54,22
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-17",-60,-26,0,-63,-54,23
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-18",-64,-33,9,-50,-39,12
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-19",-74,-32,-10,-56,-37,10
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-20",-59,-29,-1,-65,-53,21
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-21",-58,-26,6,-60,-52,21
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-22",-56,-25,27,-60,-51,20
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-23",-55,-29,18,-59,-51,20
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-24",-58,-26,18,-61,-50,21
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-25",-58,-25,45,-50,-37,10
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-26",-68,-30,18,-50,-34,7
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-27",-47,-21,NA,-59,-46,17
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-28",-48,-21,31,-54,-45,16
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-29",-52,-13,-20,-63,-45,18
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-04-30",-39,14,28,-53,-45,15
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-01",-86,-93,4,-78,-86,33
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-02",-52,-4,6,-51,-36,10
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-03",-73,-88,15,-53,-35,7
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-04",-39,-7,NA,-51,-39,14
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-05",-46,-11,5,-53,-39,15
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-06",-42,-11,49,-51,-38,14
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-07",-40,-11,52,-48,-37,14
"HR","Croatia","Zagreb County","","","HR_01",NA,"2020-05-08",-41,-2,42,-51,-36,14
