"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-15",3,-1,34,7,0,-1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-16",-2,1,8,5,-2,-1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-17",0,2,9,7,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-18",-5,-2,-14,-2,2,1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-19",1,1,10,3,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-20",1,0,14,8,2,-1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-21",1,1,15,5,-2,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-22",1,1,44,18,2,-1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-23",-1,5,21,16,0,-2
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-24",1,2,20,8,1,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-25",1,4,25,9,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-26",0,4,20,5,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-27",1,5,17,8,2,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-28",4,5,24,7,3,-1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-02-29",5,3,42,14,2,-2
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-01",1,-1,13,8,2,-1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-02",-4,0,-11,3,2,1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-03",0,5,6,3,4,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-04",2,4,18,4,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-05",1,4,11,6,2,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-06",0,2,2,2,0,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-07",0,0,28,5,2,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-08",1,-1,25,11,3,-2
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-09",-1,3,12,6,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-10",-1,11,17,3,3,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-11",-1,13,23,0,2,0
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-12",-7,22,10,-5,0,1
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-13",-25,35,-15,-23,-7,4
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-14",-72,-13,-45,-43,-33,15
"ES","Spain","Valencian Community","Alicante","","ES_A",NA,"2020-03-15",-89,-65,-79,-62,-50,17
