"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-15",1,NA,-2,NA,6,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-16",-3,NA,1,NA,-5,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-17",3,NA,-7,NA,5,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-18",-4,NA,-5,NA,7,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-19",-2,NA,-11,NA,5,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-20",-3,NA,-7,NA,7,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-21",4,NA,-2,NA,16,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-22",2,NA,-6,NA,5,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-23",NA,NA,-5,NA,-1,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-24",-4,NA,-10,NA,9,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-25",4,NA,-4,NA,8,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-26",-8,NA,-5,NA,9,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-27",-3,NA,-6,NA,6,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-28",1,NA,-13,NA,16,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-02-29",4,NA,-18,NA,5,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-01",NA,NA,-11,NA,2,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-02",-5,NA,-6,NA,9,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-03",-3,NA,-7,NA,9,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-04",-7,NA,-5,NA,10,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-05",-5,NA,-10,NA,9,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-06",-1,NA,-9,NA,15,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-07",-1,NA,-18,NA,2,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-08",-6,NA,-10,NA,-2,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-09",-3,NA,-6,NA,7,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-10",-5,NA,-3,NA,6,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-11",-8,NA,-3,NA,11,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-12",-7,NA,-7,NA,-7,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-13",-2,NA,-9,NA,1,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-14",-11,NA,-18,NA,-1,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-15",-16,NA,-21,NA,-7,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-16",-7,NA,-13,NA,-12,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-17",-17,NA,-8,NA,-14,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-18",-23,NA,-19,NA,-19,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-19",-32,NA,-26,NA,-28,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-20",-38,NA,-33,NA,-31,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-21",-44,NA,-47,-72,-28,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-22",-73,NA,-63,NA,-49,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-23",-66,NA,-53,NA,-57,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-24",-72,NA,-50,NA,-61,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-25",-68,NA,-55,NA,-62,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-26",-68,NA,-52,NA,-60,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-27",-64,NA,-51,NA,-55,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-28",-69,NA,-62,NA,-46,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-29",-72,NA,-65,NA,-47,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-30",-58,NA,-43,NA,-55,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-03-31",-59,NA,-45,NA,-55,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-01",-60,NA,-47,NA,-53,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-02",-60,NA,-49,NA,-56,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-03",-62,NA,-52,-75,-47,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-04",-64,NA,-59,-75,-44,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-05",-68,NA,-61,NA,-40,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-06",-56,NA,-47,NA,-54,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-07",-62,NA,-51,NA,-57,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-08",-63,NA,-52,NA,-57,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-09",-65,NA,-46,NA,-60,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-10",-77,NA,-60,-78,-63,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-11",-78,NA,-67,-84,-56,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-12",-71,NA,-66,NA,-44,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-13",-56,NA,-54,NA,-54,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-14",-64,NA,-47,NA,-53,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-15",-59,NA,-53,NA,-52,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-16",-60,NA,-50,NA,-51,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-17",-59,NA,-52,-77,-47,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-18",-67,NA,-61,-77,-43,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-19",-73,NA,-68,NA,-44,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-20",-57,NA,-49,NA,-51,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-21",-59,NA,-50,NA,-51,NA
"SV","El Salvador","Chalatenango Department","","","SV_CH",NA,"2020-04-22",-64,NA,-53,NA,-51,NA
