"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-15",52,20,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-17",6,6,NA,-5,1,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-18",18,11,NA,NA,-4,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-19",11,7,NA,-6,-3,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-20",16,11,NA,NA,-2,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-21",20,16,NA,NA,1,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-22",28,4,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-24",12,7,NA,-50,-22,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-25",-7,-2,NA,-45,-24,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-26",-19,-7,NA,-62,-22,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-27",-4,-1,NA,-47,-22,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-28",-5,1,NA,-52,-17,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-02-29",-14,-6,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-02",0,1,NA,-6,2,0
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-03",-6,-4,NA,-1,1,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-04",-3,-6,NA,-1,2,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-05",-3,-3,NA,NA,2,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-06",-4,1,NA,-3,5,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-07",-4,2,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-09",-6,-5,NA,-11,-1,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-10",-7,0,NA,-7,1,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-11",-5,-4,NA,-2,0,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-12",-4,21,NA,-9,-4,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-13",-31,7,NA,-36,-4,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-14",-51,-31,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-15",-64,NA,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-16",-73,-43,NA,-72,-44,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-17",-80,-54,NA,NA,-51,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-18",-78,-52,NA,NA,-54,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-19",-79,-55,NA,NA,-55,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-20",-81,-55,NA,NA,-55,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-21",-84,-62,NA,NA,NA,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-23",-74,-46,NA,NA,-58,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-24",-78,-52,NA,NA,-60,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-25",-78,-51,NA,NA,-59,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-26",-81,-55,NA,NA,-58,NA
"SI","Slovenia","Ptuj","City Municipality of Ptuj","","SI_096",NA,"2020-03-27",-78,-52,NA,NA,-55,NA
