"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-23",0.0114620478858889,0,0,0,0.0114620478858889,0,0
"2020-03-24",0.017913593256059,0,0,0,0.017913593256059,0,0
"2020-03-25",0.0162523900573614,0,0,0,0.0162523900573614,0,0
"2020-03-26",0.0162523900573614,0,0,0,0.0162523900573614,0,0
"2020-03-27",0.0183406113537118,0,0,0,0.0183406113537118,0,0
"2020-03-28",0.0183406113537118,0,0,0,0.0183406113537118,0,0
"2020-03-29",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-03-30",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-03-31",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-01",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-02",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-03",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-04",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-05",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-06",0.0195918367346939,0,0,0,0.0195918367346939,0,0
"2020-04-07",0.0220532319391635,0,0,0,0.0220532319391635,0,0
"2020-04-08",0.0219931271477663,0,0,0,0.0219931271477663,0,0
"2020-04-09",0.022508038585209,0,0,0,0.022508038585209,0,0
"2020-04-10",0.0218289085545723,0,0,0,0.0218289085545723,0,0
"2020-04-11",0.0218712029161604,0,0,0,0.0218712029161604,0,0
"2020-04-12",0.0265742345465049,0,0,0,0.0265742345465049,0,0
"2020-04-13",0.0265742345465049,0,0,0,0.0265742345465049,0,0
"2020-04-14",0.0265742345465049,0,0,0,0.0265742345465049,0,0
"2020-04-15",0.0265742345465049,0,0,0,0.0265742345465049,0,0
"2020-04-16",0.0265742345465049,0,0,0,0.0265742345465049,0,0
"2020-04-17",0.0265742345465049,0,0,0,0.0273156119657348,0,0
"2020-04-18",0.0265742345465049,0,0,0,0.0276871683855713,0,0
"2020-04-19",0.0265742345465049,0,0,0,0.0279977565456543,0,0
"2020-04-20",0.0265742345465049,0,0,0,0.0282487358158052,0,0
"2020-04-21",0.0265742345465049,0,0,0,0.0283842997332787,0,0
"2020-04-22",0.0265742345465049,0,0,0,0.028537371560472,0,0
"2020-04-23",0.0265742345465049,0,0,0,0.0286628765236752,0,0
"2020-04-24",0.0265742345465049,0,0,0,0.0287661701869261,0,0
"2020-04-25",0.0265742345465049,0,0,0,0.0288517298910131,0,0
"2020-04-26",0.0265742345465049,0,0,0,0.0289227236099556,0,0
"2020-04-27",0.0303390838786437,0,0,0,0.0294919635636029,0,0
"2020-04-28",0.0303390838786437,0,0,0,0.0299983717638208,0,0
"2020-04-29",0.0303390838786437,0,0,0,0.0304438117010791,0,0
"2020-04-30",0.0314430095451993,0,0,0,0.0309869983253396,0,0
"2020-05-01",0.0314430095451993,0,0,0,0.0314650028411829,0,0
"2020-05-02",0.0314430095451993,0,0,0,0.0318816907183107,0,0
"2020-05-03",0.0314430095451993,0,0,0,0.032261686515425,0,0
"2020-05-04",0.0314430095451993,0,0,0,0.0325605810309601,0,0
"2020-05-05",0.0314430095451993,0,0,0,0.0328224101851287,0,0
"2020-05-06",0.0314430095451993,0,0,0,0.0330483461021786,0,0
"2020-05-07",0.0314430095451993,0,0,0,0.033242185991335,0,0
"2020-05-08",0.0314430095451993,0,0,0,0.0334083056404092,0,0
"2020-05-09",0.0314430095451993,0,0,0,0.0335509071847716,0,0
"2020-05-10",0.0314430095451993,0,0,0,0.0336737104229343,0,0
"2020-05-11",0.0314430095451993,0,0,0,0.0337903766049178,0,0
"2020-05-12",0.0314430095451993,0,0,0,0.0338871555102641,0,0
"2020-05-13",0.0314430095451993,0,0,0,0.0339732365046464,0,0
"2020-05-14",0.0314430095451993,0,0,0,0.0340503255772423,0,0
"2020-05-15",0.0314430095451993,0,0,0,0.0325159137981188,0,0
"2020-05-16",0.0314430095451993,0,0,0,0.0325434909398128,0,0
"2020-05-17",0.0314430095451993,0,0,0,0.032569977262979,0,0
"2020-05-18",0.0314430095451993,0,0,0,0.0325961818972036,0,0
"2020-05-19",0.0314430095451993,0,0,0,0.0326177017370463,0,0
"2020-05-20",0.0314430095451993,0,0,0,0.0326311516400101,0,0
