"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-17","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-18","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-19","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-20","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-21","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-22","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-23","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-24","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-25","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-26","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-27","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-28","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-29","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-04-30","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-01","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-02","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-03","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-04","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-05","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-06","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-07","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-08","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-09","BR","BRPB",3972202,0,0,0,0,0,0,0,0
"2020-05-10","BR","BRPB",3972202,0,0,0,0,0,0,0,0
