"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-17","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-18","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-19","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-20","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-21","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-22","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-23","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-24","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-25","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-26","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-27","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-28","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-29","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-04-30","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-01","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-02","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-03","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-04","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-05","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-06","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-07","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-08","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-09","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-10","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-11","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-12","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-13","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-14","BR","BRSP",44396484,0,0,0,0,0,0,0,0
"2020-05-15","BR","BRSP",44396484,0.00468384074941452,0.00242718446601942,NA,0.00124378109452736,0.00468384074941452,NA,0.00242718446601942,0.00124378109452736
"2020-05-16","BR","BRSP",44396484,0.0097048119692681,0.00188590287600189,NA,0.00142382534409112,0.0097048119692681,NA,0.00188590287600189,0.00142382534409112
"2020-05-17","BR","BRSP",44396484,0.0137931034482759,0.00332383665716999,NA,0.00191570881226054,0.0137931034482759,NA,0.00332383665716999,0.00191570881226054
"2020-05-18","BR","BRSP",44396484,0.015096065873742,0.00354969574036511,NA,0.0045135406218656,0.015096065873742,NA,0.00354969574036511,0.0045135406218656
"2020-05-19","BR","BRSP",44396484,0.0146386093321134,0.00354969574036511,NA,0.0045135406218656,0.0146386093321134,NA,0.00354969574036511,0.0045135406218656
"2020-05-20","BR","BRSP",44396484,0.0158102766798419,0.00206611570247934,NA,0.00529500756429652,0.0158102766798419,NA,0.00206611570247934,0.00529500756429652
"2020-05-21","BR","BRSP",44396484,0.0118174409127954,0.000947418285172904,NA,0.000504795557799091,0.0118174409127954,NA,0.000947418285172904,0.000504795557799091
"2020-05-22","BR","BRSP",44396484,0.0101232394366197,0.00178970917225951,NA,0.00134228187919463,0.0101232394366197,NA,0.00178970917225951,0.00134228187919463
"2020-05-23","BR","BRSP",44396484,0.0136088709677419,0.00305498981670061,NA,0.00305498981670061,0.0136088709677419,NA,0.00305498981670061,0.00305498981670061
"2020-05-24","BR","BRSP",44396484,0.0137614678899083,0.00257466529351184,NA,0.00257466529351184,0.0137614678899083,NA,0.00257466529351184,0.00257466529351184
"2020-05-25","BR","BRSP",44396484,0.0111265646731572,0.00196367206676485,NA,0.00233972859148339,0.0111265646731572,NA,0.00196367206676485,0.00233972859148339
"2020-05-26","BR","BRSP",44396484,0.012921089063221,0.0019351717464925,NA,0.00184586986617443,0.012921089063221,NA,0.0019351717464925,0.00184586986617443
"2020-05-27","BR","BRSP",44396484,0.0120859444941808,0.00187441424554827,NA,0.00134288272157565,0.0120859444941808,NA,0.00187441424554827,0.00134288272157565
"2020-05-28","BR","BRSP",44396484,0.0120859444941808,0.0017905102954342,NA,0.00134288272157565,0.0120859444941808,NA,0.0017905102954342,0.00134288272157565
"2020-05-29","BR","BRSP",44396484,0.0125335720680394,0.00187441424554827,NA,0.00134288272157565,0.0125335720680394,NA,0.00187441424554827,0.00134288272157565
"2020-05-30","BR","BRSP",44396484,0.0125335720680394,0.00187441424554827,NA,0.00134288272157565,0.0125335720680394,NA,0.00187441424554827,0.00134288272157565
"2020-05-31","BR","BRSP",44396484,0.0125335720680394,0.00187441424554827,NA,0.00134288272157565,0.0125335720680394,NA,0.00187441424554827,0.00134288272157565
"2020-06-01","BR","BRSP",44396484,0.0125335720680394,0.0017905102954342,NA,0.00134288272157565,0.0125335720680394,NA,0.0017905102954342,0.00134288272157565
"2020-06-02","BR","BRSP",44396484,0.0127041742286751,0.00183150183150183,NA,0.00137362637362637,0.0127041742286751,NA,0.00183150183150183,0.00137362637362637
"2020-06-03","BR","BRSP",44396484,0.0124168514412417,0.00134228187919463,NA,0.00134228187919463,0.0124168514412417,NA,0.00134228187919463,0.00134228187919463
"2020-06-04","BR","BRSP",44396484,0.012691466083151,0.00175054704595186,NA,0.00131291028446389,0.012691466083151,NA,0.00175054704595186,0.00131291028446389
"2020-06-05","BR","BRSP",44396484,0.012691466083151,0.00175054704595186,NA,0.00175054704595186,0.012691466083151,NA,0.00175054704595186,0.00175054704595186
"2020-06-06","BR","BRSP",44396484,0.0154307758251179,0.00214316330904415,NA,0.00214316330904415,0.0154307758251179,NA,0.00214316330904415,0.00214316330904415
"2020-06-07","BR","BRSP",44396484,0.0162880411487355,0.00300042863266181,NA,0.00214316330904415,0.0162880411487355,NA,0.00300042863266181,0.00214316330904415
"2020-06-08","BR","BRSP",44396484,0.0158594084869267,0.00300042863266181,NA,0.00214316330904415,0.0158594084869267,NA,0.00300042863266181,0.00214316330904415
"2020-06-09","BR","BRSP",44396484,0.0199700449326011,0.00349825087456272,0.0025974025974026,0.00199900049975012,0.0155616269451788,0.0025974025974026,0.00349796484948141,0.00205910360638838
"2020-06-10","BR","BRSP",44396484,0.0248847926267281,0.00322878228782288,0.00212992545260916,0.0018450184501845,0.0175499521802763,0.00212992545260916,0.00323066876805034,0.00186830397671054
"2020-06-11","BR","BRSP",44396484,0.0214285714285714,0.00315599639314698,0.00173460537727667,0.00135256988277728,0.0187679848958078,0.00173460537727667,0.00314069872380217,0.00144469714012719
"2020-06-12","BR","BRSP",44396484,0.0429951690821256,0.0048828125,0.00684540787221905,0.00439453125,0.0429729802472473,0.00684540787221905,0.00485475316468881,0.00438985098035317
"2020-06-13","BR","BRSP",44396484,0.0430622009569378,0.00483558994197292,0.00647598488936859,0.00435203094777563,0.045041668031785,0.00647598488936859,0.00491827314982337,0.00459230318270145
"2020-06-14","BR","BRSP",44396484,0.0430622009569378,0.00483558994197292,0.00647598488936859,0.00435203094777563,0.0461443582632158,0.00647598488936859,0.00480045362747509,0.00448698400465065
"2020-06-15","BR","BRSP",44396484,0.0406578346276839,0.00461467466543609,0.00584510472479299,0.00415320719889248,0.0434112471814124,0.00584510472479299,0.00461852347684438,0.00417681508068337
"2020-06-16","BR","BRSP",44396484,0.0401922236784622,0.00441111601235112,0.00532623169107856,0.00397000441111601,0.0423521107840046,0.00532623169107856,0.00441727470774815,0.003945482502739
"2020-06-17","BR","BRSP",44396484,0.0393013100436681,0.00352733686067019,0.00532623169107856,0.00399467376830892,0.0431952804796807,0.00532623169107856,0.00352767920750444,0.00395539515008681
"2020-06-18","BR","BRSP",44396484,0.0393013100436681,0.00355082112738571,0.00532623169107856,0.00399467376830892,0.041395240997754,0.00532623169107856,0.00354089017058793,0.00399692334214804
"2020-06-19","BR","BRSP",44396484,0.04,0.00389105058365759,0.00562040639861652,0.00432338953739732,0.0414473882628662,0.00562040639861652,0.00390515295202468,0.0042938892728983
"2020-06-20","BR","BRSP",44396484,0.04,0.00389105058365759,0.00562040639861652,0.00432338953739732,0.0410206714771757,0.00562040639861652,0.00393062698414887,0.00435323159184874
"2020-06-21","BR","BRSP",44396484,0.0404083368779243,0.00388936905790838,0.00605012964563526,0.00432152117545376,0.0418333975867419,0.00605012964563526,0.00387346430586172,0.00432661176842531
"2020-06-22","BR","BRSP",44396484,0.0404083368779243,0.00388936905790838,0.00605012964563526,0.00432152117545376,0.0419063744448309,0.00605012964563526,0.00387456531823208,0.00431536273788464
"2020-06-23","BR","BRSP",44396484,0.0369950924877312,0.00344299923488906,0.0053557765876052,0.00382555470543229,0.0413939596815615,0.0053557765876052,0.00348660265855532,0.00389092714609612
"2020-06-24","BR","BRSP",44396484,0.0369950924877312,0.00344299923488906,0.0053557765876052,0.00382555470543229,0.0409313894589572,0.0053557765876052,0.00340201672995289,0.00377058841332264
"2020-06-25","BR","BRSP",44396484,0.0369950924877312,0.00344299923488906,0.0053557765876052,0.00382555470543229,0.0405015636137395,0.0053557765876052,0.00343685560363112,0.00378969603265537
"2020-06-26","BR","BRSP",44396484,0.0373725934314836,0.00344299923488906,0.00573833205814843,0.00382555470543229,0.0399168847730441,0.00573833205814843,0.00345306518869797,0.00382475089286523
"2020-06-27","BR","BRSP",44396484,0.0373725934314836,0.00344299923488906,0.00573833205814843,0.00382555470543229,0.0395281261567875,0.00573833205814843,0.00344426433750058,0.00383332055305645
"2020-06-28","BR","BRSP",44396484,0.0387596899224806,0.0037397157816006,0.00635751682872102,0.00411368735976066,0.0396860344917659,0.00635751682872102,0.00372421261443301,0.00407459283603204
"2020-06-29","BR","BRSP",44396484,0.0387596899224806,0.0037397157816006,0.00635751682872102,0.00411368735976066,0.039633176055878,0.00635751682872102,0.00375569694774027,0.00414330085366527
"2020-06-30","BR","BRSP",44396484,0.0387596899224806,0.0037397157816006,0.00635751682872102,0.00411368735976066,0.0394327985909426,0.00635751682872102,0.00374240197301865,0.00413078548831298
"2020-07-01","BR","BRSP",44396484,0.0387596899224806,0.0037397157816006,0.00635751682872102,0.00411368735976066,0.0394911244604017,0.00635751682872102,0.00373471518574216,0.00410653828113069
"2020-07-02","BR","BRSP",44396484,0.0387596899224806,0.0037397157816006,0.00635751682872102,0.00411368735976066,0.0395421655386245,0.00635751682872102,0.0037371523077009,0.00410619893076532
"2020-07-03","BR","BRSP",44396484,0.0387596899224806,0.0037397157816006,0.00635751682872102,0.00411368735976066,0.0398176031388789,0.00635751682872102,0.00374051998591908,0.00411422167967228
"2020-07-04","BR","BRSP",44396484,0.0376230661040788,0.00289960130482059,0.00605197579209683,0.00326205146792316,0.0395846643936751,0.00670548889550372,0.0029375905252119,0.00339036531137042
"2020-07-05","BR","BRSP",44396484,0.0388739946380697,0.00310451879958606,0.00610376398779247,0.00379441186616075,0.0395999717937426,0.0067007568259359,0.00305834230251335,0.00364805382853273
"2020-07-06","BR","BRSP",44396484,0.0413169786959329,0.00365084633255891,0.00652954619653934,0.00431463657484235,0.0398214341685044,0.00676099697103821,0.00365225512409173,0.00426864540223933
"2020-07-07","BR","BRSP",44396484,0.0413169786959329,0.00365084633255891,0.00652954619653934,0.00431463657484235,0.0399217603787943,0.00681202078531828,0.0036708502520283,0.00441279282177743
"2020-07-08","BR","BRSP",44396484,0.0413169786959329,0.00365084633255891,0.00652954619653934,0.00431463657484235,0.0400227300524257,0.00685518197348885,0.00373919215626328,0.00439146019142464
"2020-07-09","BR","BRSP",44396484,0.0439024390243902,0.00505050505050505,0.00695364238410596,0.00404040404040404,0.0407602989572921,0.00695314399022978,0.00503177433878163,0.00408543190525967
"2020-07-10","BR","BRSP",44396484,0.0439024390243902,0.00505050505050505,0.00695364238410596,0.00404040404040404,0.0441779756684026,0.00703794249730058,0.00510089118784104,0.00396497984019815
"2020-07-11","BR","BRSP",44396484,0.0439024390243902,0.00505050505050505,0.00695364238410596,0.00404040404040404,0.0435199879171502,0.00711181423194835,0.00501948258617131,0.00398558388496237
"2020-07-12","BR","BRSP",44396484,0.0439024390243902,0.00505050505050505,0.00695364238410596,0.00404040404040404,0.044474768386698,0.00717616421387472,0.00503963545384249,0.0040321285087654
"2020-07-13","BR","BRSP",44396484,0.0435772357723577,0.00336700336700337,0.00695364238410596,0.00404040404040404,0.0443099235804326,0.00723223154814661,0.00343491059931241,0.00405245902491036
"2020-07-14","BR","BRSP",44396484,0.0435772357723577,0.00336700336700337,0.00695364238410596,0.00404040404040404,0.0440348910942863,0.00728109874167086,0.00327513529234278,0.00405526039140294
"2020-07-15","BR","BRSP",44396484,0.0435772357723577,0.00336700336700337,0.00695364238410596,0.00404040404040404,0.0441577032122015,0.00732370561024535,0.00340242281700655,0.00404663704639545
"2020-07-16","BR","BRSP",44396484,0.0438311688311688,0.00333889816360601,0.00689655172413793,0.00400667779632721,0.0441270164799272,0.00735395584272324,0.00336948177747558,0.00401696198296203
"2020-07-17","BR","BRSP",44396484,0.0470588235294118,0.00336134453781513,0.00727272727272727,0.00403361344537815,0.0457058753389366,0.0074246377322972,0.0033453677277464,0.00401440491640336
"2020-07-18","BR","BRSP",44396484,0.0470588235294118,0.00336134453781513,0.00727272727272727,0.00403361344537815,0.0470568792973325,0.00748735247416085,0.00333450003770093,0.00403056676016423
"2020-07-19","BR","BRSP",44396484,0.0485975212002609,0.00335457900033546,0.00725833058396569,0.00402549480040255,0.0477452723695263,0.00754159342002743,0.00334560044817938,0.00403325928068466
"2020-07-20","BR","BRSP",44396484,0.0485975212002609,0.00335457900033546,0.00725833058396569,0.00402549480040255,0.0485905324787793,0.00758983332278202,0.00336363451818926,0.00403321006242107
"2020-07-21","BR","BRSP",44396484,0.0485975212002609,0.00335457900033546,0.00725833058396569,0.00402549480040255,0.0490799249892119,0.00763274803022664,0.00336828659097828,0.00402164439316142
"2020-07-22","BR","BRSP",44396484,0.0485975212002609,0.00335457900033546,0.00725833058396569,0.00402549480040255,0.0493127651423819,0.00767090864915445,0.00336084515977146,0.0040264206993582
"2020-07-23","BR","BRSP",44396484,0.0490897269180754,0.00367769976596456,0.00756330154554423,0.00434637245068539,0.0495990749092085,0.00773655754719113,0.00365873757366753,0.00434078450206332
"2020-07-24","BR","BRSP",44396484,0.0490897269180754,0.00367769976596456,0.00756330154554423,0.00434637245068539,0.0497384079989001,0.00779577987665811,0.00369892677869855,0.00437293090771267
"2020-07-25","BR","BRSP",44396484,0.0490897269180754,0.00367769976596456,0.00756330154554423,0.00434637245068539,0.049795698413527,0.00784921857548861,0.00368046463475706,0.00434039900931291
"2020-07-26","BR","BRSP",44396484,0.0490897269180754,0.00367769976596456,0.00756330154554423,0.00434637245068539,0.0498048102607615,0.00789744982589004,0.00367479296815,0.00433138236362978
"2020-07-27","BR","BRSP",44396484,0.0504469987228608,0.0036101083032491,0.00774943493703584,0.00426649163111257,0.0499103131786649,0.00795900840077298,0.00361169986613374,0.00426532359764753
"2020-07-28","BR","BRSP",44396484,0.0504469987228608,0.0036101083032491,0.00774943493703584,0.00426649163111257,0.0502792455689047,0.00801492617040556,0.00358488282019989,0.0042650706646614
"2020-07-29","BR","BRSP",44396484,0.0504469987228608,0.0036101083032491,0.00774943493703584,0.00426649163111257,0.050512933901984,0.0080654958061726,0.00357703306589866,0.00425508715786968
"2020-07-30","BR","BRSP",44396484,0.0498760842627014,0.00349984091632199,0.00751644221735045,0.00413617562838053,0.0503959041825486,0.00808992355197261,0.00351000955975693,0.00415325434064673
"2020-07-31","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.0517990554050633,0.00818015445380428,0.00301263210837855,0.00353473664810072
"2020-08-01","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.0528444296635334,0.00826358797045751,0.0027718284911042,0.00335384932187199
"2020-08-02","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.0530081508974227,0.00834049716141853,0.00268253928623416,0.00335472261159291
"2020-08-03","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.0532758734223656,0.00841126620919798,0.00269299681737149,0.00338938050748061
"2020-08-04","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.053499432559376,0.00847632908367905,0.00275513501809614,0.00341815598509186
"2020-08-05","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.0536312683471474,0.00853607479230042,0.002810838215736,0.00344371026777137
"2020-08-06","BR","BRSP",44396484,0.0530624620982414,0.00280112044817927,0.00827459393196445,0.00342359165888578,0.0537069926566184,0.00859097874753384,0.00283670048377409,0.00345558865070485
"2020-08-07","BR","BRSP",44396484,0.0524903071875932,0.00336597307221542,0.0081374321880651,0.00397796817625459,0.0535913134450671,0.00862998307614137,0.00323328327942309,0.00388579360200453
"2020-08-08","BR","BRSP",44396484,0.0524903071875932,0.00336597307221542,0.0081374321880651,0.00397796817625459,0.0535204810878684,0.00866568489059644,0.00340630564719111,0.00403217738820551
"2020-08-09","BR","BRSP",44396484,0.0524903071875932,0.00336597307221542,0.0081374321880651,0.00397796817625459,0.0534512359520422,0.0086983659442715,0.00346499519746251,0.00404473663140207
"2020-08-10","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.0533265471716022,0.00873023592775337,0.0030469431733607,0.00354181006199821
"2020-08-11","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.053188544694054,0.00875944637959635,0.00279533220291023,0.00332932686466399
"2020-08-12","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.0531258498787141,0.00878622192495059,0.00266877846832693,0.00328547387202457
"2020-08-13","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.0530737826439594,0.00881077122212518,0.00263480576602341,0.00331680228516407
"2020-08-14","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.0529176587451606,0.00883327766861981,0.00265613272423119,0.00334713105806956
"2020-08-15","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.0526772538452171,0.00885392023144778,0.00271864379178725,0.00337596899014336
"2020-08-16","BR","BRSP",44396484,0.0520490577325755,0.00276243093922652,0.00816203143893591,0.00337630448127686,0.0524911049703303,0.00887285210180525,0.00278403761270718,0.00340198380804454
"2020-08-17","BR","BRSP",44396484,0.0534080849808203,0.00270758122743682,0.00829875518672199,0.00330926594464501,0.0529413809027754,0.00889983613074906,0.00276570075150124,0.00336917070468502
"2020-08-18","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0535530184396172,0.00894893689276483,0.00320120957648292,0.00379515691771605
"2020-08-19","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0541851355072985,0.00899479490585219,0.00337629267006621,0.00397083816107315
"2020-08-20","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0550797791072554,0.00904799725037506,0.00343064159057423,0.00403335880479298
"2020-08-21","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0563955122660828,0.00908818155942516,0.0034457521456929,0.00403157974274082
"2020-08-22","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0565729319559255,0.00912570379071829,0.00343352474061716,0.00399796982599741
"2020-08-23","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0562566761388272,0.00916073783700077,0.00337925418418374,0.0039557953854151
"2020-08-24","BR","BRSP",44396484,0.0558029088750371,0.00332929782082324,0.0086463923673226,0.00393462469733656,0.0559967639826054,0.00919344875571733,0.00330472029396084,0.00391902325472891
"2020-08-25","BR","BRSP",44396484,0.056099732858415,0.00302663438256659,0.0086463923673226,0.00423728813559322,0.0562281539203331,0.00922399457919653,0.00308544780750045,0.00409539262689559
"2020-08-26","BR","BRSP",44396484,0.056099732858415,0.00302663438256659,0.0086463923673226,0.00423728813559322,0.0565559402161595,0.00925252467244581,0.00300537291434121,0.0042048175592682
"2020-08-27","BR","BRSP",44396484,0.056099732858415,0.00302663438256659,0.0086463923673226,0.00423728813559322,0.0566042725450749,0.00927917806386012,0.00300340212951597,0.00426057945541776
"2020-08-28","BR","BRSP",44396484,0.056099732858415,0.00302663438256659,0.0086463923673226,0.00423728813559322,0.0566482705362973,0.00930408351385493,0.00302115698831577,0.00428099832064611
"2020-08-29","BR","BRSP",44396484,0.056099732858415,0.00302663438256659,0.0086463923673226,0.00423728813559322,0.0566740321219199,0.00932736055132507,0.00297046459989343,0.00428065816009928
"2020-08-30","BR","BRSP",44396484,0.056379821958457,0.00302571860816944,0.00864381520119225,0.00423600605143722,0.0567517801436024,0.00934896674789007,0.00297929989119505,0.00426850438684509
"2020-08-31","BR","BRSP",44396484,0.056379821958457,0.00302571860816944,0.00864381520119225,0.00423600605143722,0.056806064560149,0.00936916384836296,0.00300393631907693,0.00425104594034133
"2020-09-01","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.0568401141812884,0.00938804313334966,0.00286948124784692,0.00423271428267937
"2020-09-02","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.056858535682115,0.00940568833253849,0.00267624400693874,0.00425277477827439
"2020-09-03","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.0568689204480191,0.00942217698249169,0.00268134168813802,0.00426296067052814
"2020-09-04","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.0568794543683244,0.00943758130159572,0.00271734493003467,0.00426283622587716
"2020-09-05","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.05689321595554,0.00943546055074402,0.00274592572522717,0.00425590658546425
"2020-09-06","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.0569068989376233,0.00944845455647958,0.00275376314575747,0.00424591580567914
"2020-09-07","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00423600605143722,0.0569156492275083,0.00946056473973783,0.00274713541055866,0.00423571074697923
"2020-09-08","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0569155415700007,0.00947184969699459,0.00273459900734099,0.00370981304455389
"2020-09-09","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0568925702388654,0.00948236228761128,0.00272167091822018,0.00352311042748015
"2020-09-10","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0569117729318662,0.00949215148506341,0.00271199210783725,0.00353323896620842
"2020-09-11","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0566036023897316,0.0095012662307824,0.00273819170149264,0.00360894965296685
"2020-09-12","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0565978087182423,0.00950975127976762,0.00273712748458882,0.00367157898923732
"2020-09-13","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0568210617987664,0.00951764913678924,0.00271194267924538,0.00369277139626223
"2020-09-14","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00363086232980333,0.0566311243960281,0.00952498941460852,0.00271742842544961,0.00367978385205953
"2020-09-15","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00332829046898638,0.0565781569594022,0.00953181722462942,0.00272349542957783,0.0033971786575753
"2020-09-16","BR","BRSP",44396484,0.056379821958457,0.0027231467473525,0.00864381520119225,0.00332829046898638,0.0568656657044308,0.00953816869349505,0.00272868435266972,0.00327442330720065
