"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-17","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-18","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-19","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-20","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-21","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-22","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-23","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-24","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-25","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-26","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-27","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-28","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-29","BR","BRAM",3938336,0,0,0,0,0,0
"2020-04-30","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-01","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-02","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-03","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-04","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-05","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-06","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-07","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-08","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-09","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-10","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-11","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-12","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-13","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-14","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-15","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-16","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-17","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-18","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-19","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-20","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-21","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-22","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-23","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-24","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-25","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-26","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-27","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-28","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-29","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-30","BR","BRAM",3938336,0,0,0,0,0,0
"2020-05-31","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-01","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-02","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-03","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-04","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-05","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-06","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-07","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-08","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-09","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-10","BR","BRAM",3938336,0,0,0,0,0,0
"2020-06-11","BR","BRAM",3938336,0.333333333333333,NA,0.333333333333333,0,NA,0
"2020-06-12","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-13","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-14","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-15","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-16","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-17","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-18","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-19","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-20","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-21","BR","BRAM",3938336,0.103448275862069,0.015,0.00492610837438424,0.0443349753694581,0.015,0.0443349753694581
"2020-06-22","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-23","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-24","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-25","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-26","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-27","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-28","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-29","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-06-30","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-01","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-02","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-03","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-04","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-05","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-06","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.01,0.0297029702970297
"2020-07-07","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000185710581,0.0297030248320628
"2020-07-08","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999998947639593,0.0297029395960726
"2020-07-09","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000014545975,0.0297029745584684
"2020-07-10","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999934207749,0.0297029682994901
"2020-07-11","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999976568642,0.0297029696152677
"2020-07-12","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000011836496,0.0297029737400765
"2020-07-13","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999982653334,0.0297029697984949
"2020-07-14","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999999906447,0.0297029702941855
"2020-07-15","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.010000000000334,0.0297029702980282
"2020-07-16","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000000401996,0.029702970414665
"2020-07-17","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999990766147,0.0297029700335588
"2020-07-18","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000000359079,0.0297029704020667
"2020-07-19","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000000017916,0.0297029703016935
"2020-07-20","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.0100000000002935,0.0297029702978873
"2020-07-21","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999999999953,0.0297029702970472
"2020-07-22","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999999975963,0.0297029702964021
"2020-07-23","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999999819079,0.0297029702917265
"2020-07-24","BR","BRAM",3938336,0.102310231023102,0.01,0.0033003300330033,0.0297029702970297,0.00999999999336121,0.0297029702773776
