"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-22","US","USOH",11689100,0,0,0,0,0,0,0
"2020-03-23","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-24","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-25","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-26","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-27","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-28","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-29","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-30","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-03-31","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-01","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-02","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-03","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-04","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-05","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-06","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-07","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-08","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-09","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-10","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-11","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-12","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-13","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-14","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-15","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-16","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-17","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-18","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-19","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-20","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-21","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-22","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-23","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-24","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-25","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-26","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-27","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-28","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-29","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-04-30","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-01","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-02","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-03","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-04","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-05","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-06","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-07","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-08","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-09","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-10","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-11","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-12","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-13","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-14","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-15","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-16","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-17","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-18","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-19","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-20","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-21","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
"2020-05-22","US","USOH",11689100,0,NA,NA,NA,0,NA,NA
