"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-23","IT","IT45",4459477,NA,NA,NA,NA,NA,NA
"2020-03-24","IT","IT45",4459477,NA,NA,NA,NA,NA,NA
"2020-03-25","IT","IT45",4459477,0.0092511013215859,NA,NA,NA,NA,NA
"2020-03-26","IT","IT45",4459477,0.00956937799043062,NA,NA,NA,NA,NA
"2020-03-27","IT","IT45",4459477,0.0132992327365729,NA,NA,NA,NA,NA
"2020-03-28","IT","IT45",4459477,0.0143646408839779,NA,NA,NA,NA,NA
"2020-03-29","IT","IT45",4459477,0.0173267326732673,NA,NA,NA,NA,NA
"2020-03-30","IT","IT45",4459477,0.0124401913875598,NA,NA,NA,NA,NA
"2020-03-31","IT","IT45",4459477,0.0124401913875598,NA,NA,NA,NA,NA
"2020-04-01","IT","IT45",4459477,0.0124401913875598,NA,NA,NA,NA,NA
"2020-04-02","IT","IT45",4459477,0.0132352941176471,NA,NA,NA,NA,NA
"2020-04-03","IT","IT45",4459477,0.0132352941176471,NA,NA,NA,NA,NA
"2020-04-04","IT","IT45",4459477,0.0132352941176471,NA,NA,NA,NA,NA
"2020-04-05","IT","IT45",4459477,0.0132352941176471,NA,NA,NA,NA,NA
"2020-04-06","IT","IT45",4459477,0.0132352941176471,NA,NA,NA,NA,NA
"2020-04-07","IT","IT45",4459477,0.012756264236902,NA,NA,NA,NA,NA
"2020-04-08","IT","IT45",4459477,0.0165631469979296,NA,NA,NA,NA,NA
"2020-04-09","IT","IT45",4459477,0.0187466523835029,NA,NA,NA,NA,NA
"2020-04-10","IT","IT45",4459477,0.0221975582685905,NA,NA,NA,NA,NA
"2020-04-11","IT","IT45",4459477,0.0219471018570625,NA,NA,NA,NA,NA
"2020-04-12","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
"2020-04-13","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
"2020-04-14","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
"2020-04-15","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
"2020-04-16","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
"2020-04-17","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
"2020-04-18","IT","IT45",4459477,0.0167839740119112,NA,NA,NA,NA,NA
