"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-23",0,0,0,0,0,0,0,0
"2020-03-24",0.02,0,0,0,0.02,0,0,0
"2020-03-25",0.00714285714285714,0,0,0,0.00714285714285714,0,0,0
"2020-03-26",0.00909090909090909,0,0,0,0.00909090909090909,0,0,0
"2020-03-27",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-03-28",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-03-29",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-03-30",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-03-31",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-04-01",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-04-02",0.0125,0,0,0,0.0125,0,0,0
"2020-04-03",0.0125,0,0,0,0.0125,0,0,0
"2020-04-04",0.0125,0,0,0,0.0125,0,0,0
"2020-04-05",0.0125,0,0,0,0.0125,0,0,0
"2020-04-06",0.0125,0,0,0,0.0125,0,0,0
"2020-04-07",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-04-08",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-04-09",0.0111111111111111,0,0,0,0.0111111111111111,0,0,0
"2020-04-10",0.01,0,0,0,0.01,0,0,0
"2020-04-11",0.00833333333333333,0,0,0,0.00833333333333333,0,0,0
"2020-04-12",0.00833333333333333,0,0,0,0.00833333333333333,0,0,0
"2020-04-13",0.00769230769230769,0,0,0,0.00769230769230769,0,0,0
"2020-04-14",0.00684931506849315,0,0,0,0.00684931506849315,0,0,0
"2020-04-15",0.00641025641025641,0,0,0,0.00641025641025641,0,0,0
"2020-04-16",0.00568181818181818,0,0,0,0.00568181818181818,0,0,0
"2020-04-17",0.00970873786407767,0,0,0,0.00970873786407767,0,0,0
"2020-04-18",0.00970873786407767,0,0,0,0.0104404463839056,0,0,0
"2020-04-19",0.00970873786407767,0,0,0,0.010413346068355,0,0,0
"2020-04-20",0.00925925925925926,0,0,0,0.0103721286823171,0,0,0
"2020-04-21",0.00884955752212389,0,0,0,0.0103196262285172,0,0,0
"2020-04-22",0.00847457627118644,0,0,0,0.0102581245632726,0,0,0
"2020-04-23",0.00813008130081301,0,0,0,0.0101894780064192,0,0,0
"2020-04-24",0.0078125,0,0,0,0.0101151974437197,0,0,0
"2020-04-25",0.00827067669172932,0,0,0,0.010059302875476,0,0,0
"2020-04-26",0.00869565217391304,0,0,0,0.0100191955019014,0,0,0
"2020-04-27",0.0102459016393443,0,0,0,0.010025697283334,0,0,0
"2020-04-28",0.0105680317040951,0,0,0,0.0100407671691117,0,0,0
"2020-04-29",0.0118110236220472,0,0,0,0.0100885986709338,0,0,0
"2020-04-30",0.01143583227446,0,0,0,0.0101240627504452,0,0,0
"2020-05-01",0.01143583227446,0,0,0,0.0101577126274837,0,0,0
"2020-05-02",0.01143583227446,0,0,0,0.010189646671316,0,0,0
"2020-05-03",0.01143583227446,0,0,0,0.0102200559345958,0,0,0
"2020-05-04",0.01143583227446,0,0,0,0.0102490071676274,0,0,0
"2020-05-05",0.01143583227446,0,0,0,0.010276602153377,0,0,0
"2020-05-06",0.01143583227446,0,0,0,0.0103029517147987,0,0,0
"2020-05-07",0.01143583227446,0,0,0,0.0103281425808607,0,0,0
"2020-05-08",0.01143583227446,0,0,0,0.0103522164882776,0,0,0
"2020-05-09",0.01143583227446,0,0,0,0.0103752921546801,0,0,0
"2020-05-10",0.01143583227446,0,0,0,0.010397411823114,0,0,0
"2020-05-11",0.01143583227446,0,0,0,0.0104186129193075,0,0,0
"2020-05-12",0.01143583227446,0,0,0,0.010439012748602,0,0,0
"2020-05-13",0.01143583227446,0,0,0,0.0104585133138242,0,0,0
"2020-05-14",0.0116204002582311,0,0,0,0.0104811056964089,0,0,0
"2020-05-15",0.0116204002582311,0,0,0,0.0105031257934124,0,0,0
"2020-05-16",0.0116204002582311,0,0,0,0.0105266469757543,0,0,0
"2020-05-17",0.0116204002582311,0,0,0,0.0106044762328973,0,0,0
"2020-05-18",0.0116204002582311,0,0,0,0.0106832145248575,0,0,0
"2020-05-19",0.0116204002582311,0,0,0,0.0107570599899283,0,0,0
"2020-05-20",0.0116204002582311,0,0,0,0.0108263333446217,0,0,0
"2020-05-21",0.0116204002582311,0,0,0,0.0108913374498885,0,0,0
"2020-05-22",0.0116204002582311,0,0,0,0.0109523571502375,0,0,0
"2020-05-23",0.0116204002582311,0,0,0,0.0110096595308292,0,0,0
"2020-05-24",0.0116204002582311,0,0,0,0.01106349428299,0,0,0
"2020-05-25",0.0116204002582311,0,0,0,0.0111140944109377,0,0,0
"2020-05-26",0.0116204002582311,0,0,0,0.0111616770001832,0,0,0
"2020-05-27",0.0116204002582311,0,0,0,0.0112082109442055,0,0,0
"2020-05-28",0.0116204002582311,0,0,0,0.0112485828680799,0,0,0
"2020-05-29",0.0116204002582311,0,0,0,0.0112882681782341,0,0,0
"2020-05-30",0.0116204002582311,0,0,0,0.0113256616364793,0,0,0
"2020-05-31",0.0116204002582311,0,0,0,0.0113609133977171,0,0,0
"2020-06-01",0.0116204002582311,0,0,0,0.011394162822239,0,0,0
"2020-06-02",0.0116204002582311,0,0,0,0.0114375218769959,0,0,0
"2020-06-03",0.0116204002582311,0,0,0,0.0114704026212901,0,0,0
"2020-06-04",0.0116204002582311,0,0,0,0.0114989149978947,0,0,0
"2020-06-05",0.0116204002582311,0,0,0,0.0115281982620407,0,0,0
"2020-06-06",0.0116204002582311,0,0,0,0.011563850638331,0,0,0
"2020-06-07",0.0116204002582311,0,0,0,0.0116824650097628,0,0,0
"2020-06-08",0.0116204002582311,0,0,0,0.0117381514097064,0,0,0
"2020-06-09",0.0116959064327485,0,0,0,0.0117579534257393,0,0,0
"2020-06-10",0.0116959064327485,0,0,0,0.0116473300387986,0,0,0
"2020-06-11",0.0116959064327485,0,0,0,0.0116642913231427,0,0,0
"2020-06-12",0.0116959064327485,0,0,0,0.0116847322892573,0,0,0
"2020-06-13",0.0116959064327485,0,0,0,0.0117049950354732,0,0,0
"2020-06-14",0.0116959064327485,0,0,0,0.0117249049812667,0,0,0
"2020-06-15",0.0116959064327485,0,0,0,0.0117449990981606,0,0,0
"2020-06-16",0.0116959064327485,0,0,0,0.0117680540848719,0,0,0
"2020-06-17",0.0116959064327485,0,0,0,0.0118062314138789,0,0,0
"2020-06-18",0.0116959064327485,0,0,0,0.0118856982314179,0,0,0
"2020-06-19",0.0116959064327485,0,0,0,0.0118083793288716,0,0,0
"2020-06-20",0.0116959064327485,0,0,0,0.0118199819454837,0,0,0
"2020-06-21",0.0116959064327485,0,0,0,0.011832938783615,0,0,0
"2020-06-22",0.0116959064327485,0,0,0,0.0118456309412431,0,0,0
"2020-06-23",0.0116959064327485,0,0,0,0.0118579094371101,0,0,0
"2020-06-24",0.0116959064327485,0,0,0,0.0118696397903235,0,0,0
"2020-06-25",0.0116959064327485,0,0,0,0.0118810482061035,0,0,0
"2020-06-26",0.0116959064327485,0,0,0,0.0118924716894999,0,0,0
"2020-06-27",0.0116959064327485,0,0,0,0.0119049899506721,0,0,0
"2020-06-28",0.0116959064327485,0,0,0,0.0119255880950063,0,0,0
"2020-06-29",0.0116959064327485,0,0,0,0.0119679741738517,0,0,0
"2020-06-30",0.0116959064327485,0,0,0,0.0119733783257721,0,0,0
"2020-07-01",0.0116959064327485,0,0,0,0.0119398368865171,0,0,0
"2020-07-02",0.0116959064327485,0,0,0,0.0119445230466139,0,0,0
"2020-07-03",0.0116959064327485,0,0,0,0.0119512756209168,0,0,0
"2020-07-04",0.0116959064327485,0,0,0,0.0119581505353968,0,0,0
