"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-17","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-18","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-19","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-20","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-21","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-22","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-23","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-24","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-25","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-26","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-27","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-28","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-29","BR","BRPI",3204028,0,0,0,0,0,0
"2020-04-30","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-01","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-02","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-03","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-04","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-05","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-06","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-07","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-08","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-09","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-10","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-11","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-12","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-13","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-14","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-15","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-16","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-17","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-18","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-19","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-20","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-21","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-22","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-23","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-24","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-25","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-26","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-27","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-28","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-29","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-30","BR","BRPI",3204028,0,0,0,0,0,0
"2020-05-31","BR","BRPI",3204028,0,0,0,0,0,0
"2020-06-01","BR","BRPI",3204028,0,0,0,0,0,0
"2020-06-02","BR","BRPI",3204028,0,0,0,0,0,0
"2020-06-03","BR","BRPI",3204028,0,0,0,0,0,0
"2020-06-04","BR","BRPI",3204028,0,0,0,0,0,0
"2020-06-05","BR","BRPI",3204028,0,0.25,NA,0.25,0.25,0.25
"2020-06-06","BR","BRPI",3204028,0,0.25,NA,0.25,0.25,0.25
"2020-06-07","BR","BRPI",3204028,0,0.25,NA,0.25,0.25,0.25
"2020-06-08","BR","BRPI",3204028,0,0.25,NA,0.25,0.25,0.25
"2020-06-09","BR","BRPI",3204028,0,0.25,NA,0.25,0.25,0.25
"2020-06-10","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-11","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-12","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-13","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-14","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-15","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-16","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-17","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-18","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
"2020-06-19","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00900900900900901,0.00900900900900901
