"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-23","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-24","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-25","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-26","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-27","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-28","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-29","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-30","DE","DERP",4053000,0,NA,NA,NA,0
"2020-03-31","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-01","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-02","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-03","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-04","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-05","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-06","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-07","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-08","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-09","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-10","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-11","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-12","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-13","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-14","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-15","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-16","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-17","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-18","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-19","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-20","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-21","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-22","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-23","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-24","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-25","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-26","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-27","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-28","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-29","DE","DERP",4053000,0,NA,NA,NA,0
"2020-04-30","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-01","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-02","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-03","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-04","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-05","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-06","DE","DERP",4053000,0,NA,NA,NA,0
"2020-05-07","DE","DERP",4053000,0,NA,NA,NA,0
