"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-17","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-18","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-19","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-20","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-21","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-22","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-23","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-24","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-25","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-26","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-27","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-28","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-29","BR","BRPA",8175113,0,0,0,0,0,0
"2020-04-30","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-01","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-02","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-03","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-04","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-05","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-06","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-07","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-08","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-09","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-10","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-11","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-12","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-13","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-14","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-15","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-16","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-17","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-18","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-19","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-20","BR","BRPA",8175113,0,0,0,0,0,0
"2020-05-21","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-22","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-23","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-24","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-25","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-26","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-27","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-28","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-29","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-30","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-05-31","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-01","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-02","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-03","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-04","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-05","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-06","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-07","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-08","BR","BRPA",8175113,0.176,0.024,NA,0.022,0.024,0.022
"2020-06-09","BR","BRPA",8175113,0.135,0.015,0.00666666666666667,0.01625,0.015,0.01625
"2020-06-10","BR","BRPA",8175113,0.135802469135802,0.015,0.0129032258064516,0.01625,0.015,0.01625
"2020-06-11","BR","BRPA",8175113,0.135802469135802,0.015,0.0129032258064516,0.01625,0.015,0.01625
"2020-06-12","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173469387755102,0.0153061224489796
"2020-06-13","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173469387755102,0.0153061224489796
"2020-06-14","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173469387755102,0.0153061224489796
"2020-06-15","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173359904664686,0.0152632916180444
"2020-06-16","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173347435099486,0.0153096059179061
"2020-06-17","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173334497230517,0.0153201170640433
"2020-06-18","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173462080021702,0.0153101623670172
"2020-06-19","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173495279591048,0.0153122115917974
"2020-06-20","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173470782696979,0.015305669288578
"2020-06-21","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173465315307443,0.0153052791479782
"2020-06-22","BR","BRPA",8175113,0.133333333333333,0.0173469387755102,0.00816326530612245,0.0153061224489796,0.0173469184260452,0.015305579290853
"2020-06-23","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0167089960554208,0.0149158564303102
"2020-06-24","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0165997141977065,0.0147957263074574
"2020-06-25","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166486280964825,0.0147873652918764
"2020-06-26","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166805829053953,0.0147908039197192
"2020-06-27","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.016675376939217,0.0147916631393146
"2020-06-28","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166696735538602,0.0148185383453699
"2020-06-29","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166685770981494,0.0148148521580921
"2020-06-30","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166684957353908,0.0148192348160289
"2020-07-01","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166658099443742,0.0148179955766952
"2020-07-02","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166669247165304,0.0148141328338483
"2020-07-03","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166664557522307,0.0148147975013321
"2020-07-04","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166673715744692,0.0148145396648664
"2020-07-05","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166665825973859,0.0148143592902482
"2020-07-06","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666988240268,0.0148146508488496
"2020-07-07","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666607416074,0.0148148241784693
"2020-07-08","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166664910527983,0.0148148292675763
"2020-07-09","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666964698417,0.0148148053588081
"2020-07-10","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666991969772,0.0148148406526216
"2020-07-11","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666734186681,0.0148148467215162
"2020-07-12","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666717236466,0.0148148082151496
"2020-07-13","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666638982664,0.0148148179430446
"2020-07-14","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.016666643505938,0.0148148132946283
"2020-07-15","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166665875242629,0.0148148153240396
"2020-07-16","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666307507758,0.014814813579546
"2020-07-17","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666650929347,0.0148148167535337
"2020-07-18","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666658424515,0.0148148157717695
"2020-07-19","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666658547081,0.0148148163389391
"2020-07-20","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666666427051,0.0148148149438256
"2020-07-21","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666662934306,0.0148148148085162
"2020-07-22","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666664663502,0.0148148147509666
"2020-07-23","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666552116669,0.0148148148474376
"2020-07-24","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666517540931,0.0148148149085349
"2020-07-25","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666585123889,0.0148148149008725
"2020-07-26","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666655049238,0.0148148147343765
"2020-07-27","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666665652331,0.0148148149231091
"2020-07-28","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.016666666789087,0.0148148148232329
"2020-07-29","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666667715819,0.0148148148509123
"2020-07-30","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666666340143,0.0148148148857627
"2020-07-31","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666667084134,0.0148148147909771
"2020-08-01","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.016666666910478,0.014814814822352
"2020-08-02","BR","BRPA",8175113,0.134862385321101,0.0166666666666667,0.00677966101694915,0.0148148148148148,0.0166666687154542,0.0148148148047234
