"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-22","US","USAZ",7278717,0,0,0,0,0,0,0
"2020-03-23","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-24","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-25","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-26","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-27","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-28","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-29","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-30","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-03-31","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-01","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-02","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-03","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-04","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-05","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-06","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-07","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-08","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-09","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-10","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-11","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-12","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-13","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-14","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-15","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-16","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
"2020-04-17","US","USAZ",7278717,0,NA,NA,NA,0,NA,NA
