"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth"
"2020-07-15","EC","ECE",643654,0,NA,NA,NA,0,NA
"2020-07-16","EC","ECE",643654,0,0,0,0,0,0
"2020-07-17","EC","ECE",643654,0,0,0,0,0,0
"2020-07-18","EC","ECE",643654,0,0,0,0,0,0
"2020-07-19","EC","ECE",643654,0,0,0,0,0,0
"2020-07-20","EC","ECE",643654,0,0,0,0,0,0
"2020-07-21","EC","ECE",643654,0,0,0,0,0,0
"2020-07-22","EC","ECE",643654,0,0,0,0,0,0
"2020-07-23","EC","ECE",643654,0,0,0,0,0,0
"2020-07-24","EC","ECE",643654,0,0,0,0,0,0
"2020-07-25","EC","ECE",643654,0,0,0,0,0,0
"2020-07-26","EC","ECE",643654,0,0,0,0,0,0
"2020-07-27","EC","ECE",643654,0,0,0,0,0,0
"2020-07-28","EC","ECE",643654,0,0,0,0,0,0
"2020-07-29","EC","ECE",643654,0,0,0,0,0,0
"2020-07-30","EC","ECE",643654,0,0,0,0,0,0
"2020-07-31","EC","ECE",643654,0,0,0,0,0,0
"2020-08-01","EC","ECE",643654,0,0,0,0,0,0
"2020-08-02","EC","ECE",643654,0,0,0,0,0,0
"2020-08-03","EC","ECE",643654,0,0,0,0,0,0
"2020-08-04","EC","ECE",643654,0,0,0,0,0,0
"2020-08-05","EC","ECE",643654,0,0,0,0,0,0
"2020-08-06","EC","ECE",643654,0,0,0,0,0,0
"2020-08-07","EC","ECE",643654,0,0,0,0,0,0
"2020-08-08","EC","ECE",643654,0,0,0,0,0,0
"2020-08-09","EC","ECE",643654,0,0,0,0,0,0
"2020-08-10","EC","ECE",643654,0,0,0,0,0,0
"2020-08-11","EC","ECE",643654,0,0,0,0,0,0
"2020-08-12","EC","ECE",643654,0,0,0,0,0,0
"2020-08-13","EC","ECE",643654,0,0,0,0,0,0
"2020-08-14","EC","ECE",643654,0,0,0,0,0,0
"2020-08-15","EC","ECE",643654,0,0,0,0,0,0
"2020-08-16","EC","ECE",643654,0,0,0,0,0,0
"2020-08-17","EC","ECE",643654,0,0,0,0,0,0
"2020-08-18","EC","ECE",643654,0,0,0,0,0,0
"2020-08-19","EC","ECE",643654,0,0,0,0,0,0
"2020-08-20","EC","ECE",643654,0,0,0,0,0,0
"2020-08-21","EC","ECE",643654,0,0,0,0,0,0
"2020-08-22","EC","ECE",643654,0,0,0,0,0,0
"2020-08-23","EC","ECE",643654,0,0,0,0,0,0
"2020-08-24","EC","ECE",643654,0,0,0,0,0,0
"2020-08-25","EC","ECE",643654,0,0,0,0,0,0
"2020-08-26","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-08-27","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-08-28","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-08-29","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-08-30","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-08-31","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-01","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-02","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-03","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-04","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-05","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-06","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-07","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-08","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-09","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-10","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-11","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-12","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-13","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-14","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-15","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-16","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-17","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-18","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-19","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333333
"2020-09-20","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-09-21","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.1666666706798,0.0333333333333335
"2020-09-22","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666682489428,0.0333333333333335
"2020-09-23","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333652805969
"2020-09-24","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-09-25","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666812837976,0.0333333333333335
"2020-09-26","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666694612286,0.0333336793862577
"2020-09-27","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.16666666959681,0.0333333333333335
"2020-09-28","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-09-29","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-09-30","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-10-01","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666671550348,0.0333333666493048
"2020-10-02","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333409515438
"2020-10-03","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333347008540062
"2020-10-04","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666747720558,0.0333333547827869
"2020-10-05","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333335875008467
"2020-10-06","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666835677117,0.0333333333333335
"2020-10-07","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666669935403,0.0333333390479772
"2020-10-08","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666668501,0.0333333333337002
"2020-10-09","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-10-10","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-10-11","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333360220171198
"2020-10-12","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166667239437762,0.03333333499423
"2020-10-13","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.16666667737674,0.0333333333333335
"2020-10-14","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-10-15","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333354039961364
"2020-10-16","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333500199573
"2020-10-17","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666674197054,0.0333355205691248
"2020-10-18","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666677635835,0.0333346480613105
"2020-10-19","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.16666704469337,0.0333334517681387
"2020-10-20","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666669651185,0.0333343241523024
"2020-10-21","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666672186792,0.0333333333333335
"2020-10-22","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-10-23","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666821185147,0.0333340168958087
"2020-10-24","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333412465632
"2020-10-25","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-10-26","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.16666667056992,0.0333360275350757
"2020-10-27","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333396498382
"2020-10-28","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.033333704512238
"2020-10-29","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.1666671324723,0.0333333385987759
"2020-10-30","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666668501,0.0333333333335986
"2020-10-31","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666669770264,0.0333333349722886
"2020-11-01","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333335783936904
"2020-11-02","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333350281100657
"2020-11-03","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666669347202,0.0333333333333335
"2020-11-04","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666930106133,0.0333335134603828
"2020-11-05","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666676651993,0.0333333385313298
"2020-11-06","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-11-07","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666870444702,0.0333333333333335
"2020-11-08","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666694121551,0.0333333401104199
"2020-11-09","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666670499058,0.0333333333333335
"2020-11-10","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166667098635031,0.0333333392524381
"2020-11-11","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-11-12","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-11-13","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666673054333,0.0333338746406161
"2020-11-14","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-11-15","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666776987325,0.0333336224035328
"2020-11-16","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166667332719239,0.0333333333333335
"2020-11-17","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666735275325,0.0333333333333335
"2020-11-18","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.16666667690619,0.0333348050593052
"2020-11-19","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-11-20","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666783318341,0.0333333350837403
"2020-11-21","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666703063337,0.0333333333333335
"2020-11-22","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333333333335
"2020-11-23","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666731632915,0.0333347383883874
"2020-11-24","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666667779,0.0333333333333335
"2020-11-25","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666670245328,0.0333334181214775
"2020-11-26","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333333649357844
"2020-11-27","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.033333502236062
"2020-11-28","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333334936728852
"2020-11-29","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333334835730665
"2020-11-30","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666705877026,0.0333334738342042
"2020-12-01","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333334639023914
"2020-12-02","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666666666667,0.0333334610658609
"2020-12-03","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666808605942,0.0333333333333335
"2020-12-04","EC","ECE",643654,0.166666666666667,0,0.0333333333333333,0,0.166666668752437,0.0333333802252645
"2020-12-05","EC","ECE",643654,0,0,0,0,0.165032679738563,0.0330065359477126
"2020-12-06","EC","ECE",643654,0,0,0,0,0.163430420711975,0.032686084142395
"2020-12-07","EC","ECE",643654,0,0,0,0,0.161858974358975,0.0323717948717951
"2020-12-08","EC","ECE",643654,0,0,0,0,0.160317460317461,0.0320634920634923
"2020-12-09","EC","ECE",643654,0,0,0,0,0.158805031446541,0.0317610062893084
"2020-12-10","EC","ECE",643654,0,0,0,0,0.157320872274144,0.0314641744548288
"2020-12-11","EC","ECE",643654,0,0,0,0,0.155864197530865,0.031172839506173
"2020-12-12","EC","ECE",643654,0,0,0,0,0.154434250764527,0.0308868501529054
"2020-12-13","EC","ECE",643654,0,0,0,0,0.153030303030304,0.0306060606060608
"2020-12-14","EC","ECE",643654,0,0,0,0,0.151651651651652,0.0303303303303305
"2020-12-15","EC","ECE",643654,0,0,0,0,0.15029761904762,0.030059523809524
"2020-12-16","EC","ECE",643654,0,0,0,0,0.148967551622419,0.029793510324484
"2020-12-17","EC","ECE",643654,0,0,0,0,0.147660818713451,0.0295321637426903
