"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-04-16","BR","BRMA",6904241,0,0,0,0,0
"2020-04-17","BR","BRMA",6904241,0,0,0,0,0
"2020-04-18","BR","BRMA",6904241,0,0,0,0,0
"2020-04-19","BR","BRMA",6904241,0,0,0,0,0
"2020-04-20","BR","BRMA",6904241,0,0,0,0,0
"2020-04-21","BR","BRMA",6904241,0,0,0,0,0
"2020-04-22","BR","BRMA",6904241,0,0,0,0,0
"2020-04-23","BR","BRMA",6904241,0,0,0,0,0
"2020-04-24","BR","BRMA",6904241,0,0,0,0,0
"2020-04-25","BR","BRMA",6904241,0,0,0,0,0
"2020-04-26","BR","BRMA",6904241,0,0,0,0,0
"2020-04-27","BR","BRMA",6904241,0,0,0,0,0
"2020-04-28","BR","BRMA",6904241,0,0,0,0,0
"2020-04-29","BR","BRMA",6904241,0,0,0,0,0
"2020-04-30","BR","BRMA",6904241,0,0,0,0,0
"2020-05-01","BR","BRMA",6904241,0,0,0,0,0
"2020-05-02","BR","BRMA",6904241,0,0,0,0,0
"2020-05-03","BR","BRMA",6904241,0,0,0,0,0
"2020-05-04","BR","BRMA",6904241,0,0,0,0,0
"2020-05-05","BR","BRMA",6904241,0,0,0,0,0
"2020-05-06","BR","BRMA",6904241,0,0,0,0,0
"2020-05-07","BR","BRMA",6904241,0,0,0,0,0
"2020-05-08","BR","BRMA",6904241,0,0,0,0,0
"2020-05-09","BR","BRMA",6904241,0,0,0,0,0
"2020-05-10","BR","BRMA",6904241,0,0,0,0,0
"2020-05-11","BR","BRMA",6904241,0,0,0,0,0
"2020-05-12","BR","BRMA",6904241,0,0,0,0,0
"2020-05-13","BR","BRMA",6904241,0,0,0,0,0
"2020-05-14","BR","BRMA",6904241,0,0,0,0,0
"2020-05-15","BR","BRMA",6904241,0,0,0,0,0
"2020-05-16","BR","BRMA",6904241,0,0,0,0,0
"2020-05-17","BR","BRMA",6904241,0,0,0,0,0
"2020-05-18","BR","BRMA",6904241,0,0,0,0,0
"2020-05-19","BR","BRMA",6904241,0,0,0,0,0
"2020-05-20","BR","BRMA",6904241,0,0,0,0,0
"2020-05-21","BR","BRMA",6904241,0,0,0,0,0
"2020-05-22","BR","BRMA",6904241,0,0,0,0,0
"2020-05-23","BR","BRMA",6904241,0,0,0,0,0
"2020-05-24","BR","BRMA",6904241,0,0,0,0,0
"2020-05-25","BR","BRMA",6904241,0,0,0,0,0
"2020-05-26","BR","BRMA",6904241,0,0,0,0,0
"2020-05-27","BR","BRMA",6904241,0,0,0,0,0
"2020-05-28","BR","BRMA",6904241,0,0,0,0,0
"2020-05-29","BR","BRMA",6904241,0,0,0,0,0
"2020-05-30","BR","BRMA",6904241,0,0,0,0,0
"2020-05-31","BR","BRMA",6904241,0,0,0,0,0
"2020-06-01","BR","BRMA",6904241,0,0,0,0,0
"2020-06-02","BR","BRMA",6904241,0,0,0,0,0
"2020-06-03","BR","BRMA",6904241,0,0,0,0,0
"2020-06-04","BR","BRMA",6904241,0,0,0,0,0
"2020-06-05","BR","BRMA",6904241,0,0,0,0,0
"2020-06-06","BR","BRMA",6904241,0,0,0,0,0
"2020-06-07","BR","BRMA",6904241,0,0,0,0,0
"2020-06-08","BR","BRMA",6904241,0,0,0,0,0
"2020-06-09","BR","BRMA",6904241,0,0,0,0,0
"2020-06-10","BR","BRMA",6904241,0,0,0,0,0
"2020-06-11","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-12","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-13","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-14","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-15","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-16","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-17","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-18","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-19","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-20","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-21","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-22","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-23","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-24","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-25","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-26","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-27","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-28","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-29","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-06-30","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-01","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-02","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-03","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-04","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-05","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-06","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233334427468459
"2020-07-07","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333387086108
"2020-07-08","BR","BRMA",6904241,0.233333333333333,0,0,0,0.23333360289078
"2020-07-09","BR","BRMA",6904241,0.233333333333333,0,0,0,0.23333333333489
"2020-07-10","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333410365065
"2020-07-11","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-12","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333369471788
"2020-07-13","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333865554247
"2020-07-14","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333341344266
"2020-07-15","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333918444664
"2020-07-16","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-17","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333583209205
"2020-07-18","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333343677145
"2020-07-19","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333474298993
"2020-07-20","BR","BRMA",6904241,0.233333333333333,0,0,0,0.23333349215498
"2020-07-21","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333471139482
"2020-07-22","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-23","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-24","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333357281346
"2020-07-25","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333354918827
"2020-07-26","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333405570945
"2020-07-27","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333333333333
"2020-07-28","BR","BRMA",6904241,0.233333333333333,0,0,0,0.23333339702034
"2020-07-29","BR","BRMA",6904241,0.233333333333333,0,0,0,0.233333385128656
