"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-17","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-18","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-19","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-20","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-21","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-22","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-23","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-24","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-25","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-26","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-27","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-28","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-29","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-04-30","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-01","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-02","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-03","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-04","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-05","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-06","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-07","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-08","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-09","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-10","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-11","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-12","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-13","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-14","BR","BRPE",9345173,0,0,0,0,0,0,0
"2020-05-15","BR","BRPE",9345173,0,NA,NA,0,0,NA,0
"2020-05-16","BR","BRPE",9345173,0,NA,NA,0,0,NA,0
"2020-05-17","BR","BRPE",9345173,0,NA,NA,0,0,NA,0
"2020-05-18","BR","BRPE",9345173,0,NA,NA,0,0,NA,0
"2020-05-19","BR","BRPE",9345173,0,0,NA,0,0,0,0
"2020-05-20","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-21","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-22","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-23","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-24","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-25","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-26","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-27","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-28","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-29","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-30","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-05-31","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-06-01","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-06-02","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-06-03","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-06-04","BR","BRPE",9345173,0.104477611940299,0.0480769230769231,NA,0.0149253731343284,0.104477611940299,0.0480769230769231,0.0149253731343284
"2020-06-05","BR","BRPE",9345173,0.078740157480315,0.0223214285714286,NA,0.0078740157480315,0.078740157480315,0.0223214285714286,0.0078740157480315
"2020-06-06","BR","BRPE",9345173,0.078740157480315,0.0223214285714286,NA,0.0078740157480315,0.078740157480315,0.0223214285714286,0.0078740157480315
"2020-06-07","BR","BRPE",9345173,0.078740157480315,0.0223214285714286,NA,0.0078740157480315,0.078740157480315,0.0223214285714286,0.0078740157480315
"2020-06-08","BR","BRPE",9345173,0.078740157480315,0.0223214285714286,NA,0.0078740157480315,0.078740157480315,0.0223214285714286,0.0078740157480315
"2020-06-09","BR","BRPE",9345173,0.078740157480315,0.0223214285714286,NA,0.0078740157480315,0.078740157480315,0.0223214285714286,0.0078740157480315
"2020-06-10","BR","BRPE",9345173,0.0523465703971119,0.00954198473282443,0.00666666666666667,0.0036101083032491,0.0523465703971119,0.00954198473282443,0.0036101083032491
"2020-06-11","BR","BRPE",9345173,0.0523465703971119,0.00954198473282443,0.00666666666666667,0.0036101083032491,0.0523465703971119,0.00954198473282443,0.0036101083032491
"2020-06-12","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0457413249211356,0.00827814569536424,0.00315457413249211
"2020-06-13","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0457413249211356,0.00827814569536424,0.00315457413249211
"2020-06-14","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.088740757461693,0.00802202473561062,0.00305914885186839
"2020-06-15","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0871481858861168,0.00810702176924643,0.00311273066283646
"2020-06-16","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0856693694230817,0.00833141346093094,0.0031720155760367
"2020-06-17","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0842925403023245,0.00832251879188196,0.00317111494012312
"2020-06-18","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0830074997896182,0.00832161964698867,0.00316361467502886
"2020-06-19","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0818053651164416,0.00827693065971034,0.00315360865341386
"2020-06-20","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.080678363860339,0.00827901802083487,0.0031535791771564
"2020-06-21","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0796196657106661,0.00827359417933769,0.00315360027300642
"2020-06-22","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.078623243922738,0.00827860759497488,0.00315472377672561
"2020-06-23","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.0776837605226925,0.00827814976598911,0.00315466162852389
"2020-06-24","BR","BRPE",9345173,0.0457413249211356,0.00827814569536424,0.00526315789473684,0.00315457413249211,0.076796470644872,0.00827738641450625,0.00315469242591747
