"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-04-01","EC","ECH",524004,0,0,0,0,0
"2020-04-02","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-03","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-04","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-05","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-06","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-07","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-08","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-09","EC","ECH",524004,0,NA,NA,NA,0
"2020-04-10","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-11","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-12","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-13","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-14","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-15","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-16","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-17","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-18","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-19","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-20","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-21","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-22","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-23","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-24","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-25","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-26","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-27","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-28","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-29","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-04-30","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-05-01","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
"2020-05-02","EC","ECH",524004,0.0232558139534884,NA,NA,NA,0.0232558139534884
