"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-22","US","USGA",10617423,0,0,0,0,0
"2020-03-23","US","USGA",10617423,0,0,0,0,0
"2020-03-24","US","USGA",10617423,0,0,0,0,0
"2020-03-25","US","USGA",10617423,0,0,0,0,0
"2020-03-26","US","USGA",10617423,0,0,0,0,0
"2020-03-27","US","USGA",10617423,0,0,0,0,0
"2020-03-28","US","USGA",10617423,0,0,0,0,0
"2020-03-29","US","USGA",10617423,0,0,0,0,0
"2020-03-30","US","USGA",10617423,0,NA,NA,NA,0
"2020-03-31","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-01","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-02","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-03","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-04","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-05","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-06","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-07","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-08","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-09","US","USGA",10617423,0,NA,NA,NA,0
"2020-04-10","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-11","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-12","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-13","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-14","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-15","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-16","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-17","US","USGA",10617423,0.0227272727272727,NA,NA,NA,0.0227272727272727
"2020-04-18","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-19","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-20","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-21","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-22","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-23","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-24","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-25","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-26","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-27","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-28","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-29","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-04-30","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-05-01","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-05-02","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-05-03","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-05-04","US","USGA",10617423,0.015625,NA,NA,NA,0.015625
"2020-05-05","US","USGA",10617423,0.015625,NA,NA,NA,0.0178103146853168
"2020-05-06","US","USGA",10617423,0.015625,NA,NA,NA,0.0177293771043788
"2020-05-07","US","USGA",10617423,0.015625,NA,NA,NA,0.0176542207792219
"2020-05-08","US","USGA",10617423,0.015625,NA,NA,NA,0.0175842476489047
"2020-05-09","US","USGA",10617423,0.015625,NA,NA,NA,0.0175189393939417
"2020-05-10","US","USGA",10617423,0.015625,NA,NA,NA,0.0174578445747827
"2020-05-11","US","USGA",10617423,0.015625,NA,NA,NA,0.01740056818182
"2020-05-12","US","USGA",10617423,0.015625,NA,NA,NA,0.0173467630854014
"2020-05-13","US","USGA",10617423,0.015625,NA,NA,NA,0.0172961229946545
"2020-05-14","US","USGA",10617423,0.015625,NA,NA,NA,0.0172483766233785
"2020-05-15","US","USGA",10617423,0.015625,NA,NA,NA,0.0172032828282847
"2020-05-16","US","USGA",10617423,0.015625,NA,NA,NA,0.0171606265356295
"2020-05-17","US","USGA",10617423,0.015625,NA,NA,NA,0.0171202153110066
"2020-05-18","US","USGA",10617423,0.015625,NA,NA,NA,0.017081876456878
"2020-05-19","US","USGA",10617423,0.015625,NA,NA,NA,0.0170454545454568
"2020-05-20","US","USGA",10617423,0.015625,NA,NA,NA,0.0170108093126402
"2020-05-21","US","USGA",10617423,0.015625,NA,NA,NA,0.0169778138528153
"2020-05-22","US","USGA",10617423,0.015625,NA,NA,NA,0.0169463530655408
"2020-05-23","US","USGA",10617423,0.015625,NA,NA,NA,0.0169163223140518
"2020-05-24","US","USGA",10617423,0.015625,NA,NA,NA,0.0168876262626279
"2020-05-25","US","USGA",10617423,0.015625,NA,NA,NA,0.0168601778656158
"2020-05-26","US","USGA",10617423,0.015625,NA,NA,NA,0.0168338974854952
"2020-05-27","US","USGA",10617423,0.015625,NA,NA,NA,0.0168087121212144
"2020-05-28","US","USGA",10617423,0.015625,NA,NA,NA,0.0167845547309853
"2020-05-29","US","USGA",10617423,0.015625,NA,NA,NA,0.0167613636363649
"2020-05-30","US","USGA",10617423,0.015625,NA,NA,NA,0.0167390819964374
"2020-05-31","US","USGA",10617423,0.015625,NA,NA,NA,0.0167176573426588
"2020-06-01","US","USGA",10617423,0.015625,NA,NA,NA,0.0166970411663823
"2020-06-02","US","USGA",10617423,0.015625,NA,NA,NA,0.0166771885521904
"2020-06-03","US","USGA",10617423,0.015625,NA,NA,NA,0.0166580578512415
"2020-06-04","US","USGA",10617423,0.015625,NA,NA,NA,0.0166396103896121
"2020-06-05","US","USGA",10617423,0.015625,NA,NA,NA,0.0166218102073387
"2020-06-06","US","USGA",10617423,0.015625,NA,NA,NA,0.0166046238244534
"2020-06-07","US","USGA",10617423,0.015625,NA,NA,NA,0.0165880200308181
"2020-06-08","US","USGA",10617423,0.015625,NA,NA,NA,0.0165719696969716
"2020-06-09","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0165548546250627
"2020-06-10","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0165382916522495
"2020-06-11","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0165222544880949
"2020-06-12","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0165067184853208
"2020-06-13","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0164916605134007
"2020-06-14","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0164770588436615
"2020-06-15","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0164628930446596
"2020-06-16","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.016449143886806
"2020-06-17","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0164357932552659
"2020-06-18","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0164228240703405
"2020-06-19","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0164102202145695
"2020-06-20","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163979664659028
"2020-06-21","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163860484363788
"2020-06-22","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163744525157587
"2020-06-23","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163631658196885
"2020-06-24","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163521761419374
"2020-06-25","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163414719103613
"2020-06-26","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163310421462614
"2020-06-27","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163208764268221
"2020-06-28","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163109648503686
"2020-06-29","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0163012980041985
"2020-06-30","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162918669347639
"2020-07-01","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162826631200147
"2020-07-02","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162736784437112
"2020-07-03","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162649051715568
"2020-07-04","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162563359289865
"2020-07-05","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162479636804986
"2020-07-06","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162397817103856
"2020-07-07","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162317836047699
"2020-07-08","US","USGA",10617423,0.015527950310559,NA,NA,NA,0.0162239632348346
"2020-07-09","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162276151925901
"2020-07-10","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.016231199943852
"2020-07-11","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162346963199173
"2020-07-12","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162381124110728
"2020-07-13","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162414610011791
"2020-07-14","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162447419251247
"2020-07-15","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162479531628292
"2020-07-16","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162511013987366
"2020-07-17","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162541822420206
"2020-07-18","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162572047169886
"2020-07-19","US","USGA",10617423,0.0165562913907285,NA,NA,NA,0.0162601678900249
"2020-07-20","US","USGA",10617423,0,NA,NA,NA,0.0161007440826763
"2020-07-21","US","USGA",10617423,0,NA,NA,NA,0.0159444261789628
"2020-07-22","US","USGA",10617423,0,NA,NA,NA,0.0157911143887787
"2020-07-23","US","USGA",10617423,0,NA,NA,NA,0.0156407228231713
"2020-07-24","US","USGA",10617423,0,NA,NA,NA,0.0154931688342735
"2020-07-25","US","USGA",10617423,0,NA,NA,NA,0.0153483728638597
"2020-07-26","US","USGA",10617423,0,NA,NA,NA,0.0152062583003055
"2020-07-27","US","USGA",10617423,0,NA,NA,NA,0.0150667513434219
"2020-07-28","US","USGA",10617423,0,NA,NA,NA,0.0149297808766635
"2020-07-29","US","USGA",10617423,0,NA,NA,NA,0.0147952783462432
"2020-07-30","US","USGA",10617423,0,NA,NA,NA,0.0146631776467231
"2020-07-31","US","USGA",10617423,0,NA,NA,NA,0.0145334150126833
"2020-08-01","US","USGA",10617423,0,NA,NA,NA,0.0144059289160836
"2020-08-02","US","USGA",10617423,0,NA,NA,NA,0.0142806599689825
"2020-08-03","US","USGA",10617423,0,NA,NA,NA,0.0141575508313189
"2020-08-04","US","USGA",10617423,0,NA,NA,NA,0.0140365461233598
"2020-08-05","US","USGA",10617423,0,NA,NA,NA,0.0139175923426525
"2020-08-06","US","USGA",10617423,0,NA,NA,NA,0.0138006377851512
"2020-08-07","US","USGA",10617423,0,NA,NA,NA,0.0136856324702749
"2020-08-08","US","USGA",10617423,0,NA,NA,NA,0.0135725280697072
"2020-08-09","US","USGA",10617423,0,NA,NA,NA,0.0134612778396147
"2020-08-10","US","USGA",10617423,0,NA,NA,NA,0.0133518382180862
"2020-08-11","US","USGA",10617423,0,NA,NA,NA,0.0132441604551048
"2020-08-12","US","USGA",10617423,0,NA,NA,NA,0.0131382071714649
"2020-08-13","US","USGA",10617423,0,NA,NA,NA,0.0130339356859761
"2020-08-14","US","USGA",10617423,0,NA,NA,NA,0.0129313062711259
"2020-08-15","US","USGA",10617423,0,NA,NA,NA,0.0128302804408828
"2020-08-16","US","USGA",10617423,0,NA,NA,NA,0.0127308209025813
"2020-08-17","US","USGA",10617423,0,NA,NA,NA,0.0126328915110234
"2020-08-18","US","USGA",10617423,0,NA,NA,NA,0.0125364572246793
"2020-08-19","US","USGA",10617423,0,NA,NA,NA,0.0124414840638863
"2020-08-20","US","USGA",10617423,0,NA,NA,NA,0.0123479390709248
"2020-08-21","US","USGA",10617423,0,NA,NA,NA,0.0122557902718883
"2020-08-22","US","USGA",10617423,0,NA,NA,NA,0.0121650066402444
"2020-08-23","US","USGA",10617423,0,NA,NA,NA,0.0120755580620073
"2020-08-24","US","USGA",10617423,0,NA,NA,NA,0.0119874153024306
"2020-08-25","US","USGA",10617423,0,NA,NA,NA,0.0119005499741521
"2020-08-26","US","USGA",10617423,0,NA,NA,NA,0.0118149345067131
"2020-08-27","US","USGA",10617423,0,NA,NA,NA,0.0117305421173863
"2020-08-28","US","USGA",10617423,0,NA,NA,NA,0.0116473467832127
"2020-08-29","US","USGA",10617423,0,NA,NA,NA,0.0115653232143169
"2020-08-30","US","USGA",10617423,0,NA,NA,NA,0.0114844468282028
"2020-08-31","US","USGA",10617423,0,NA,NA,NA,0.0114046937252293
"2020-09-01","US","USGA",10617423,0,NA,NA,NA,0.0113260410922431
"2020-09-02","US","USGA",10617423,0,NA,NA,NA,0.0112484650440616
"2020-09-03","US","USGA",10617423,0,NA,NA,NA,0.0111719448736939
"2020-09-04","US","USGA",10617423,0,NA,NA,NA,0.0110964587596824
"2020-09-05","US","USGA",10617423,0,NA,NA,NA,0.0110219859342727
"2020-09-06","US","USGA",10617423,0,NA,NA,NA,0.01094850597622
"2020-09-07","US","USGA",10617423,0,NA,NA,NA,0.0108759993141258
"2020-09-08","US","USGA",10617423,0,NA,NA,NA,0.0108044466870592
"2020-09-09","US","USGA",10617423,0,NA,NA,NA,0.010733829388451
"2020-09-10","US","USGA",10617423,0,NA,NA,NA,0.0106641291976169
"2020-09-11","US","USGA",10617423,0,NA,NA,NA,0.0105953283640847
"2020-09-12","US","USGA",10617423,0,NA,NA,NA,0.0105274105541061
"2020-09-13","US","USGA",10617423,0,NA,NA,NA,0.0104603560282357
"2020-09-14","US","USGA",10617423,0,NA,NA,NA,0.0103941512432479
"2020-09-15","US","USGA",10617423,0,NA,NA,NA,0.0103287792228491
"2020-09-16","US","USGA",10617423,0,NA,NA,NA,0.0102642243527063
"2020-09-17","US","USGA",10617423,0,NA,NA,NA,0.0102004714064162
"2020-09-18","US","USGA",10617423,0,0,0,0,0.0101375055335372
"2020-09-19","US","USGA",10617423,0,0,0,0,0.0100753122480552
"2020-09-20","US","USGA",10617423,0,0,0,0,0.0100138774172744
"2020-09-21","US","USGA",10617423,0,0,0,0,0.0099531872511091
"2020-09-22","US","USGA",10617423,0,0,0,0,0.00989322829176507
"2020-09-23","US","USGA",10617423,0,0,0,0,0.00983398740379043
"2020-09-24","US","USGA",10617423,0,0,0,0,0.0097754517644822
"2020-09-25","US","USGA",10617423,0,0,0,0,0.00971760885463315
"2020-09-26","US","USGA",10617423,0,0,0,0,0.00966044644960589
"2020-09-27","US","USGA",10617423,0,0,0,0,0.00960395261071932
"2020-09-28","US","USGA",10617423,0,0,0,0,0.00954811567693615
"2020-09-29","US","USGA",10617423,0,0,0,0,0.00949292425683818
"2020-09-30","US","USGA",10617423,0,0,0,0,0.00943836722087932
"2020-10-01","US","USGA",10617423,0,0,0,0,0.00938443369390293
"2020-10-02","US","USGA",10617423,0,0,0,0,0.00933111304791559
"2020-10-03","US","USGA",10617423,0,0,0,0,0.00927839489510174
"2020-10-04","US","USGA",10617423,0,0,0,0,0.00922626908108429
"2020-10-05","US","USGA",10617423,0,0,0,0,0.00917472567839668
"2020-10-06","US","USGA",10617423,0,0,0,0,0.00912375498018336
"2020-10-07","US","USGA",10617423,0,0,0,0,0.00907334749410499
"2020-10-08","US","USGA",10617423,0,0,0,0,0.00902349393644509
"2020-10-09","US","USGA",10617423,0,0,0,0,0.00897418522641004
"2020-10-10","US","USGA",10617423,0,0,0,0,0.00892550191267207
"2020-10-11","US","USGA",10617423,0,0,0,0,0.00887716700774599
"2020-10-12","US","USGA",10617423,0,0,0,0,0.00882944030340314
"2020-10-13","US","USGA",10617423,0,0,0,0,0.0087822240451044
"2020-10-14","US","USGA",10617423,0,0,0,0,0.00873551008741032
"2020-10-15","US","USGA",10617423,0,0,0,0,0.0086892904573175
"2020-10-16","US","USGA",10617423,0,0,0,0,0.00864355734964741
"2020-10-17","US","USGA",10617423,0,0,0,0,0.00859830312268592
"2020-10-18","US","USGA",10617423,0,0,0,0,0.00855352029392193
"2020-10-19","US","USGA",10617423,0,0,0,0,0.00850920153592233
"2020-10-20","US","USGA",10617423,0,0,0,0,0.00846533967233521
"2020-10-21","US","USGA",10617423,0,0,0,0,0.00842192767401542
"2020-10-22","US","USGA",10617423,0,0,0,0,0.00837895865527045
"2020-10-23","US","USGA",10617423,0,0,0,0,0.00833642587021832
"2020-10-24","US","USGA",10617423,0,0,0,0,0.00829432270925763
"2020-10-25","US","USGA",10617423,0,0,0,0,0.00825264269564327
"2020-10-26","US","USGA",10617423,0,0,0,0,0.00821137948216505
"2020-10-27","US","USGA",10617423,0,0,0,0,0.00817052684792587
"2020-10-28","US","USGA",10617423,0,0,0,0,0.00813007869521292
"2020-10-29","US","USGA",10617423,0,0,0,0,0.00809002904646802
"2020-10-30","US","USGA",10617423,0,0,0,0,0.00805037204133829
"2020-10-31","US","USGA",10617423,0,0,0,0,0.00801110193382367
"2020-11-01","US","USGA",10617423,0,0,0,0,0.00797221308948066
"2020-11-02","US","USGA",10617423,0,0,0,0,0.00793369998276816
"2020-11-03","US","USGA",10617423,0,0,0,0,0.00789555719438944
"2020-11-04","US","USGA",10617423,0,0,0,0,0.00785777940877044
"2020-11-05","US","USGA",10617423,0,0,0,0,0.00782036141158563
"2020-11-06","US","USGA",10617423,0,0,0,0,0.00778329808736025
"2020-11-07","US","USGA",10617423,0,0,0,0,0.00774658441713707
"2020-11-08","US","USGA",10617423,0,0,0,0,0.00771021547621132
"2020-11-09","US","USGA",10617423,0,0,0,0,0.00767418643192996
"2020-11-10","US","USGA",10617423,0,0,0,0,0.00763849254154887
