"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-17","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-18","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-19","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-20","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-21","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-22","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-23","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-24","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-25","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-26","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-27","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-28","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-29","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-04-30","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-01","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-02","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-03","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-04","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-05","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-06","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-07","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-08","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-09","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-10","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-11","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-12","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-13","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-14","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-15","BR","BRPR",11163018,0,0,0,0,0,0,0,0
"2020-05-16","BR","BRPR",11163018,0.0289256198347107,0.00413223140495868,NA,0.00413223140495868,0.0289256198347107,NA,0.00413223140495868,0.00413223140495868
"2020-05-17","BR","BRPR",11163018,0.0289256198347107,0.00413223140495868,NA,0.00413223140495868,0.0289256198347107,NA,0.00413223140495868,0.00413223140495868
"2020-05-18","BR","BRPR",11163018,0.0229226361031519,0.00286532951289398,NA,0.00286532951289398,0.0229226361031519,NA,0.00286532951289398,0.00286532951289398
"2020-05-19","BR","BRPR",11163018,0.0252808988764045,0.00280898876404494,NA,0.00280898876404494,0.0252808988764045,NA,0.00280898876404494,0.00280898876404494
"2020-05-20","BR","BRPR",11163018,0.0362694300518135,0.00259067357512953,NA,0.00259067357512953,0.0362694300518135,NA,0.00259067357512953,0.00259067357512953
"2020-05-21","BR","BRPR",11163018,0.0360576923076923,0.00240384615384615,NA,0.00240384615384615,0.0360576923076923,NA,0.00240384615384615,0.00240384615384615
"2020-05-22","BR","BRPR",11163018,0.0360576923076923,0.00240384615384615,NA,0.00240384615384615,0.0360576923076923,NA,0.00240384615384615,0.00240384615384615
