"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-01",0,0,0,0,0,0,0,0
"2020-04-02",0,0,0,0,0,0,0,0
"2020-04-03",0,0,0,0,0,0,0,0
"2020-04-04",0,0,0,0,0,0,0,0
"2020-04-05",0,0,0,0,0,0,0,0
"2020-04-06",0.0105882352941176,0,0,0,0.0105882352941176,0,0,0
"2020-04-07",0.0105882352941176,0,0,0,0.0105882352941176,0,0,0
"2020-04-08",0.0105882352941176,0,0,0,0.0105882352941176,0,0,0
"2020-04-09",0.0136842105263158,0,0,0,0.0136842105263158,0,0,0
"2020-04-10",0.0136842105263158,0,0,0,0.0136842105263158,0,0,0
"2020-04-11",0.0136842105263158,0,0,0,0.0136842105263158,0,0,0
"2020-04-12",0.0161904761904762,0,0,0,0.0161904761904762,0,0,0
"2020-04-13",0.0182608695652174,0,0,0,0.0182608695652174,0,0,0
"2020-04-14",0.02,0,0,0,0.02,0,0,0
"2020-04-15",0.0224489795918367,0,0,0,0.0224489795918367,0,0,0
"2020-04-16",0.0224489795918367,0,0,0,0.0224489795918367,0,0,0
"2020-04-17",0.0224489795918367,0,0,0,0.0224489795918367,0,0,0
"2020-04-18",0.0224489795918367,0,0,0,0.0224489795918367,0,0,0
"2020-04-19",0.0224489795918367,0,0,0,0.0224489795918367,0,0,0
"2020-04-20",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-21",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-22",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-23",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-24",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-25",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-26",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-27",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-28",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-29",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-04-30",0.0265432098765432,0,0,0,0.0265432098765432,0,0,0
"2020-05-01",0.0265432098765432,0,0,0,0.0273163573522098,0,0,0
"2020-05-02",0.0265432098765432,0,0,0,0.0272991752121655,0,0,0
"2020-05-03",0.0265432098765432,0,0,0,0.0272929422120455,0,0,0
