"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-19",0.0205116386264116,0,0,0,0.0205116386264116,0,0,0
"2020-03-20",0.0257131378063479,0,0,0,0.0257131378063479,0,0,0
"2020-03-21",0.0119250425894378,0,0,0,0.0119250425894378,0,0,0
"2020-03-22",0.0240751614797416,0,0,0,0.0240751614797416,0,0,0
"2020-03-23",0.0240751614797416,0,0,0,0.0240751614797416,0,0,0
"2020-03-24",0.0369244135534318,0,0,0,0.0369244135534318,0,0,0
"2020-03-25",0.0374465049928673,0,0,0,0.0374465049928673,0,0,0
"2020-03-26",0.0374465049928673,0,0,0,0.0374465049928673,0,0,0
"2020-03-27",0.041757443718228,0,0,0,0.041757443718228,0,0,0
"2020-03-28",0.0439008042895442,0,0,0,0.0439008042895442,0,0,0
"2020-03-29",0.0428236868517899,0,0,0,0.0428236868517899,0,0,0
"2020-03-30",0.0522061300101044,0,0,0,0.0522061300101044,0,0,0
"2020-03-31",0.0643870498363041,0,0,0,0.0643870498363041,0,0,0
"2020-04-01",0.0705882352941176,0,0,0,0.0705882352941176,0,0,0
"2020-04-02",0.0644628099173554,0,0,0,0.0644628099173554,0,0,0
"2020-04-03",0.060952380952381,0,0,0,0.060952380952381,0,0,0
"2020-04-04",0.0677914110429448,0,0,0,0.0677914110429448,0,0,0
"2020-04-05",0.0737680731779286,0,0,0,0.0737680731779286,0,0,0
"2020-04-06",0.0687704674010122,0,0,0,0.0687704674010122,0,0,0
"2020-04-07",0.0673379483952171,0,0,0,0.0673379483952171,0,0,0
"2020-04-08",0.0574823378291586,0,0,0,0.0574823378291586,0,0,0
"2020-04-09",0.0536684782608696,0,0,0,0.0536684782608696,0,0,0
"2020-04-10",0.0521739130434783,0,0,0,0.0521739130434783,0,0,0
"2020-04-11",0.0589980224126566,0,0,0,0.0589980224126566,0,0,0
"2020-04-12",0.0731859233883525,0,0,0,0.0731859233883525,0,0,0
"2020-04-13",0.0799748110831234,0,0,0,0.0803166479482517,0,0,0
"2020-04-14",0.0727981800454989,0,0,0,0.0773820462016718,0,0,0
"2020-04-15",0.0768207515796475,0,0,0,0.0770434725960527,0,0,0
"2020-04-16",0.0680083275503123,0,0,0,0.074542211733274,0,0,0
"2020-04-17",0.0773462783171521,0,0,0,0.0756453567930478,0,0,0
"2020-04-18",0.0782467532467532,0,0,0,0.077066433266751,0,0,0
"2020-04-19",0.09248,0,0,0,0.0921554175920749,0,0,0
"2020-04-20",0.0919083969465649,0,0,0,0.0932141252775681,0,0,0
"2020-04-21",0.0867362146050671,0,0,0,0.0910465419632065,0,0,0
"2020-04-22",0.0880575539568345,0,0,0,0.0899280687319019,0,0,0
"2020-04-23",0.0862914862914863,0,0,0,0.0889761950097,0,0,0
"2020-04-24",0.08731241473397,0,0,0,0.0889896615249501,0,0,0
"2020-04-25",0.0879150066401062,0,0,0,0.0883351929126394,0,0,0
"2020-04-26",0.0940731399747793,0,0,0,0.0939717142157922,0,0,0
"2020-04-27",0.0919653893695921,0,0,0,0.093247162457427,0,0,0
"2020-04-28",0.0893453145057766,0,0,0,0.0914521009811206,0,0,0
"2020-04-29",0.0886107634543179,0,0,0,0.0902743562045147,0,0,0
"2020-04-30",0.0840543881334982,0,0,0,0.0889596637187582,0,0,0
"2020-05-01",0.0809348093480935,0,0,0,0.0885209067679817,0,0,0
"2020-05-02",0.0819830713422007,0,0,0,0.0878785236675568,0,0,0
