"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth"
"2020-03-23","IT","IT62",5879082,NA,NA,NA,NA,NA,NA
"2020-03-24","IT","IT62",5879082,NA,NA,NA,NA,NA,NA
"2020-03-25","IT","IT62",5879082,0.025,NA,NA,NA,0.025,NA
"2020-03-26","IT","IT62",5879082,0.025,NA,NA,NA,0.025,NA
"2020-03-27","IT","IT62",5879082,0.0363636363636364,NA,NA,NA,0.0363636363636364,NA
"2020-03-28","IT","IT62",5879082,0.0363636363636364,NA,NA,NA,0.0363636363636364,NA
"2020-03-29","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-03-30","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-03-31","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-01","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-02","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-03","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-04","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-05","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-06","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0333333333333333,NA
"2020-04-07","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0326797385620915,NA
"2020-04-08","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0326797385620915,NA
"2020-04-09","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0326797385620915,NA
"2020-04-10","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0326797385620915,NA
"2020-04-11","IT","IT62",5879082,0.0141643059490085,NA,NA,NA,0.0141643059490085,NA
"2020-04-12","IT","IT62",5879082,0.011037527593819,NA,NA,NA,0.011037527593819,NA
"2020-04-13","IT","IT62",5879082,0.011037527593819,NA,NA,NA,0.011037527593819,NA
"2020-04-14","IT","IT62",5879082,0.011037527593819,NA,NA,NA,0.011037527593819,NA
"2020-04-15","IT","IT62",5879082,0.00904159132007233,NA,NA,NA,0.00904159132007233,NA
"2020-04-16","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.00900900900900901,NA
"2020-04-17","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.00900900900900901,NA
"2020-04-18","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.00900900900900901,NA
"2020-04-19","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0248384901177947,NA
"2020-04-20","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0242522130396754,NA
"2020-04-21","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.023707812895723,NA
"2020-04-22","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0232009575892847,NA
"2020-04-23","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0227278926366088,NA
