"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-22","PT","PT30",267785,0,0,0,0,0
"2020-03-23","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-24","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-25","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-26","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-27","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-28","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-29","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-30","PT","PT30",267785,0,NA,NA,NA,0
"2020-03-31","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-01","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-02","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-03","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-04","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-05","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-06","PT","PT30",267785,0,NA,NA,NA,0
"2020-04-07","PT","PT30",267785,0.0111111111111111,NA,NA,NA,0.0111111111111111
"2020-04-08","PT","PT30",267785,0.0111111111111111,NA,NA,NA,0.0111111111111111
"2020-04-09","PT","PT30",267785,0.0046875,NA,NA,NA,0.0046875
"2020-04-10","PT","PT30",267785,0.00352941176470588,NA,NA,NA,0.00352941176470588
"2020-04-11","PT","PT30",267785,0.00315789473684211,NA,NA,NA,0.00315789473684211
"2020-04-12","PT","PT30",267785,0.00315789473684211,NA,NA,NA,0.00315789473684211
"2020-04-13","PT","PT30",267785,0.00315789473684211,NA,NA,NA,0.00315789473684211
"2020-04-14","PT","PT30",267785,0.00315789473684211,NA,NA,NA,0.00315789473684211
"2020-04-15","PT","PT30",267785,0.00306122448979592,NA,NA,NA,0.00306122448979592
"2020-04-16","PT","PT30",267785,0.00306122448979592,NA,NA,NA,0.00306122448979592
"2020-04-17","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-18","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-19","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-20","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-21","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-22","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-23","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-24","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-25","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-26","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-27","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-28","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-29","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-04-30","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-05-01","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0029126213592233
"2020-05-02","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.00368442706390398
"2020-05-03","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.0036558416674343
"2020-05-04","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.00362929808499823
"2020-05-05","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.00360458509445437
"2020-05-06","PT","PT30",267785,0.0029126213592233,NA,NA,NA,0.00358151963661311
"2020-05-07","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00355642991665009
"2020-05-08","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.0035329083041851
"2020-05-09","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00351081224398997
"2020-05-10","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00349001595204233
"2020-05-11","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00347040801963386
"2020-05-12","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00345188941680413
"2020-05-13","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00343437181953373
"2020-05-14","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00341777620106488
"2020-05-15","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00340203163995386
"2020-05-16","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.0033870743068995
"2020-05-17","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00337284659984747
"2020-05-18","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00335929640265433
"2020-05-19","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00334637644719223
"2020-05-20","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00333404376243228
"2020-05-21","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00332225919699508
"2020-05-22","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00331098700396816
"2020-05-23","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00330019447872998
"2020-05-24","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00328985164204289
"2020-05-25","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00327993096195535
"2020-05-26","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00327040710907156
"2020-05-27","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00326125674061413
"2020-05-28","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00325245830940491
"2020-05-29","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00324399189446888
"2020-05-30","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00323583905045583
"2020-05-31","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00322798267349745
"2020-06-01","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00322040688143086
"2020-06-02","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00321309690662904
"2020-06-03","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00320603899992499
"2020-06-04","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00319922034429489
"2020-06-05","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00319262897718626
"2020-06-06","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00318625372047395
"2020-06-07","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00318008411720603
"2020-06-08","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00317411037435513
"2020-06-09","PT","PT30",267785,0.00280373831775701,NA,NA,NA,0.00316832331097118
