"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-19","ES","ESEX",1067710,NA,NA,NA,NA,NA,NA
"2020-03-20","ES","ESEX",1067710,NA,NA,NA,NA,NA,NA
"2020-03-21","ES","ESEX",1067710,NA,NA,NA,NA,NA,NA
"2020-03-22","ES","ESEX",1067710,0.056,NA,NA,NA,0.056,NA
"2020-03-23","ES","ESEX",1067710,0.056,NA,NA,NA,0.056,NA
"2020-03-24","ES","ESEX",1067710,0.056,NA,NA,NA,0.056,NA
"2020-03-25","ES","ESEX",1067710,0.0472222222222222,NA,NA,NA,0.0472222222222222,NA
"2020-03-26","ES","ESEX",1067710,0.0369565217391304,NA,NA,NA,0.0369565217391304,NA
"2020-03-27","ES","ESEX",1067710,0.0369565217391304,NA,NA,NA,0.0369565217391304,NA
"2020-03-28","ES","ESEX",1067710,0.0483660130718954,NA,NA,NA,0.0483660130718954,NA
"2020-03-29","ES","ESEX",1067710,0.0423645320197044,NA,NA,NA,0.0423645320197044,NA
"2020-03-30","ES","ESEX",1067710,0.0423645320197044,NA,NA,NA,0.0423645320197044,NA
"2020-03-31","ES","ESEX",1067710,0.04,NA,NA,NA,0.04,NA
"2020-04-01","ES","ESEX",1067710,0.0461538461538462,NA,NA,NA,0.0461538461538462,NA
"2020-04-02","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-03","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-04","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-05","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-06","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-07","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-08","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0412087912087912,NA
"2020-04-09","ES","ESEX",1067710,0.0435594275046671,NA,NA,NA,0.0435594275046671,NA
"2020-04-10","ES","ESEX",1067710,0.0435594275046671,NA,NA,NA,0.0435594275046671,NA
"2020-04-11","ES","ESEX",1067710,0.0435594275046671,NA,NA,NA,0.0435594275046671,NA
"2020-04-12","ES","ESEX",1067710,0.0365414307771487,NA,NA,NA,0.0365414307771487,NA
"2020-04-13","ES","ESEX",1067710,0.0365414307771487,NA,NA,NA,0.0365414307771487,NA
"2020-04-14","ES","ESEX",1067710,0.0396518375241779,NA,NA,NA,0.0396518375241779,NA
"2020-04-15","ES","ESEX",1067710,0.0355691056910569,NA,NA,NA,0.0355691056910569,NA
"2020-04-16","ES","ESEX",1067710,0.0355691056910569,NA,NA,NA,0.0427460354000709,NA
"2020-04-17","ES","ESEX",1067710,0.033201189296333,NA,NA,NA,0.0423925225814128,NA
"2020-04-18","ES","ESEX",1067710,0.033201189296333,NA,NA,NA,0.0420642606783746,NA
"2020-04-19","ES","ESEX",1067710,0.033201189296333,NA,NA,NA,0.0417586375272702,NA
"2020-04-20","ES","ESEX",1067710,0.033201189296333,NA,NA,NA,0.0414733892529052,NA
"2020-04-21","ES","ESEX",1067710,0.033201189296333,NA,NA,NA,0.041206544093015,NA
