"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-23","DE","DEHH",1787000,0,0,0,0,0
"2020-03-24","DE","DEHH",1787000,0,0,0,0,0
"2020-03-25","DE","DEHH",1787000,0,0,0,0,0
"2020-03-26","DE","DEHH",1787000,0,0,0,0,0
"2020-03-27","DE","DEHH",1787000,0,0,0,0,0
"2020-03-28","DE","DEHH",1787000,0,0,0,0,0
"2020-03-29","DE","DEHH",1787000,0,0,0,0,0
"2020-03-30","DE","DEHH",1787000,0,0,0,0,0
"2020-03-31","DE","DEHH",1787000,0,0,0,0,0
"2020-04-01","DE","DEHH",1787000,0,0,0,0,0
"2020-04-02","DE","DEHH",1787000,0,0,0,0,0
"2020-04-03","DE","DEHH",1787000,0,0,0,0,0
"2020-04-04","DE","DEHH",1787000,0,0,0,0,0
"2020-04-05","DE","DEHH",1787000,0,0,0,0,0
"2020-04-06","DE","DEHH",1787000,0,0,0,0,0
"2020-04-07","DE","DEHH",1787000,0,0,0,0,0
"2020-04-08","DE","DEHH",1787000,0,0,0,0,0
"2020-04-09","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-10","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-11","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-12","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-13","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-14","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-15","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-16","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-17","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-18","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-19","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-20","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-21","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-22","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-23","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-24","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-25","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-26","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-27","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-28","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-29","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-04-30","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-01","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-02","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-03","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-04","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-05","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-06","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-07","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-08","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-09","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-10","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-11","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-12","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-13","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-14","DE","DEHH",1787000,0,NA,NA,NA,0
"2020-05-15","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-16","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-17","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-18","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-19","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-20","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-21","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-22","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-23","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-24","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-25","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-26","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-27","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-28","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-29","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-30","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-05-31","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-06-01","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-06-02","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-06-03","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-06-04","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-06-05","DE","DEHH",1787000,0.0146341463414634,NA,NA,NA,0.0146341463414634
"2020-06-06","DE","DEHH",1787000,0.0135746606334842,NA,NA,NA,0.0135746606334842
"2020-06-07","DE","DEHH",1787000,0.0135746606334842,NA,NA,NA,0.0135746606334842
"2020-06-08","DE","DEHH",1787000,0.0135746606334842,NA,NA,NA,0.0135746606334842
"2020-06-09","DE","DEHH",1787000,0.040590405904059,NA,NA,NA,0.0405305761196381
"2020-06-10","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0520078717547278
"2020-06-11","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0534879034561019
"2020-06-12","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0529098602372535
"2020-06-13","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0520799983299146
"2020-06-14","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0524294932378926
"2020-06-15","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0522678551407216
"2020-06-16","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0521309661029552
"2020-06-17","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0522709027335019
"2020-06-18","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0520065186833398
"2020-06-19","DE","DEHH",1787000,0.0514469453376206,NA,NA,NA,0.0520986227065989
