"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-06-09","BR","BRSC",6819190,0,0,0,0,0,0,0
"2020-06-10","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-11","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-12","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-13","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-14","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-15","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-16","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-17","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-18","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-19","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-20","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-21","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-22","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-23","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-24","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-25","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-26","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-27","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-28","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-29","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-06-30","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-07-01","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-07-02","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-07-03","BR","BRSC",6819190,0.0043956043956044,0,0,0,0,0,0
"2020-07-04","BR","BRSC",6819190,0.0103270223752151,0.00173913043478261,0,0,0,0.00173913043478261,0
"2020-07-05","BR","BRSC",6819190,0.0136986301369863,0.00153609831029186,0,0,0,0.00153609831029186,0
"2020-07-06","BR","BRSC",6819190,0.0136986301369863,0.00153609831029186,0,0,0,0.00153609831029186,0
"2020-07-07","BR","BRSC",6819190,0.0136986301369863,0.00153609831029186,0,0,0,0.00153609831029186,0
"2020-07-08","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-09","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-10","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-11","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-12","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-13","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-14","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-15","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-16","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-17","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-18","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-19","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-20","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-21","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-22","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-23","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-24","BR","BRSC",6819190,0.0104947526236882,0.00151285930408472,0,0,0,0.00151285930408472,0
"2020-07-25","BR","BRSC",6819190,0.0179910044977511,0.0075642965204236,0,0.00605143721633888,0,0.0075642965204236,0.00605143721633888
"2020-07-26","BR","BRSC",6819190,0.0179910044977511,0.0075642965204236,0,0.00605143721633888,0,0.0075642965204236,0.00605143721633888
"2020-07-27","BR","BRSC",6819190,0.0179910044977511,0.0075642965204236,0,0.00605143721633888,0,0.0075642965204236,0.00605143721633888
"2020-07-28","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605143721633888,0.00453857791225416
"2020-07-29","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00595049142726677,0.00453857791225416
"2020-07-30","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605343310294936,0.00453857791225416
"2020-07-31","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00602535349877514,0.00453857791225416
"2020-08-01","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605697380564285,0.00453857791225416
"2020-08-02","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605296106547084,0.00453857791225416
"2020-08-03","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605063057532963,0.00453857791225416
"2020-08-04","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605145369967021,0.00453857791225416
"2020-08-05","BR","BRSC",6819190,0.0194902548725637,0.00605143721633888,0,0.00453857791225416,0,0.00605179856427582,0.00453857791225416
"2020-08-06","BR","BRSC",6819190,0.0254872563718141,0.00302571860816944,0,0.00453857791225416,0,0.0033043876481389,0.00453857791225416
"2020-08-07","BR","BRSC",6819190,0.0254872563718141,0.00302571860816944,0,0.00453857791225416,0,0.00274221569551936,0.00453857791225416
"2020-08-08","BR","BRSC",6819190,0.0254872563718141,0.00302571860816944,0,0.00453857791225416,0,0.00304846495714171,0.00453857791225416
"2020-08-09","BR","BRSC",6819190,0.0254872563718141,0.00302571860816944,0,0.00453857791225416,0,0.00300235052678854,0.00453857791225416
"2020-08-10","BR","BRSC",6819190,0.0254872563718141,0.00302571860816944,0,0.00453857791225416,0,0.00305321869414299,0.00453857791225416
"2020-08-11","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00301500018708209,0.00151285930408472
"2020-08-12","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00301881987152476,0.00151285930408472
"2020-08-13","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302645142627395,0.00151285930408472
"2020-08-14","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302622184547952,0.00151285930408472
"2020-08-15","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302556978150454,0.00151285930408472
"2020-08-16","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302670012329404,0.00151285930408472
"2020-08-17","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302653945685784,0.00151285930408472
"2020-08-18","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302546154606631,0.00151285930408472
"2020-08-19","BR","BRSC",6819190,0.0149925037481259,0.00302571860816944,0,0.00151285930408472,0,0.00302602113555821,0.00151351565664582
"2020-08-20","BR","BRSC",6819190,0.0251046025104603,0.00281293952180028,0,0.00140646976090014,0,0.00284663179803176,0.00144233762543708
"2020-08-21","BR","BRSC",6819190,0.0278940027894003,0.00421940928270042,0.00161030595813205,0.00281293952180028,0.00161030595813205,0.00398031430196858,0.00280878436274702
"2020-08-22","BR","BRSC",6819190,0.0278940027894003,0.00421940928270042,0.00161030595813205,0.00281293952180028,0.00161030595813205,0.00434787150305165,0.00291148306311607
"2020-08-23","BR","BRSC",6819190,0.0278940027894003,0.00421940928270042,0.00161030595813205,0.00281293952180028,0.00161030595813205,0.00427504436292774,0.00287313099436617
"2020-08-24","BR","BRSC",6819190,0.0278940027894003,0.00421940928270042,0.00161030595813205,0.00281293952180028,0.00161030595813205,0.00418251461562525,0.00284088119560241
"2020-08-25","BR","BRSC",6819190,0.0318979266347687,0.00483091787439614,0.00161030595813205,0.00322061191626409,0.00161030595813205,0.00471769597130274,0.00315005740346836
"2020-08-26","BR","BRSC",6819190,0.0318979266347687,0.00483091787439614,0.00161030595813205,0.00322061191626409,0.00161030595813205,0.00488135826923085,0.00323470926396638
"2020-08-27","BR","BRSC",6819190,0.0318979266347687,0.00483091787439614,0.00161030595813205,0.00322061191626409,0.00161030595813205,0.00489403015218934,0.00324639609183375
"2020-08-28","BR","BRSC",6819190,0.0318979266347687,0.00483091787439614,0.00161030595813205,0.00322061191626409,0.00161030595813205,0.00485689309433783,0.00322273341342676
"2020-08-29","BR","BRSC",6819190,0.0318979266347687,0.00483091787439614,0.00161030595813205,0.00322061191626409,0.00161030595813205,0.00480671809457979,0.00322610679353085
"2020-08-30","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00485918465636927,0.00255684356257749
"2020-08-31","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487508164214061,0.00236456168960537
"2020-09-01","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.0048849100395628,0.00239713002503172
"2020-09-02","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00488019762627151,0.00245940422468902
"2020-09-03","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487361291543205,0.00243525257320368
"2020-09-04","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487112564695999,0.00244603332582775
"2020-09-05","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00486997868657165,0.00243975152596795
"2020-09-06","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487116665465817,0.00243547412238027
"2020-09-07","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487228102125234,0.00243664531686616
"2020-09-08","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487330372324394,0.00243638070297619
"2020-09-09","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487352693579295,0.0024352204432744
"2020-09-10","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487261690209646,0.00243600667842565
"2020-09-11","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487190556569158,0.00243622691453191
"2020-09-12","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487180588609966,0.00243602361143164
"2020-09-13","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.0048719381624024,0.00243619021109854
"2020-09-14","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00121802679658952,0.00487204398109116,0.00243594798632451
"2020-09-15","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00135381573713212,0.00487213548708383,0.00243617223998096
"2020-09-16","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00134878651711304,0.00487215536465265,0.00243616127773157
"2020-09-17","BR","BRSC",6819190,0.0241837968561064,0.0048721071863581,0.00121802679658952,0.00243605359317905,0.00134411652709396,0.00487210762126999,0.00243604317910843
"2020-09-18","BR","BRSC",6819190,0.0257400257400257,0.00518806744487678,0.0012970168612192,0.00259403372243839,0.00134249240068014,0.00515725101365599,0.00255823726820095
"2020-09-19","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00137111704453034,0.00863275625159553,0.00422091789987485
"2020-09-20","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00139896765411705,0.00907879777043921,0.00451473037523821
"2020-09-21","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00144089324789081,0.00880748312421741,0.00442787922382306
"2020-09-22","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00154379318066704,0.00874544441238465,0.00435426701542341
"2020-09-23","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00163965146670108,0.00869638459693259,0.00436412797652682
"2020-09-24","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00172757747569284,0.00867769913984289,0.00435152643650637
"2020-09-25","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00180726960834198,0.00867472218439256,0.00437788589819023
"2020-09-26","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00187886741492214,0.0087047107513504,0.0043876356934581
"2020-09-27","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.0019428021096516,0.00877795610422719,0.00440076037769468
"2020-09-28","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00201619185816333,0.00879524219533485,0.00439698760696536
"2020-09-29","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00206713346020657,0.00875085514362298,0.0043723351598182
"2020-09-30","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00209583883989224,0.00872083360691646,0.00437243050241515
"2020-10-01","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00213658792516131,0.00875310237553925,0.0043820541899079
"2020-10-02","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00218534876244232,0.00879504943431183,0.00438764515653825
"2020-10-03","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00220189378343012,0.00881661107727915,0.00439141990854394
"2020-10-04","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00223061381585236,0.0088161470798084,0.0043934594619222
"2020-10-05","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00226571700614927,0.00880101273579298,0.00439053386012771
"2020-10-06","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00227987565707281,0.00878018208034731,0.00438629456099476
"2020-10-07","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00229537916571221,0.0087631194625889,0.00438516370116372
"2020-10-08","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00231353858708136,0.00875598299271006,0.00438622325174535
"2020-10-09","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00233436973800101,0.0087585146731635,0.00438607990756204
"2020-10-10","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00234312510046624,0.00876504482442768,0.00438458123520947
"2020-10-11","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00235573703624906,0.00877007312136163,0.00438651087115025
"2020-10-12","BR","BRSC",6819190,0.038961038961039,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00236722170013255,0.00877192473923198,0.0043873175743545
"2020-10-13","BR","BRSC",6819190,0.0449438202247191,0.00842696629213483,0.00280898876404494,0.00561797752808989,0.00243938066338983,0.00850188718994024,0.00543848469560357
"2020-10-14","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00258535089898164,0.0102482259408999,0.00709027619213413
"2020-10-15","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00272437123968867,0.010752718784163,0.00732933160593663
"2020-10-16","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.002861456775243,0.0109947692845424,0.00711620746423713
"2020-10-17","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00297815471475926,0.0110518698247514,0.00708343548790821
"2020-10-18","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00309205676931943,0.0108072938358001,0.00708990032958303
"2020-10-19","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00319795361884316,0.0105770253105054,0.00714009151324974
"2020-10-20","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00331100155608935,0.0106597771856026,0.00715807430120234
"2020-10-21","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00338663559451606,0.0107570529417664,0.00714856519887817
"2020-10-22","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00346321353130486,0.0108131919016718,0.00715150018883723
"2020-10-23","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00353833701271968,0.0108187204937679,0.00713966848148644
"2020-10-24","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00366585116623396,0.0107847091222267,0.00715869234737603
"2020-10-25","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00372196752045886,0.0107346876301036,0.00719756451037966
"2020-10-26","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00372677033864165,0.0106891945180707,0.00717756015264183
"2020-10-27","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00377621559133503,0.0106610323232172,0.00714519062691646
"2020-10-28","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00382212584602794,0.0106543731384952,0.0071274326164286
"2020-10-29","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00386474522048807,0.0106662256829854,0.0071179528818763
"2020-10-30","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00390060565661493,0.0106884170572858,0.00711653119340516
"2020-10-31","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.0039332664888428,0.010710215439593,0.0071245330684008
"2020-11-01","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00396428516001132,0.0107246239952709,0.00713696201859266
"2020-11-02","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.0039927229280392,0.0107292457926589,0.007147463879605
"2020-11-03","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00401937271570309,0.0107251352419934,0.00715377122284729
"2020-11-04","BR","BRSC",6819190,0.0464285714285714,0.0107142857142857,0.00357142857142857,0.00714285714285714,0.00404292768672628,0.0107164506708503,0.00715570725381516
"2020-11-05","BR","BRSC",6819190,0.0605263157894737,0.00789473684210526,0.00263157894736842,0.0105263157894737,0.00398305872054593,0.00873571980272569,0.0100939718033251
"2020-11-06","BR","BRSC",6819190,0.0605263157894737,0.00789473684210526,0.00263157894736842,0.0105263157894737,0.00392963881000952,0.00787809104765395,0.0107930712333131
"2020-11-07","BR","BRSC",6819190,0.0625,0.0075,0.0025,0.01,0.003871035185636,0.00736402288336906,0.0104355077514022
"2020-11-08","BR","BRSC",6819190,0.0625,0.0075,0.0025,0.01,0.00381821738130506,0.00707246305065764,0.00994396640473852
"2020-11-09","BR","BRSC",6819190,0.0666666666666667,0.00666666666666667,0.00222222222222222,0.00888888888888889,0.00374840933699635,0.0065384759462079,0.00887187037793937
"2020-11-10","BR","BRSC",6819190,0.0666666666666667,0.00666666666666667,0.00222222222222222,0.00888888888888889,0.00368504872771698,0.00631084377887272,0.00871630061515568
"2020-11-11","BR","BRSC",6819190,0.0666666666666667,0.00666666666666667,0.00222222222222222,0.00888888888888889,0.0036268936143306,0.00629298213608063,0.00865693860523987
"2020-11-12","BR","BRSC",6819190,0.0666666666666667,0.00666666666666667,0.00222222222222222,0.00888888888888889,0.00357287834967824,0.0063823573331796,0.00889392249923358
"2020-11-13","BR","BRSC",6819190,0.0666666666666667,0.00666666666666667,0.00222222222222222,0.00888888888888889,0.00352302308146969,0.00651634673485264,0.00901284572250011
"2020-11-14","BR","BRSC",6819190,0.0660377358490566,0.00188679245283019,0,0.00754716981132075,0.00333904528468975,0.00366926436489949,0.00790575808671013
"2020-11-15","BR","BRSC",6819190,0.0660377358490566,0.00188679245283019,0,0.00754716981132075,0.00317441821224782,0.00173747527539916,0.00750375669598053
"2020-11-16","BR","BRSC",6819190,0.0660377358490566,0.00188679245283019,0,0.00754716981132075,0.00302565175169823,0.000547301947942773,0.00739974575241135
"2020-11-17","BR","BRSC",6819190,0.0660377358490566,0.00188679245283019,0,0.00754716981132075,0.00289099164100351,0.0019448574076968,0.00744477084364157
"2020-11-18","BR","BRSC",6819190,0.0689655172413793,0.00172413793103448,0,0.00689655172413793,0.00276783006355107,0.00147208588127953,0.00702581612808738
"2020-11-19","BR","BRSC",6819190,0.0689655172413793,0.00172413793103448,0,0.00689655172413793,0.00265396068711598,0.00104787275102861,0.00687006356044379
"2020-11-20","BR","BRSC",6819190,0.0586734693877551,0.00510204081632653,0,0.00510204081632653,0.00254690534226074,0.00496395160116892,0.00551329831511366
"2020-11-21","BR","BRSC",6819190,0.0586734693877551,0.00510204081632653,0,0.00510204081632653,0.00245808231983687,0.00566376926927377,0.00498730499588881
"2020-11-22","BR","BRSC",6819190,0.0586734693877551,0.00510204081632653,0,0.00510204081632653,0.00236106570927138,0.00566743330370067,0.00484409392424809
"2020-11-23","BR","BRSC",6819190,0.0586734693877551,0.00510204081632653,0,0.00510204081632653,0.00227263708611453,0.00563819142504665,0.00492242367984069
"2020-11-24","BR","BRSC",6819190,0.0586734693877551,0.00510204081632653,0,0.00510204081632653,0.00219307209806515,0.00504834379650972,0.00509718471840732
