"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-11-25","BR","BRSC",6819190,0.0452029520295203,0.003690036900369,0.000922509225092251,0.003690036900369,0.00215106579410163,0.00348683491035147,0.00409885677024893
"2020-11-26","BR","BRSC",6819190,0.0452029520295203,0.003690036900369,0.000922509225092251,0.003690036900369,0.0021109587304175,0.00266318956039441,0.00369756393888992
"2020-11-27","BR","BRSC",6819190,0.0452029520295203,0.003690036900369,0.000922509225092251,0.003690036900369,0.00199076840993532,0.00270588694793219,0.00353735369727758
"2020-11-28","BR","BRSC",6819190,0.0452029520295203,0.003690036900369,0.000922509225092251,0.003690036900369,0.0019800858180869,0.00338109143024852,0.00352895544153188
"2020-11-29","BR","BRSC",6819190,0.0396518375241779,0.00386847195357834,0.000967117988394584,0.00386847195357834,0.00200222090891593,0.00352495373541793,0.00370611700184332
"2020-11-30","BR","BRSC",6819190,0.0396518375241779,0.00386847195357834,0.000967117988394584,0.00386847195357834,0.00196986178817679,0.00390865051193103,0.00383331861745438
"2020-12-01","BR","BRSC",6819190,0.0396518375241779,0.00386847195357834,0.000967117988394584,0.00386847195357834,0.00195285875447307,0.00413785800779191,0.00390500536502767
"2020-12-02","BR","BRSC",6819190,0.0396518375241779,0.00386847195357834,0.000967117988394584,0.00386847195357834,0.00194148930374401,0.00418228599368759,0.00394320477091526
"2020-12-03","BR","BRSC",6819190,0.039708265802269,0.00405186385737439,0.000810372771474878,0.00486223662884927,0.00193053751175679,0.00424997541737468,0.00458954926193399
"2020-12-04","BR","BRSC",6819190,0.039708265802269,0.00405186385737439,0.000810372771474878,0.00486223662884927,0.0019198975069745,0.00410359016258868,0.00492294597724699
"2020-12-05","BR","BRSC",6819190,0.0362622036262204,0.00348675034867503,0.000697350069735007,0.00418410041841004,0.00190845988071287,0.00369474027640317,0.00461364780426016
"2020-12-06","BR","BRSC",6819190,0.0430247718383312,0.00586701434159061,0.00130378096479791,0.00521512385919166,0.00190290539073334,0.0051075842742654,0.00505744319096509
"2020-12-07","BR","BRSC",6819190,0.0430247718383312,0.00586701434159061,0.00130378096479791,0.00521512385919166,0.00189732688431063,0.00586196772782509,0.0052496652256163
"2020-12-08","BR","BRSC",6819190,0.0430247718383312,0.00586701434159061,0.00130378096479791,0.00521512385919166,0.00189195506826498,0.00616780184209601,0.00529968041345956
"2020-12-09","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00188845859590774,0.00615719603778213,0.00583211380006019
"2020-12-10","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00188493556108539,0.00599672196487819,0.00605440450395523
"2020-12-11","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00188156169314019,0.00590318249481969,0.00610112554585591
"2020-12-12","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00187815792877493,0.00594572523699906,0.00607678589568912
"2020-12-13","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00187487127782317,0.00607665239756388,0.00603230227112392
"2020-12-14","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00187164297513,0.00602629394744624,0.00599427036675867
"2020-12-15","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.0018684642922161,0.00593501573328704,0.00597371114849631
"2020-12-16","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.00186534583101129,0.00590756068788714,0.00596788281921702
"2020-12-17","BR","BRSC",6819190,0.0494752623688156,0.00599700149925037,0.00149925037481259,0.00599700149925037,0.0018622181096075,0.00592943296044855,0.00597016151745774
