"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-19","ES","ESAS",1022800,NA,NA,NA,NA,NA,NA,NA
"2020-03-20","ES","ESAS",1022800,NA,NA,NA,NA,NA,NA,NA
"2020-03-21","ES","ESAS",1022800,NA,NA,NA,NA,NA,NA,NA
"2020-03-22","ES","ESAS",1022800,NA,NA,NA,NA,NA,NA,NA
"2020-03-23","ES","ESAS",1022800,NA,NA,NA,NA,NA,NA,NA
"2020-03-24","ES","ESAS",1022800,NA,NA,NA,NA,NA,NA,NA
"2020-03-25","ES","ESAS",1022800,0.00434782608695652,0,0,0,0.00434782608695652,0,0
"2020-03-26","ES","ESAS",1022800,0.00434782608695652,0,0,0,0.00434782608695652,0,0
"2020-03-27","ES","ESAS",1022800,0.00434782608695652,0,0,0,0.00434782608695652,0,0
"2020-03-28","ES","ESAS",1022800,0.0102040816326531,0,0,0,0.0102040816326531,0,0
"2020-03-29","ES","ESAS",1022800,0.00847457627118644,0,0,0,0.00847457627118644,0,0
"2020-03-30","ES","ESAS",1022800,0.00833333333333333,0,0,0,0.00833333333333333,0,0
"2020-03-31","ES","ESAS",1022800,0.00714285714285714,0,0,0,0.00714285714285714,0,0
"2020-04-01","ES","ESAS",1022800,0.00872410032715376,0,0,0,0.00872410032715376,0,0
"2020-04-02","ES","ESAS",1022800,0.00862998921251348,0,0,0,0.00862998921251348,0,0
"2020-04-03","ES","ESAS",1022800,0.00862998921251348,0,0,0,0.00862998921251348,0,0
"2020-04-04","ES","ESAS",1022800,0.00862998921251348,0,0,0,0.00862998921251348,0,0
"2020-04-05","ES","ESAS",1022800,0.0107108081791626,0,0,0,0.0107108081791626,0,0
"2020-04-06","ES","ESAS",1022800,0.0124223602484472,0,0,0,0.0124223602484472,0,0
"2020-04-07","ES","ESAS",1022800,0.0124223602484472,0,0,0,0.0124223602484472,0,0
"2020-04-08","ES","ESAS",1022800,0.0138549307253464,0,0,0,0.0138549307253464,0,0
"2020-04-09","ES","ESAS",1022800,0.0181639666175749,0,0,0,0.0181639666175749,0,0
"2020-04-10","ES","ESAS",1022800,0.0181639666175749,0,0,0,0.0181639666175749,0,0
"2020-04-11","ES","ESAS",1022800,0.0178810907465355,0,0,0,0.0178810907465355,0,0
"2020-04-12","ES","ESAS",1022800,0.0197002141327623,0,0,0,0.0197002141327623,0,0
"2020-04-13","ES","ESAS",1022800,0.0201284796573876,0,0,0,0.0201284796573876,0,0
"2020-04-14","ES","ESAS",1022800,0.0201312910284464,0,0,0,0.0201312910284464,0,0
"2020-04-15","ES","ESAS",1022800,0.0235492010092515,0,0,0,0.0235492010092515,0,0
"2020-04-16","ES","ESAS",1022800,0.0235492010092515,0,0,0,0.0235492010092515,0,0
"2020-04-17","ES","ESAS",1022800,0.0235492010092515,0,0,0,0.0235492010092515,0,0
"2020-04-18","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0236286919831224,0,0
"2020-04-19","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.026608463226672,0,0
"2020-04-20","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0269704611845017,0,0
"2020-04-21","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0247158809952552,0,0
"2020-04-22","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0247645573629368,0,0
"2020-04-23","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0248115247279304,0,0
"2020-04-24","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0250927885957085,0,0
"2020-04-25","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0251330591828792,0,0
"2020-04-26","ES","ESAS",1022800,0.0236286919831224,0,0,0,0.0250756039052961,0,0
"2020-04-27","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0249296293964495,0,0
"2020-04-28","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247998410162626,0,0
"2020-04-29","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247968695033098,0,0
"2020-04-30","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247914569862254,0,0
"2020-05-01","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247825176726079,0,0
"2020-05-02","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247721454931624,0,0
"2020-05-03","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247603242759341,0,0
"2020-05-04","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247467904592876,0,0
"2020-05-05","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247319080175943,0,0
"2020-05-06","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0247168601136042,0,0
"2020-05-07","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0246998958722267,0,0
"2020-05-08","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0246835829625927,0,0
"2020-05-09","ES","ESAS",1022800,0.0236514522821577,0,0,0,0.0246663232409409,0,0
