"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-16","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-17","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-18","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-19","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-20","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-21","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-22","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-23","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-24","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-25","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-26","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-27","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-28","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-29","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-04-30","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-01","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-02","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-03","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-04","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-05","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-06","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-07","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-08","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-09","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-10","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-11","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-12","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-13","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-14","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-15","BR","BRMG",20869101,0,0,0,0,0,0,0
"2020-05-16","BR","BRMG",20869101,0.00666666666666667,0,NA,0,0.00666666666666667,0,0
"2020-05-17","BR","BRMG",20869101,0.00638297872340425,0,NA,0,0.00638297872340425,0,0
"2020-05-18","BR","BRMG",20869101,0.00638297872340425,0,NA,0,0.00638297872340425,0,0
"2020-05-19","BR","BRMG",20869101,0.00638297872340425,0,NA,0,0.00638297872340425,0,0
"2020-05-20","BR","BRMG",20869101,0.00545454545454545,0,NA,0,0.00545454545454545,0,0
"2020-05-21","BR","BRMG",20869101,0.00474683544303797,0,NA,0,0.00474683544303797,0,0
"2020-05-22","BR","BRMG",20869101,0.0090702947845805,0.00480769230769231,NA,0.00480769230769231,0.0090702947845805,0.00480769230769231,0.00480769230769231
"2020-05-23","BR","BRMG",20869101,0.00872093023255814,0.00407331975560081,NA,0.00407331975560081,0.00872093023255814,0.00407331975560081,0.00407331975560081
"2020-05-24","BR","BRMG",20869101,0.00872093023255814,0.00407331975560081,NA,0.00407331975560081,0.00872093023255814,0.00407331975560081,0.00407331975560081
"2020-05-25","BR","BRMG",20869101,0.00860420650095602,0.00407331975560081,NA,0.00407331975560081,0.00860420650095602,0.00407331975560081,0.00407331975560081
"2020-05-26","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-05-27","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-05-28","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-05-29","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-05-30","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-05-31","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-06-01","BR","BRMG",20869101,0.00946969696969697,0.00403225806451613,NA,0.00403225806451613,0.00946969696969697,0.00403225806451613,0.00403225806451613
"2020-06-02","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-03","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-04","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-05","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-06","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-07","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-08","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-09","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0176110260336907,0.00483091787439614,0.00402576489533011
"2020-06-10","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0200380143181534,0.00483091787439614,0.00402576489533011
"2020-06-11","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0201699712168805,0.00483091787439614,0.00402576489533011
"2020-06-12","BR","BRMG",20869101,0.0176110260336907,0.00483091787439614,NA,0.00402576489533011,0.0203185368677219,0.00483091787439614,0.00402576489533011
"2020-06-13","BR","BRMG",20869101,0.0175438596491228,0.00481154771451484,0,0.00400962309542903,0.0204199496498098,0.00481154771451484,0.00400962309542903
"2020-06-14","BR","BRMG",20869101,0.0175438596491228,0.00481154771451484,0,0.00400962309542903,0.0205017579213722,0.00481154771451484,0.00400962309542903
"2020-06-15","BR","BRMG",20869101,0.0175438596491228,0.00481154771451484,0,0.00400962309542903,0.0205710373869221,0.00481154771451484,0.00400962309542903
"2020-06-16","BR","BRMG",20869101,0.0175438596491228,0.00481154771451484,0,0.00400962309542903,0.0206586517083413,0.00481170271200144,0.0040096184809232
"2020-06-17","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0177025343926004,0.00470923712319695,0.00391543009768983
"2020-06-18","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017635171585503,0.00469631057939396,0.00391542547201665
"2020-06-19","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175964232703502,0.00469802265050388,0.0039154398558576
"2020-06-20","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0176146692015719,0.00469931492804205,0.00391540934143162
"2020-06-21","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175719385466902,0.00469817549625284,0.00391543276606625
"2020-06-22","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175156744059519,0.00469908185853569,0.00391547490906419
"2020-06-23","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175368756791521,0.00469842292212567,0.00391542136409846
"2020-06-24","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017550696031516,0.00469842068120588,0.00391541585447001
"2020-06-25","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175349939124794,0.00469852491178455,0.00391542637514064
"2020-06-26","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175001897601214,0.00469859972072765,0.00391542746272439
"2020-06-27","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175037396341616,0.00469851019371964,0.00391542901143159
"2020-06-28","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017524109656293,0.00469851297224013,0.00391543160808425
"2020-06-29","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175277975129492,0.00469850782573208,0.00391542771304967
"2020-06-30","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175209722956911,0.0046985104493741,0.00391542022563135
"2020-07-01","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.01750047320324,0.00469852662714824,0.00391542090054983
"2020-07-02","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174941694345817,0.00469851169376545,0.00391542738840646
"2020-07-03","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017504021843992,0.00469849809931856,0.00391543374798763
"2020-07-04","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175173035213751,0.00469850066210661,0.00391543306333887
"2020-07-05","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175206022496739,0.00469851043614877,0.00391542783451058
"2020-07-06","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0175016567348048,0.00469851200895641,0.00391542224461142
"2020-07-07","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017492570242241,0.00469851206083327,0.0039154200173004
"2020-07-08","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174783591101798,0.00469851218873705,0.00391542243832192
"2020-07-09","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174726952166741,0.00469851211601865,0.00391542679484265
"2020-07-10","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174776584376373,0.00469851361613116,0.0039154305991862
"2020-07-11","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174859496233428,0.00469851514507132,0.00391543211286489
"2020-07-12","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174928238221836,0.00469851479406218,0.00391543096061345
"2020-07-13","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174871324724075,0.00469851322315168,0.00391542833170304
"2020-07-14","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174806267232943,0.00469851187769679,0.00391542561725783
"2020-07-15","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017470472931212,0.0046985115103464,0.00391542370768431
"2020-07-16","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174587515336593,0.00469851200231279,0.00391542309729642
"2020-07-17","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174482764101728,0.00469851257862851,0.00391542374812524
"2020-07-18","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017443735130717,0.00469851257345327,0.0039154251630423
"2020-07-19","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174439338155402,0.00469851205598692,0.003915426747861
"2020-07-20","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174458308317367,0.00469851155445196,0.00391542810065187
"2020-07-21","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0174463196682825,0.00469851145893865,0.00391542897028941
"2020-07-22","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0177039942766375,0.00469851176661514,0.00391542924549915
"2020-07-23","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0176918846475801,0.0046985121917305,0.00391542894726775
"2020-07-24","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0176853499295287,0.00469851241786365,0.00391542827586033
"2020-07-25","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0176773527417395,0.00469851231230103,0.00391542743998496
"2020-07-26","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.0176698498706646,0.0046985119435522,0.00391542662354128
"2020-07-27","BR","BRMG",20869101,0.017151379567487,0.00469851213782302,0,0.00391542678151919,0.017662437224647,0.00469851148672281,0.00391542596266258
"2020-07-28","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0176164544148603,0.00437274418645651,0.00363873619414485
"2020-07-29","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0175760281583861,0.00433066573090116,0.00361031794170293
"2020-07-30","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0175419540914145,0.00436090565933367,0.00363872934147117
"2020-07-31","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0175165813480475,0.00436837476410092,0.00364335907971252
"2020-08-01","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0174841615484741,0.00436048838140755,0.00363297093843758
"2020-08-02","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0174471685858462,0.00435147158243483,0.00362367829017154
"2020-08-03","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0174162360545851,0.004350236765646,0.00362325055338938
"2020-08-04","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0173892736228081,0.00435479434453875,0.00362859615420346
"2020-08-05","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0173634477062254,0.00436004028939965,0.00363409354941629
"2020-08-06","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.01733901523028,0.00436171186319181,0.00363643978990872
"2020-08-07","BR","BRMG",20869101,0.0159611380985427,0.00435729847494553,0,0.00363108206245461,0.0173161858622708,0.00436166239335238,0.00363507002636375
