"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-23","DE","DENI",7927000,0,0,0,0,0
"2020-03-24","DE","DENI",7927000,0,0,0,0,0
"2020-03-25","DE","DENI",7927000,0,0,0,0,0
"2020-03-26","DE","DENI",7927000,0,0,0,0,0
"2020-03-27","DE","DENI",7927000,0,0,0,0,0
"2020-03-28","DE","DENI",7927000,0,0,0,0,0
"2020-03-29","DE","DENI",7927000,0,0,0,0,0
"2020-03-30","DE","DENI",7927000,0,0,0,0,0
"2020-03-31","DE","DENI",7927000,0,0,0,0,0
"2020-04-01","DE","DENI",7927000,0,0,0,0,0
"2020-04-02","DE","DENI",7927000,0,0,0,0,0
"2020-04-03","DE","DENI",7927000,0,0,0,0,0
"2020-04-04","DE","DENI",7927000,0,0,0,0,0
"2020-04-05","DE","DENI",7927000,0,0,0,0,0
"2020-04-06","DE","DENI",7927000,0,0,0,0,0
"2020-04-07","DE","DENI",7927000,0,0,0,0,0
"2020-04-08","DE","DENI",7927000,0,0,0,0,0
"2020-04-09","DE","DENI",7927000,0,0,0,0,0
"2020-04-10","DE","DENI",7927000,0,0,0,0,0
"2020-04-11","DE","DENI",7927000,0,0,0,0,0
"2020-04-12","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-13","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-14","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-15","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-16","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-17","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-18","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-19","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-20","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-21","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-22","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-23","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-24","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-25","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-26","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-27","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-28","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-29","DE","DENI",7927000,0,NA,NA,NA,0
"2020-04-30","DE","DENI",7927000,0,NA,NA,NA,0
"2020-05-01","DE","DENI",7927000,0,NA,NA,NA,0
"2020-05-02","DE","DENI",7927000,0,NA,NA,NA,0
