"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-19","ES","ESIB",1149460,NA,NA,NA,NA,NA,NA,NA
"2020-03-20","ES","ESIB",1149460,NA,NA,NA,NA,NA,NA,NA
"2020-03-21","ES","ESIB",1149460,NA,NA,NA,NA,NA,NA,NA
"2020-03-22","ES","ESIB",1149460,NA,NA,NA,NA,NA,NA,NA
"2020-03-23","ES","ESIB",1149460,NA,NA,NA,NA,NA,NA,NA
"2020-03-24","ES","ESIB",1149460,NA,NA,NA,NA,NA,NA,NA
"2020-03-25","ES","ESIB",1149460,0.0260869565217391,0,0,0,0.0260869565217391,0,0
"2020-03-26","ES","ESIB",1149460,0.0235294117647059,0,0,0,0.0235294117647059,0,0
"2020-03-27","ES","ESIB",1149460,0.0235294117647059,0,0,0,0.0235294117647059,0,0
"2020-03-28","ES","ESIB",1149460,0.02,0,0,0,0.02,0,0
"2020-03-29","ES","ESIB",1149460,0.02,0,0,0,0.02,0,0
"2020-03-30","ES","ESIB",1149460,0.0293333333333333,0,0,0,0.0293333333333333,0,0
"2020-03-31","ES","ESIB",1149460,0.0293333333333333,0,0,0,0.0293333333333333,0,0
"2020-04-01","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-02","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-03","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-04","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-05","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-06","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-07","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-08","ES","ESIB",1149460,0.0315789473684211,0,0,0,0.0315789473684211,0,0
"2020-04-09","ES","ESIB",1149460,0.0339285714285714,0,0,0,0.0339285714285714,0,0
"2020-04-10","ES","ESIB",1149460,0.0339285714285714,0,0,0,0.0339285714285714,0,0
"2020-04-11","ES","ESIB",1149460,0.0339285714285714,0,0,0,0.0339285714285714,0,0
"2020-04-12","ES","ESIB",1149460,0.0324786324786325,0,0,0,0.0324786324786325,0,0
"2020-04-13","ES","ESIB",1149460,0.0324786324786325,0,0,0,0.0324786324786325,0,0
"2020-04-14","ES","ESIB",1149460,0.0308943089430894,0,0,0,0.0308943089430894,0,0
"2020-04-15","ES","ESIB",1149460,0.0308943089430894,0,0,0,0.0308943089430894,0,0
"2020-04-16","ES","ESIB",1149460,0.0281842818428184,0,0,0,0.0281842818428184,0,0
"2020-04-17","ES","ESIB",1149460,0.0293628808864266,0,0,0,0.0293628808864266,0,0
