"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-04-01","EC","ECY",114202,0,0,0,0,0
"2020-04-02","EC","ECY",114202,0,0,0,0,0
"2020-04-03","EC","ECY",114202,0,0,0,0,0
"2020-04-04","EC","ECY",114202,0,0,0,0,0
"2020-04-05","EC","ECY",114202,0,0,0,0,0
"2020-04-06","EC","ECY",114202,0,0,0,0,0
"2020-04-07","EC","ECY",114202,0,0,0,0,0
"2020-04-08","EC","ECY",114202,0,0,0,0,0
"2020-04-09","EC","ECY",114202,0,0,0,0,0
"2020-04-10","EC","ECY",114202,0,0,0,0,0
"2020-04-11","EC","ECY",114202,0,0,0,0,0
"2020-04-12","EC","ECY",114202,0,0,0,0,0
"2020-04-13","EC","ECY",114202,0,0,0,0,0
"2020-04-14","EC","ECY",114202,0,0,0,0,0
"2020-04-15","EC","ECY",114202,0,0,0,0,0
"2020-04-16","EC","ECY",114202,0,0,0,0,0
"2020-04-17","EC","ECY",114202,0,0,0,0,0
"2020-04-18","EC","ECY",114202,0,0,0,0,0
"2020-04-19","EC","ECY",114202,0,0,0,0,0
"2020-04-20","EC","ECY",114202,0,0,0,0,0
"2020-04-21","EC","ECY",114202,0,0,0,0,0
"2020-04-22","EC","ECY",114202,0,0,0,0,0
"2020-04-23","EC","ECY",114202,0,0,0,0,0
"2020-04-24","EC","ECY",114202,0,0,0,0,0
"2020-04-25","EC","ECY",114202,0,0,0,0,0
"2020-04-26","EC","ECY",114202,0,0,0,0,0
"2020-04-27","EC","ECY",114202,0,0,0,0,0
"2020-04-28","EC","ECY",114202,0,0,0,0,0
"2020-04-29","EC","ECY",114202,0,0,0,0,0
"2020-04-30","EC","ECY",114202,0,0,0,0,0
"2020-05-01","EC","ECY",114202,0,0,0,0,0
"2020-05-02","EC","ECY",114202,0,0,0,0,0
"2020-05-03","EC","ECY",114202,0,0,0,0,0
"2020-05-04","EC","ECY",114202,0,0,0,0,0
"2020-05-05","EC","ECY",114202,0,0,0,0,0
"2020-05-06","EC","ECY",114202,0,0,0,0,0
"2020-05-07","EC","ECY",114202,0,0,0,0,0
"2020-05-08","EC","ECY",114202,0,0,0,0,0
"2020-05-09","EC","ECY",114202,0,0,0,0,0
"2020-05-10","EC","ECY",114202,0,0,0,0,0
"2020-05-11","EC","ECY",114202,0,0,0,0,0
"2020-05-12","EC","ECY",114202,0,0,0,0,0
