"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-03-23","DE","DENW",17865000,0,0,0,0,0
"2020-03-24","DE","DENW",17865000,0,NA,NA,NA,0
"2020-03-25","DE","DENW",17865000,0.00961538461538462,NA,NA,NA,0.00961538461538462
"2020-03-26","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-03-27","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-03-28","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-03-29","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-03-30","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-03-31","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-01","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-02","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-03","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-04","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-05","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-06","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-07","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-08","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-09","DE","DENW",17865000,0.0161507402422611,NA,NA,NA,0.0161507402422611
"2020-04-10","DE","DENW",17865000,0.0142348754448399,NA,NA,NA,0.0142348754448399
"2020-04-11","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-12","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-13","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-14","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-15","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-16","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-17","DE","DENW",17865000,0.0127253446447508,NA,NA,NA,0.0127253446447508
"2020-04-18","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0126582278481013
"2020-04-19","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0146348368126298
"2020-04-20","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0145616518134586
"2020-04-21","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.01449366664236
"2020-04-22","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0144303734416647
"2020-04-23","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0143713031569358
"2020-04-24","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0143160490991666
"2020-04-25","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0142642263618334
"2020-04-26","DE","DENW",17865000,0.0126582278481013,NA,NA,NA,0.0142155569779082
