"ISO3","country","Finished","B1_1","B1_2","B1_3","B1_4","B1_5","B1_6","B1_7","B1_8","B1_9","B1_10","B1_11","B1_12","B3","B5","B6","B7","B8","C0_1","C0_2","C0_3","C0_4","C0_5","C0_6","C1_m","C3","date"
"DEU","Germany",518,0.00579150579150579,0.156370656370656,0.0579150579150579,0.250965250965251,0.283783783783784,0.144787644787645,0.0868725868725869,0.0386100386100386,0.0482625482625483,0.0115830115830116,0.083011583011583,0.22007722007722,0.0694980694980695,0.0366795366795367,0.0405405405405405,0.00772200772200772,0.00386100386100386,0.295366795366795,0.637065637065637,0.0849420849420849,0.359073359073359,0.0115830115830116,0.129343629343629,0.384169884169884,0.108108108108108,2020-04-23
"DEU","Germany",4645,0.00473627556512379,0.158234660925727,0.063724434876211,0.354359526372444,0.316899892357374,0.164693218514532,0.0781485468245425,0.0447793326157158,0.0381054897739505,0.01248654467169,0.0734122712594187,0.22561894510226,0.0641550053821313,0.0290635091496232,0.0458557588805167,0.00882669537136706,0.00430570505920344,0.348546824542519,0.682454251883746,0.1248654467169,0.404305705059203,0.00710441334768568,0.0897739504843918,0.413993541442411,0.0826695371367061,2020-04-24
"DEU","Germany",3324,0.00481347773766546,0.151624548736462,0.062575210589651,0.331227436823105,0.311973525872443,0.156137184115523,0.0845367027677497,0.0445246690734055,0.0433212996389892,0.0177496991576414,0.0628760529482551,0.218110709987966,0.0679903730445247,0.0354993983152828,0.0442238267148014,0.00842358604091456,0.00300842358604091,0.324308062575211,0.730746089049338,0.15072202166065,0.409446450060168,0.00782190132370638,0.0980746089049338,0.419374247894103,0.0881468110709988,2020-04-25
"DEU","Germany",3310,0.00483383685800604,0.150755287009063,0.0601208459214502,0.326888217522659,0.311480362537764,0.158308157099698,0.0776435045317221,0.0419939577039275,0.045619335347432,0.0163141993957704,0.0619335347432024,0.207250755287009,0.0667673716012085,0.0314199395770393,0.0468277945619335,0.0054380664652568,0.00151057401812689,0.235045317220544,0.623262839879154,0.132628398791541,0.4202416918429,0.00785498489425982,0.0942598187311178,0.406344410876133,0.0731117824773414,2020-04-26
"DEU","Germany",3375,0.00503703703703704,0.149333333333333,0.0577777777777778,0.328,0.315259259259259,0.152888888888889,0.0631111111111111,0.0456296296296296,0.0447407407407407,0.0121481481481481,0.0586666666666667,0.198222222222222,0.0548148148148148,0.0242962962962963,0.0459259259259259,0.00948148148148148,0.00296296296296296,0.315851851851852,0.543407407407407,0.12237037037037,0.401481481481481,0.0082962962962963,0.0986666666666667,0.401777777777778,0.0814814814814815,2020-04-27
"DEU","Germany",3263,0.00490346307079375,0.145571559914189,0.0573092246399019,0.35304934109715,0.286852589641434,0.163040147103892,0.0698743487588109,0.0376953723567269,0.046276432730616,0.0144039227704566,0.0566962917560527,0.215139442231076,0.0597609561752988,0.0291143119828379,0.0432117683113699,0.00459699662886914,0.000306466441924609,0.347532945142507,0.642660128715906,0.126570640514864,0.392583512105424,0.00888752681581367,0.104505056696292,0.412503830830524,0.0867300030646644,2020-04-28
"DEU","Germany",3068,0.00488917861799218,0.14993481095176,0.0684485006518905,0.342568448500652,0.295306388526728,0.162972620599739,0.0717079530638853,0.03748370273794,0.0436766623207301,0.0101043024771838,0.059973924380704,0.207301173402868,0.0622555410691004,0.0273794002607562,0.0528031290743155,0.0101043024771838,0.00391134289439374,0.36277705345502,0.698826597131682,0.136245110821382,0.401238591916558,0.0120599739243807,0.107561929595828,0.409387222946545,0.0798565840938722,2020-04-29
"DEU","Germany",2984,0.0046916890080429,0.146112600536193,0.0616621983914209,0.352882037533512,0.26642091152815,0.157171581769437,0.0676943699731904,0.0455764075067024,0.0482573726541555,0.0117292225201072,0.0653485254691689,0.219839142091153,0.0566353887399464,0.0278150134048257,0.039544235924933,0.00636729222520107,0.00301608579088472,0.353887399463807,0.718833780160858,0.143096514745308,0.405495978552279,0.0134048257372654,0.107238605898123,0.404825737265416,0.0904825737265416,2020-04-30
"DEU","Germany",2804,0.00427960057061341,0.152995720399429,0.0684736091298146,0.332025677603424,0.259985734664765,0.157631954350927,0.0681169757489301,0.0356633380884451,0.0413694721825963,0.0103423680456491,0.0613409415121255,0.207203994293866,0.0538516405135521,0.0267475035663338,0.0467189728958631,0.00855920114122682,0.00249643366619116,0.339871611982882,0.66583452211127,0.141226818830243,0.417261055634807,0.00820256776034237,0.105563480741797,0.434379457917261,0.0891583452211127,2020-05-01
"DEU","Germany",2613,0.0068886337543054,0.129735935706085,0.052812858783008,0.335246842709529,0.249138920780712,0.148871029468044,0.0662074244163796,0.0443934175277459,0.0451588212782243,0.0103329506314581,0.0535782625334864,0.222732491389208,0.0589360887868351,0.0256410256410256,0.0443934175277459,0.00765403750478377,0.00267891312667432,0.261385380788366,0.642556448526598,0.151932644469958,0.386528893991581,0.0133945656333716,0.0983543819364715,0.402985074626866,0.0818982013011864,2020-05-02
"DEU","Germany",4936,0.00486223662884927,0.129254457050243,0.0565235008103728,0.328808752025932,0.250202593192869,0.159440842787682,0.0640194489465154,0.0403160453808752,0.0403160453808752,0.0119529983792545,0.0579416531604538,0.206239870340357,0.0583468395461912,0.0291734197730956,0.0536871961102107,0.00790113452188006,0.00405186385737439,0.193679092382496,0.621150729335494,0.152552674230146,0.417544570502431,0.0129659643435981,0.0978525121555916,0.416329011345219,0.0875202593192869,2020-05-03
