"ISO3","country","Finished","B1_1","B1_2","B1_3","B1_4","B1_5","B1_6","B1_7","B1_8","B1_9","B1_10","B1_11","B1_12","B3","B5","B6","B7","B8","C0_1","C0_2","C0_3","C0_4","C0_5","C0_6","C1_m","C3","date"
"ECU","Ecuador",912,0.0427631578947368,0.149122807017544,0.0603070175438596,0.190789473684211,0.202850877192982,0.174342105263158,0.200657894736842,0.0734649122807018,0.0723684210526316,0.0625,0.153508771929825,0.128289473684211,0.231359649122807,0.0888157894736842,0.0361842105263158,0.0109649122807018,0.00219298245614035,0.190789473684211,0.567982456140351,0.0263157894736842,0.192982456140351,0.0296052631578947,27,0.231359649122807,0.0899122807017544,2020-04-23
"ECU","Ecuador",919,0.0511425462459195,0.142546245919478,0.0576713819368879,0.165397170837867,0.199129488574538,0.170837867247008,0.174102285092492,0.0696409140369967,0.072905331882481,0.0565832426550598,0.126224156692057,0.173014145810664,0.210010881392818,0.0794341675734494,0.0315560391730141,0.00217627856365615,0.00326441784548422,0.192600652883569,0.557127312295974,0.0402611534276387,0.199129488574538,0.0282916213275299,26,0.232861806311208,0.11316648531012,2020-04-24
"ECU","Ecuador",963,0.0415368639667705,0.171339563862928,0.0664589823468328,0.184839044652129,0.234683281412253,0.179646936656282,0.224299065420561,0.0778816199376947,0.083073727933541,0.0529595015576324,0.153686396677051,0.285565939771547,0.212876427829699,0.0706126687435099,0.0259605399792316,0.00623052959501558,0.00415368639667705,0.178608515057113,0.560747663551402,0.0290758047767394,0.234683281412253,0.0321910695742471,31,0.280373831775701,0.0924195223260644,2020-04-25
"ECU","Ecuador",1013,0.0552813425468904,0.162882527147088,0.0562685093780849,0.186574531095755,0.254689042448174,0.174728529121422,0.203356367226061,0.0839091806515301,0.0779861796643633,0.0641658440276407,0.180651530108588,0.296150049358342,0.218163869693978,0.0602171767028628,0.0207305034550839,0.0069101678183613,0.00394866732477789,0.177690029615005,0.528134254689042,0.0306021717670286,0.222112537018756,0.0325765054294176,33,0.268509378084896,0.0661401776900296,2020-04-26
"ECU","Ecuador",919,0.043525571273123,0.156692056583243,0.0554951033732318,0.18063112078346,0.226332970620239,0.166485310119695,0.204570184983678,0.073993471164309,0.0848748639825898,0.0631120783460283,0.153427638737758,0.277475516866159,0.220892274211099,0.0794341675734494,0.015233949945593,0.00761697497279652,0.00761697497279652,0.16974972796518,0.521218715995647,0.0239390642002176,0.226332970620239,0.0326441784548422,30,0.314472252448313,0.0707290533188248,2020-04-27
"ECU","Ecuador",1129,0.0522586359610275,0.1674047829938,0.0628875110717449,0.184233835252436,0.229406554472985,0.147918511957485,0.188662533215235,0.0788308237378211,0.0814880425155004,0.0682019486271036,0.16563330380868,0.310008857395926,0.227635075287865,0.0673162090345438,0.0336581045172719,0.0159433126660762,0.00797165633303809,0.186005314437555,0.558901682905226,0.0389725420726306,0.227635075287865,0.0336581045172719,38,0.304694419840567,0.0752878653675819,2020-04-28
"ECU","Ecuador",1073,0.0559179869524697,0.178937558247903,0.0615097856477167,0.188257222739981,0.241379310344828,0.168685927306617,0.205032618825722,0.0950605778191985,0.0782851817334576,0.0698974836905871,0.159366262814539,0.318732525629077,0.237651444547996,0.0801491146318733,0.027027027027027,0.00745573159366263,0.00372786579683131,0.18452935694315,0.565703634669152,0.0335507921714818,0.209692451071761,0.0307548928238583,33,0.311276794035415,0.0876048462255359,2020-04-29
"ECU","Ecuador",1019,0.056918547595682,0.158979391560353,0.0677134445534838,0.193326790971541,0.217860647693817,0.162904808635918,0.198233562315996,0.098135426889107,0.0785083415112856,0.0804710500490677,0.170755642787046,0.327772325809617,0.23846908734053,0.0667320902845927,0.0235525024533857,0.00883218842001963,0.00686947988223749,0.190382728164868,0.526987242394504,0.0343473994111874,0.254170755642787,0.0274779195289499,28,0.294406280667321,0.0794896957801766,2020-04-30
"ECU","Ecuador",850,0.0717647058823529,0.172941176470588,0.0552941176470588,0.214117647058824,0.236470588235294,0.165882352941176,0.237647058823529,0.0988235294117647,0.0870588235294118,0.0752941176470588,0.168235294117647,0.350588235294118,0.248235294117647,0.0776470588235294,0.0305882352941176,0.0141176470588235,0.00470588235294118,0.212941176470588,0.569411764705882,0.0258823529411765,0.241176470588235,0.0305882352941176,26,0.32,0.0988235294117647,2020-05-01
"ECU","Ecuador",740,0.0554054054054054,0.187837837837838,0.0716216216216216,0.202702702702703,0.251351351351351,0.174324324324324,0.217567567567568,0.113513513513514,0.0986486486486487,0.0932432432432432,0.17972972972973,0.341891891891892,0.252702702702703,0.0675675675675676,0.0310810810810811,0.0148648648648649,0.00945945945945946,0.197297297297297,0.551351351351351,0.0283783783783784,0.275675675675676,0.0378378378378378,28,0.337837837837838,0.0878378378378378,2020-05-02
