"","date","cutoff","y","fore","syncFore","scaled_abs_err","scaled_abs_err_sync","strawman","c_scaled_abs_err","c_scaled_abs_err_sync","diff","diffsync"
"1",2020-10-30,2020-10-26,49194,68194.3225331142,129740,0.832507669154546,3.52915918152741,72017,0.832507669154546,3.52915918152741,0,0
"2",2020-10-31,2020-10-27,35051,33524.7694995659,54689.8285842185,0.803279210754791,10.3362255706413,33151,0.803279210754791,10.3362255706413,0,0
"3",2020-11-01,2020-10-28,46179,12316.973843835,36299.3951597301,3.47160407588323,1.01287726473958,36425,3.47160407588323,1.01287726473958,0,0
"4",2020-11-02,2020-10-29,104314,4253.73354113784,22374.5993894042,1.73345575349275,1.41952775515125,46591,1.73345575349275,1.41952775515125,0,0
"5",2020-11-03,2020-10-30,71955,30734.4525444812,11734.130011367,1.81101653949821,2.64579192428421,49194,1.81101653949821,2.64579192428421,0,0
"6",2020-11-04,2020-10-31,0,22597.1908422762,24123.4213427103,0.644694611916242,0.688237749071647,35051,0.644694611916242,0.688237749071647,0,0
"7",2020-11-05,2020-11-01,57309,46663.3510149245,80525.3771710895,0.956482388596182,2.08592786802242,46179,0.956482388596182,2.08592786802242,0,0
"8",2020-11-06,2020-11-02,60457,65412.0996477482,162037,0.112983096147666,2.31616389629934,104314,0.112983096147666,2.31616389629934,0,0
"9",2020-11-07,2020-11-03,86598,107120.582597355,129678,1.40152855271153,2.9420200778529,71955,1.40152855271153,2.9420200778529,0,0
"10",2020-11-08,2020-11-04,38562,14042.9722424855,-8554.21859979069,0.635833923487228,1.22183026294774,0,0.635833923487228,1.22183026294774,0,0
"11",2020-11-09,2020-11-05,20155,20834.9515133652,31480.6004984407,0.018300896629305,0.304828564850102,57309,0.018300896629305,0.304828564850102,0,0
"12",2020-11-10,2020-11-06,21596,15723.1476191527,10768.0479714045,0.151124581993446,0.278632871737616,60457,0.151124581993446,0.278632871737616,0,0
"13",2020-11-11,2020-11-07,35865,12848.2998617358,28875,0.453683009841015,0.137780143102123,86598,0.453683009841015,0.137780143102123,0,0
"14",2020-11-12,2020-11-08,32264,37054.1690397892,61573.1967973037,0.760585747822992,4.65373083475765,38562,0.760585747822992,4.65373083475765,0,0
"15",2020-11-13,2020-11-09,23670,53735.457713432,53055.5062000667,8.55347303369331,8.36003021339024,20155,8.55347303369331,8.36003021339024,0,0
"16",2020-11-14,2020-11-10,31921,24184.3070492109,30057.1594300582,0.749316508551002,0.180517246483467,21596,0.749316508551002,0.180517246483467,0,0
"17",2020-11-15,2020-11-11,27192,43400.7919492462,66417.4920875104,1.86887950527455,4.52271325810105,35865,1.86887950527455,4.52271325810105,0,0
"18",2020-11-16,2020-11-12,9301,12152.764131645,7362.59509185578,0.124189528007882,0.0844142711381013,32264,0.124189528007882,0.0844142711381013,0,0
"19",2020-11-17,2020-11-13,45210,4457.95982724793,-25607.497886184,1.8919238706013,3.28772042182841,23670,1.8919238706013,3.28772042182841,0,0
"20",2020-11-18,2020-11-14,28359,24231.6518855587,31968.3448363478,1.15871648356016,1.01329164411785,31921,1.15871648356016,1.01329164411785,0,0
"21",2020-11-19,2020-11-15,20487,108526.980863921,84915,13.1304967731426,9.6089485458613,27192,13.1304967731426,9.6089485458613,0,0
"22",2020-11-20,2020-11-16,22862,121141.680944133,67024,7.24722962496372,3.2565445026178,9301,7.24722962496372,3.2565445026178,0,0
"23",2020-11-21,2020-11-17,17641,22235.5095810278,62987.5497537798,0.166654923320679,1.64483839652435,45210,0.166654923320679,1.64483839652435,0,0
"24",2020-11-22,2020-11-18,13130,14139.3887402764,18266.7368547177,0.0662806973718826,0.337299681838446,28359,0.0662806973718826,0.337299681838446,0,0
"25",2020-11-23,2020-11-19,4452,3665.12431310645,-37236,0.0490723845895572,2.59981290926099,20487,0.0490723845895572,2.59981290926099,0,0
"26",2020-11-24,2020-11-20,8853,14849.1388473725,-34861,0.428020475934935,3.12042258548076,22862,0.428020475934935,3.12042258548076,0,0
"27",2020-11-25,2020-11-21,16245,3789.69973635572,-804.809844672032,8.92213485934404,12.2133308342923,17641,8.92213485934404,12.2133308342923,0,0
"28",2020-11-26,2020-11-22,12879,15336.7038037394,14327.315063463,9.7916486204757,5.77017953570916,13130,9.7916486204757,5.77017953570916,0,0
