"","date","cutoff","y","fore","syncFore","scaled_abs_err","scaled_abs_err_sync","strawman","c_scaled_abs_err","c_scaled_abs_err_sync","diff","diffsync"
"1",2020-11-28,2020-11-23,4868,4485.00714165271,4503.29522367119,0.464797158188459,0.442602883894187,4044,0.464797158188459,0.442602883894187,0,0
"2",2020-11-29,2020-11-24,4093,10756.509258964,8053,38.296030223931,22.7586206896552,3919,38.296030223931,22.7586206896552,0,0
"3",2020-11-30,2020-11-25,3262,2844.38690008658,1156,0.205923619286696,1.03846153846154,5290,0.205923619286696,1.03846153846154,0,0
"4",2020-12-01,2020-11-26,2401,13440.954499061,10517,2.77246471598719,2.0381717729784,6383,2.77246471598719,2.0381717729784,0,0
"5",2020-12-02,2020-11-27,3384,3533.97545488141,3974.93772075172,0.0728036188744708,0.286862971238699,5444,0.0728036188744708,0.286862971238699,0,0
"6",2020-12-03,2020-11-28,3772,4480.91792546272,4863.91078381001,0.646822924692263,0.996268963330301,4868,0.646822924692263,0.996268963330301,0,0
"7",2020-12-04,2020-11-29,4935,7999.33333709987,1335.82407813582,3.63935075665068,4.27455572667955,4093,3.63935075665068,4.27455572667955,0,0
"8",2020-12-05,2020-11-30,6087,2216.1732075196,2633.78630743302,1.37020417432935,1.22237652834229,3262,1.37020417432935,1.22237652834229,0,0
"9",2020-12-06,2020-12-01,3834,2324.24309055416,-1733,1.0535637888666,3.88485694347523,2401,1.0535637888666,3.88485694347523,0,0
"10",2020-12-07,2020-12-02,2597,4475.69039705525,4325.71494217384,2.38715425292916,2.19658823656142,3384,2.38715425292916,2.19658823656142,0,0
"11",2020-12-08,2020-12-03,2905,4223.89225425485,3514.97432879213,1.52121367272762,0.703545938629908,3772,1.52121367272762,0.703545938629908,0,0
"12",2020-12-09,2020-12-04,4097,3010.85772017365,801,1.29611250575937,3.93317422434368,4935,1.29611250575937,3.93317422434368,0,0
"13",2020-12-10,2020-12-05,3134,2260.46113939218,6131.28793187259,0.295814040165195,1.01499760645872,6087,0.295814040165195,1.01499760645872,0,0
"14",2020-12-11,2020-12-06,5080,3255.34329342691,4765.10020287275,1.46441148200087,0.252728569122994,3834,1.46441148200087,0.252728569122994,0,0
"15",2020-12-12,2020-12-07,4413,10044.0531637772,6731,3.10080020031784,1.27643171806167,2597,3.10080020031784,1.27643171806167,0,0
"16",2020-12-13,2020-12-08,4044,3172.90870744426,1854.01645318941,0.764786033850518,1.92272479965811,2905,0.764786033850518,1.92272479965811,0,0
"17",2020-12-14,2020-12-09,2194,8921.42215046498,8231,3.53516665815291,3.17235943247504,4097,3.53516665815291,3.17235943247504,0,0
"18",2020-12-15,2020-12-10,2638,4638.73272404759,5512.27158465541,4.03373533074111,5.79490238841817,3134,4.03373533074111,5.79490238841817,0,0
"19",2020-12-16,2020-12-11,4720,2453.71467362834,4278.37138020143,6.29523701769906,1.22674616610714,5080,6.29523701769906,1.22674616610714,0,0
"20",2020-12-17,2020-12-12,4320,2773.0936950487,279,16.6334011285086,43.4516129032258,4413,16.6334011285086,43.4516129032258,0,0
"21",2020-12-18,2020-12-13,4336,8445.80957167795,8178,14.0746903139656,13.1575342465753,4044,14.0746903139656,13.1575342465753,0,0
"22",2020-12-19,2020-12-14,3835,7876.5855910239,1149.16344055892,2.46287970202553,1.63670722695983,2194,2.46287970202553,1.63670722695983,0,0
"23",2020-12-20,2020-12-15,3334,3920.85025973267,1920.11753568508,0.843175660535446,2.03144032229155,2638,0.843175660535446,2.03144032229155,0,0
