"","date","cutoff","y","fore","syncFore","scaled_abs_err","scaled_abs_err_sync","strawman","c_scaled_abs_err","c_scaled_abs_err_sync","diff","diffsync"
"1",2020-10-24,2020-10-23,26979,30111.7416568195,60137.7414386519,1.02813969701986,10.8824225266334,30026,1.02813969701986,10.8824225266334,0,0
"2",2020-10-25,2020-10-24,13493,3687.55674515465,554.815088335181,0.727083142135945,0.959378979064572,26979,0.727083142135945,0.959378979064572,0,0
"3",2020-10-26,2020-10-25,15726,1512.62473344703,11318.0679882924,6.36514790262112,1.97399552696265,13493,6.36514790262112,1.97399552696265,0,0
"4",2020-10-27,2020-10-26,29787,42331.4490387855,56544.8243053385,0.892144871544378,1.90298160197273,15726,0.892144871544378,1.90298160197273,0,0
"5",2020-10-28,2020-10-27,28629,335754.130580257,96125,265.220320017493,58.286701208981,29787,265.220320017493,58.286701208981,0,0
"6",2020-10-29,2020-10-28,26106,54350.3771877558,-37709,11.1947590914609,25.2933016250495,28629,11.1947590914609,25.2933016250495,0,0
"7",2020-10-30,2020-10-29,22282,605126.913920825,92444,152.417603012768,18.3478033472803,26106,152.417603012768,18.3478033472803,0,0
"8",2020-10-31,2020-10-30,18947,30493.5036054118,-44056,3.46221997163772,18.8914542728636,22282,3.46221997163772,18.8914542728636,0,0
"9",2020-11-01,2020-10-31,10100,4466.82381673726,-7079.67978867456,0.636732924523877,1.94186501510959,18947,0.636732924523877,1.94186501510959,0,0
"10",2020-11-02,2020-11-01,8501,20118.6539952193,25751.830178482,7.26557473121908,10.7885116813521,10100,7.26557473121908,10.7885116813521,0,0
"11",2020-11-03,2020-11-02,11843,15451.4006847281,3833.74668950882,1.0797129517439,2.39654497620921,8501,1.0797129517439,2.39654497620921,0,0
"12",2020-11-04,2020-11-03,23976,14475.1206823928,10866.7199976647,0.783061016863694,1.08046484812786,11843,0.783061016863694,1.08046484812786,0,0
"13",2020-11-05,2020-11-04,0,12349.521870566,21850.4011881732,0.515078489763347,0.911344727568118,23976,0.515078489763347,0.911344727568118,0,0
"14",2020-11-06,2020-11-05,41156,7855.69029146427,-4493.83157910172,0.809124057453002,1.10919019290266,0,0.809124057453002,1.10919019290266,0,0
"15",2020-11-07,2020-11-06,22380,16536.2425463478,49836.5522548835,0.311235484323189,1.4623217008353,41156,0.311235484323189,1.4623217008353,0,0
"16",2020-11-08,2020-11-07,10554,10479.8627774916,16323.6202311439,0.00626900241065446,0.487875886279714,22380,0.00626900241065446,0.487875886279714,0,0
"17",2020-11-09,2020-11-08,10917,30166.6424213297,30240.7796438381,53.0293179650956,53.233552737846,10554,53.0293179650956,53.233552737846,0,0
"18",2020-11-10,2020-11-09,23973,35550.7130229887,16301.070601659,0.886773362667639,0.58761714141705,10917,0.886773362667639,0.58761714141705,0,0
"19",2020-11-11,2020-11-10,48655,16569.2180930702,4991.50507008154,1.29996685466858,1.76904201158409,23973,1.29996685466858,1.76904201158409,0,0
"20",2020-11-12,2020-11-11,33922,17705.0444598842,49790.8263668139,1.10072324306766,1.07709403154917,48655,1.10072324306766,1.07709403154917,0,0
"21",2020-11-13,2020-11-12,29070,44105.4780636031,60322.4336037189,3.09882070560657,6.44114460093135,33922,3.09882070560657,6.44114460093135,0,0
"22",2020-11-14,2020-11-13,38307,12158.7300066196,-2876.74805698342,2.83081844683127,4.45856317602938,29070,2.83081844683127,4.45856317602938,0,0
"23",2020-11-15,2020-11-14,14134,14137.0226532752,40285.2926466556,0.000125042538170701,1.08183893793305,38307,0.000125042538170701,1.08183893793305,0,0
"24",2020-11-16,2020-11-15,13371,46408.3305804021,46405.3079271269,43.2992537095703,43.295292171857,14134,43.2992537095703,43.295292171857,0,0
"25",2020-11-17,2020-11-16,35294,23922.3893722267,-9114.94120817543,0.518706866203225,2.02567811012067,13371,0.518706866203225,2.02567811012067,0,0
"26",2020-11-18,2020-11-17,34091,61444.2449177339,72815.8555455072,22.7375269474097,32.1902373611864,35294,22.7375269474097,32.1902373611864,0,0
"27",2020-11-19,2020-11-18,35918,45403.1032864305,18049.8583686966,5.19162741457608,9.78004468051637,34091,5.19162741457608,9.78004468051637,0,0
"28",2020-11-20,2020-11-19,38397,31653.4091966911,22168.3059102606,2.72028672985434,6.54646796681702,35918,2.72028672985434,6.54646796681702,0,0
"29",2020-11-21,2020-11-20,32622,40859.4349108557,47603.0257141646,1.42639565555943,2.59411700678175,38397,1.42639565555943,2.59411700678175,0,0
"30",2020-11-22,2020-11-21,18615,17639.2709261009,9401.83601524526,0.0696601037980367,0.657754264635878,32622,0.0696601037980367,0.657754264635878,0,0
"31",2020-11-23,2020-11-22,16207,16425.6669838274,17401.3960577265,0.0908085481010794,0.496011651879775,18615,0.0908085481010794,0.496011651879775,0,0
