"","date","cutoff","y","fore","syncFore","scaled_abs_err","scaled_abs_err_sync","strawman","c_scaled_abs_err","c_scaled_abs_err_sync","diff","diffsync"
"1",2020-11-03,2020-10-28,11843,18846.0513646263,46347.1170928689,0.417195958812481,2.05552943481883,28629,0.417195958812481,2.05552943481883,0,0
"2",2020-11-04,2020-10-29,23976,165646.973836799,74761,66.512194289577,23.8427230046948,26106,66.512194289577,23.8427230046948,0,0
"3",2020-11-05,2020-10-30,0,38731.9257863528,-26373,1.73826073899797,1.18360111300601,22282,1.73826073899797,1.18360111300601,0,0
"4",2020-11-06,2020-10-31,41156,2730.25569832979,-29708,1.73018795540863,3.19077851321536,18947,1.73018795540863,3.19077851321536,0,0
"5",2020-11-07,2020-11-01,22380,46607.9187382336,48099.6829186271,1.97295755197342,2.09443671975791,10100,1.97295755197342,2.09443671975791,0,0
"6",2020-11-08,2020-11-02,10554,17042.7665033056,24148.7901554137,3.16062664554584,6.62191434749815,8501,3.16062664554584,6.62191434749815,0,0
"7",2020-11-09,2020-11-03,10917,21768.2420534502,14765.1906888239,11.7184039454106,4.15571348685086,11843,11.7184039454106,4.15571348685086,0,0
"8",2020-11-10,2020-11-04,23973,43599.4936104917,-24679,6542.16453683057,16217.3333333333,23976,6542.16453683057,16217.3333333333,0,0
"9",2020-11-11,2020-11-05,48655,31798.6449494323,-6933.28083692053,0.346446512189245,1.14249883541097,0,0.346446512189245,1.14249883541097,0,0
"10",2020-11-12,2020-11-06,33922,3323.30588690283,41749.050188573,4.22984436177732,1.08198094948479,41156,4.22984436177732,1.08198094948479,0,0
"11",2020-11-13,2020-11-07,29070,9519.0074222448,-14708.9113159888,2.92242041521004,6.54393293213584,22380,2.92242041521004,6.54393293213584,0,0
"12",2020-11-14,2020-11-08,38307,34685.7122820048,28196.9457786992,0.130482748459453,0.364286895877952,10554,0.130482748459453,0.364286895877952,0,0
"13",2020-11-15,2020-11-09,14134,12684.7333515931,1833.49129814296,0.450502532921013,3.82359611496955,10917,0.450502532921013,3.82359611496955,0,0
"14",2020-11-16,2020-11-10,13371,80950.7321453178,61324.2385348261,6.37424374130521,4.52303702460159,23973,6.37424374130521,4.52303702460159,0,0
"15",2020-11-17,2020-11-11,35294,31816.2364643398,48672.5915149075,0.260292158944705,1.00131663160748,48655,0.260292158944705,1.00131663160748,0,0
"16",2020-11-18,2020-11-12,34091,78760.8542574041,82577,264.318664244995,286.899408284024,33922,264.318664244995,286.899408284024,0,0
"17",2020-11-19,2020-11-13,35918,917809.956807913,77725,128.78095163667,6.1049941588785,29070,128.78095163667,6.1049941588785,0,0
"18",2020-11-20,2020-11-14,38397,46301.0892388923,49922.3769568875,87.82321376547,128.059743965417,38307,87.82321376547,128.059743965417,0,0
"19",2020-11-21,2020-11-15,32622,77272.5857830274,62789,2.41511173642511,1.63170705322371,14134,2.41511173642511,1.63170705322371,0,0
"20",2020-11-22,2020-11-16,18615,13183.3640480689,-35284,1.03578107397618,10.2782227307399,13371,1.03578107397618,10.2782227307399,0,0
"21",2020-11-23,2020-11-17,16207,44524.8881282078,48002.651663868,1.48362173878597,1.66582761376162,35294,1.48362173878597,1.66582761376162,0,0
"22",2020-11-24,2020-11-18,31100,80201.9496872924,35532.0954298883,16.4165662612144,1.48181057502116,34091,16.4165662612144,1.48181057502116,0,0
"23",2020-11-25,2020-11-19,47898,67574.8498981101,-12737,1.64247494975877,5.06135225375626,35918,1.64247494975877,5.06135225375626,0,0
"24",2020-11-26,2020-11-20,37614,87599.3625264842,79695.2732875919,63.8382663173489,53.7436440454558,38397,63.8382663173489,53.7436440454558,0,0
"25",2020-11-27,2020-11-21,34130,73539.639675892,28889.0538928646,26.1337133129257,3.47542845300756,32622,26.1337133129257,3.47542845300756,0,0
"26",2020-11-28,2020-11-22,51922,17637.0363474651,23068.6722993962,1.0293621056395,0.866284195532585,18615,1.0293621056395,0.866284195532585,0,0
